ID	abstractauthor keywordsindex keywords 
155	america out-migration process work describe life state today population trend migration century paint picture migration intentions areas article measure rurality result mail survey describe migration intentions south dakotans residents intentions residents drivers intentions contexts survey influence community attachment community satisfaction quality life community residents communities support migration intentions rat areas america identity out-migration share survey result implications migration societyfuture population migration population migration settlement pattern plain 
156	comfort parameter value health utility recreational health child heat ability model children balance activity attention pilot performance outdoor heat balance model children environments sun shade children age texas spring activity monitor perception survey sensation ats survey sensation pts principles heat exchange use suite microclimate information result model ats rho prefer change model pts −0.607 radiation air temperature tiredness predictors ats energy balance shade heat model ats error error units shade ability estimate child heat balance account change heat contributors radiation metabolism children activity build environments insights heat perception recognition heat stress children heat activity radiation comfortclimate control heat radiation perception heat survey comfort stress children health significances monitor heat stress environment outdoor comfort activity conductivity child energy balance heat balance microclimate perception activity transfer facility texas state 
157	communities energy project host benefit source conflict become concept responses scale energy installations attention pay influence responses developments contribute body role shape opinions project conduct residents communities highlands community organisations energy project attachment motivator development project type attachment source disagreement implications communities development initiatives author sociologia ruralis society sociology.community development energy plan resource work energy area 
158	contrast confront experience enterprises city regions implications difference locations enterprises context emerge individuals reveal locality nurture assets institutions community culture assets incentives opportunities economy grow author legacies economies enterprise history geography structure kingdom 
159	article field researchers perceptions field site security cause fieldwork disruption quantify phenomena field site insecure gauge researchers areas violence condition predict scholars region use regression analysis result survey administer anthropologists america article reveal anthropologists areas secure consider field site field manifestations violence discovery clandestine mass display victims survey result supply anthropologists information plan safety precautions discussion violence development practice copyright society insecurity urbanization violenceanthropology crime fieldwork perception work security threat area urbanization violence america 
160	discuss project simulation avebury henge age monument world environment interpretation plan online environment aspects visualisation soundscape impact users simulation experience group users simulation experience site project simulation site core source create part simulation debate regard way avebury interpretations simulation ancient site state basis evaluation responses environments responses environments result range experience perceptions range users experience issue consensus user reactions sit .avebury heritage interaction phenomenography archaeology environmentscomputer applications heritage interaction phenomenography archaeology reality 
161	limit consideration interactions service supply demand protect areas managers abilities ecosystem service cess tourists sustainability predict ppa management strategy ces preferences visitors ces ppas safari experience history recreation visitor preference bundle pattern management attribute preference safari experience game species guide activities game species activities history ppas ecotourism quantities day visitors recreation ppas activities hunt number visitors demand ppa visitors management ppas attribute interactions users strategies managers demand drivers service provision ecosystem service ecosystem service ecotourism management resource management land conservation supply demand 
162	article lyric poems response poems bīdil dihlavī ḥazīn lāhījī ghazals poets venture share metaphor poet geography exile homeland strangeness state mind collocation reality abstraction feature ghazals result landscape case article conclude analysis poetry addition range value attitudes light avenues style style persianate world duke university press.bīdil geography poetry style ḥazinart geography influence language review corvidae psittacidae 
163	revitalisation efforts europe struggle system reason challenge issue seldom disjuncture build environment function market field morphology frame arrangement streets influence use shop practice change store build issue downtown case impact redevelopment project limitations environment core strength offer distinct city henry stewart publications reserved.city centre revitalisation frame shop form 
164	health men women arm force area concern state health university students concern service prevention measure participation greenhouse activities anxiety stress level students arm force control group treatment group post depression anxiety stress survey capture information information regard service history treatment indoor plant care program result student veterans plant care class decrease level depression stress compare control group student veterans feel stress ability feel belong indicate plant hobby society science reserved.depression anxiety stress therapy issue horticulture health stress disorder ptsd veteran 
165	biotopes habitats biodiversity ecosystem service management low-intensity graze landowners trb management abandonment system framework support resilience trb systems modernization use mix methods analysis analysis trb management value ways farmer landscape manager landscape admirer discourse trb management management reinforce landowners landscape representations heritage identity generations landowners pasturage outcomes reward graze cattle bureaucracy scheme contribute trb abandonment landowners policies management agriculture focus compensation bypass value tie trb management base result promote trbs arrangement management payments governance resilience trb systems connections landowners landscape identity support knowledge share graze efforts landowners ecosystem service farm resilience habitats policy management biotope ecosystem service management governance modernization perception policy analysis area finland bos 
166	streets characteristics city element retain identity depict people streets heart city visit pilgrims feature qualities character street street temple mathura locate aspire qualities term characteristics base tool reid enclosure scale transparency complexity relevance qualities streets methods collection review documentation field note photograph assessment questionnaire survey education press limit characteristics precincts qualities street 
167	article relationships geographies experience attachment construction attitudes core concepts field e.g insideness/outsideness topophilia/topophobia define relations material base write students course education university helsinki finland analysis concentrate students memories kind experience regard adults essay students attitudes experience nature connection environment settings role environments people elements bond environment limit trade taylor geography environment geography 
168	media china ghost cities skyscrapers estates ghost city investment build environment sustainability issue sustainability framework inform home analysis residents practice agency home ghost cities article media representations town ordos ways residents practice identity home allege ghost city town discourse ghost cities account residents process home-making create home identity issue sustainability hitherto represent media practice ghost city home media city analysis investment negotiation process town perception population media sustainability monggol ordos 
169	adaptation plan community form process define climate impact vulnerabilities action community resilience process experts policy-makers define risk investment protection advocate community control process adaptation process process shape climate action churchill canada result community members threats competition need prioritise action protect connections result concern community members identity gain drive act protection support call perspectives capacity adaptation plan need value action limit trade taylor group.adaptation plan change community plan management climate change plan plan churchill manitoba 
170	food practice group school students income community diego california insights health food youth geographies conceptualization analysis food environment people mobilities food pay attention people food landscape navigate contradictions food norms home school neighborhood goal people engagements eat methodology begin people agency center analysis spatiality food routines result participatory involve position photography photovoice survey result analysis people engagements food environments food journey structure relations material constraints geographies permit food environment relationship people food practice insights health policy association health journey mobility youthfood consumption health policy health status income population mobility participatory photography status analysis population california diego state 
171	researchers bond scale variety settings use scale psychometric properties failure scale measurement properties assumptions interpretation hence investigation scale sit collect site resource protect areas minnesota germany series confirmatory factor i.e. identity dependence model cronbach calculate measure consistency procedure scale items dimension pattern factor load settings scale contexts taylor measurement dependence identity scale assessmentassessment culture measurement resource area colorado germany minnesota state 
172	scrutinise motivations students notion comfort self-change exchange students scholarship geographies student mobility wider debate mobility emotions comfort discomfort practice self-discovery distinction students boundaries self border north/south tourism mobility students life immobility exercise students boundaries home south limit trade taylor francis group.comfort emotions practice home student mobility migration migration mobility population migration student canada 
173	planners designers try activate create cities pokémon entice people demographics streets cities world fact spot demographics augment reality game args increase community interactions exploration way game influence player engagement play survey players implications practitioners limit trade taylor plan 
174	model base theory attachment model influence tourists mediate satisfaction attachment relationship tourists emotions model use tourists trip thailand result emotions emotions satisfaction determinants attachment emotions relationship attachment addition satisfaction mediate relationship tourists emotions highlight need researchers emotions attachment offer implications marketers thailand tourist destination author theory intention satisfaction tourists tourist destination thailand 
175	ageing-in-place consider health older adults constructivist ageing-in-place professionals adults constructions perspectives relation policy neighbourhoods part netherlands conduct photovoice adults professionals workers house consultants managers community workers photograph discuss ageing-in-place base analysis professionals characteristics neighbourhoods access amenities mobility enablers adults analysis adults stories experience attachments public conclude explore experience help knowledge attachment age communities experience photovoice attachmentadult age population neighborhood photograph age age age article construction work phenomena health care access health care personnel health care policy methodology neighborhood netherlands photovoice priority journal quality life environment age demography plan house male psychology netherlands age age age environment female house humans male netherlands residence characteristics 
176	country people australia discourse country people locations country people locations australia author conduct series people country city relation author role mentor partnership capacity collaboration listen extent belong listen draw frame geography philosophy argue ability way institute geographersbelonging country identity geography population methodology philosophy society wales south wales 
177	link biodiversity ecosystem benefit ceb scarce participatory workshops perceptions biodiversity grassland landscape england increase biodiversity benefit landscape scale biodiversity feature combine support infrastructure access observe ceb pathways people settings knowledge feel regenerate communicate others ceb provision service partition service implications practitioners program enhance contribution people ltdbenefits biodiversity ecosystem service grasslands 
178	plan msp marine management inclusion factor process value value abstract simple technique coastal value participation gi ppgis techniques falkland islands value technique rise identification value hotspots islands categories beauty recreation history locations value distance settlement areas home result map value incorporate msp framework webgis falkland islands integration factor decision process ecosystem service value falkland plan ppgisdecision information systems value ecosystem service falkland plan history 
179	author power dialogue connectedness perspectives scholars color encourage balance power person role teacher learner mentor mentee something contribute contributions dialogue emphasis involve dialogue community connections interactions co-mentors component framework reveal theme identity battle hope regain power agency work value mentor women academy relationships care relationships sustain scholars springer media york.dialogue education mentor 
180	goal education development case art use mechanism engage communities australia kingdom analyse site visit conduct audience residents conclude art exchange ideas dialogue build enhance information issue generate concern art addition suite education tool use brs community organisations environment limit trade taylor francis art education 
181	destination management organizations face challenge attempt prosperity tourism destination management challenge tucker county roles activities destinations challenge destination management framework dmo challenge maintain diversification seasonality wage job lack employees resort businesses communities vision identity coordination activities majority tourism call dmos market management role contribution need convention visitors organization mission tourism coordinate activities network authors.destination management tourismeconomic activity management practice area stakeholder tourism management tourist destination tucker county state virginia 
182	authenticity ethics tourists environment case travel rock climbers dedication sport visit river gorge voice climb practice number leisure climbers problem sustainability employment guide climbers area case group wilderness summit stewards impact users park visitors stewards use knowledge adirondack history ecology authority purveyors practice case responsibility inspire articulate notions authenticity justification authority validate presence outdoor use rhetoric yield tensions group limit trade taylor group.adventure authenticity ethics rock impact ethics impact sport sustainability tourism tourism economics york state river state state 
183	units pachacas ayllus guarangas structure life cajamarca colonial period restructure rule inca conquest rule migration categorization migrants regime land tenure article look integration migrants structure negotiate petition change fuero petitioners basis ancestry activate network behalf mestizo petitioners migrants prerogatives course century re-categorization redistribution land motive colonial re-categorizations period absence bond land categorize migrant. limit trade taylor group behalf colonialism forasteros people migration mita mitimaes peticiones tribute yanaconascolonialism century geography population population migration century history cajamarca peru 
184	article part philosophy history education turkmenistan independence discussion base mass media comparisons neighbour part description turkmen education landscape part use life education institutions pioneer try globalize system case change challenge move specialist degree towards bachelor master program credit-hour system institution attempt implement southseries globalization education development globalization education mass media media role post-independence work university sector turkmenistan 
185	practice heps teach learn university education focus benefit heps activities learn teach field course field student evaluations reinforce notion deep learn learn increase enthusiasm participation ways stimulate term pedagogy geography heps way think heps geography sub-disciplines settings education audience pedagogic researchers teacher-practitioners education limit trade taylor activities field course impact practice undergraduate researchgeography education education work student university sector 
186	article adivasis assam assert land base fieldwork conduct foothills adivasi villagers landscape adivasi identity milieu ideas indigeneity territoriality look account highlight histories plantations alliances villages argue narratives claim identity belong account situate tea plantations article contribute towards scholarship practice memory relations sage publications.adivasi assam citizenship identity identity tradition group population memory nagaland artocarpus heterophyllus 
187	tourism destination material attribute material attribute attribute lead difficulty description measurement scholars reason scarcity direction hosany concept destination personality use aaker brand personality measure destination personalities pioneer work aspects tourism destination direction tourism destination personality way brand personality representation mechanism tourism destination personality view tourism destination example personality scale tourism destination tourism destination personality landscape representation mechanism case questionnaire survey conduct questionnaires machine learn analysis tool use analyze conclude tourism destination personalities dimension "disposition" "capability" landscape represent destination personalities dimension i.e. landscape landscape landscape landscape live landscape tourism personalities framework tourism destination personality insights interaction perspectives science press landscape representation machine tourism destination intelligence survey landscape interaction intelligent analysis representation mechanism tourisms systems landscape machine nature-society relations survey tourist destination area china jiangsu jiangsu 
188	people trail int phenomena activity assume hike int encompass aspects capacity mobility system share long-distance trail aspects hike use concepts state nation socialisation civic consciousness framework culture history stage formulation distribution questionnaire assess hiker motivation nature feature hike mobility route dimension experience behavior identity questionnaires hikers period march march analysis particularism universalism pattern reveal hike int mobility system aspects hike number aspects role hike society society ideology trail mobilities motivations attachment 
189	concept range applications settings developments attachments evolve material reality lag inhibit change blind spot scholarship reconsideration perception-action process affordance theory result complement construction scholarship spot scholarship pay attention product attribute feature assume relationship behavior relations culture environment spot begin insights affordance theory presentation apply examples directions term mean become attachment life course base relationships construction conclude insights process perception-action construction management landscape raymond kyttä model psychology embody cognition relationships mean 
190	response policies globalization pressure decades governments economies brand growth frame governance brand scale regard efficacy brand represent example script regard debate surround brand discourse class decade uncertainty brand governance fast policy foster development date little practitioners brand policy tool development perceptions development practitioners brand policy tool analysis base development practitioners range municipalities opportunity brand represent development policy development script development majority brand policy policy emphasize hegemonic brand example fast policy limit trade taylor development fast policy ontario brand development growth globalization governance neoliberalism perception policy development canada canada 
191	coastal plan variety user value interest environments visualizations geovisualizations tool facilitate plan group vivid management outcomes majority area environments applications marine contexts infancy advance geovisualization serve tool plan efforts use sidney spit park canada site geovisualization park use allow users perspective management scenarios discussions scenarios fence vegetation areas position moor management dog activity park scenarios geovisualization manner users options focus group involve residents district canada feedback scenarios geovisualization assess qualities aesthetics fence options impact moor boat locations addition incorporate navigability geovisualization scenarios implications environment ability cross interface experience underwater scenarios geovisualization model characteristics soundscape properties users ability scenarios options newell management geovisualization tool landscape visualization scenario stakeholder collaboration environments 
192	research1 focus characteristics location precondition appeal power learners part satisfy hunger world concepts relation concepts videotape texts pupils attachment analysis texts pupils attachment power attachment 
193	discuss walk art project misha myers libraries creation collections myers relationships walk link variety walk practice walk part emergent mode practice medium walk ways relationship landscape multiplicity network constitute argue work use act provide opportunities landscape landscape performance romanticism walk 
194	home immigrants age place. support concept persons age researchers person age cognitive outcomes persons age country origin growth home health care need immigrants home age country origin descriptive use range age use protocol focus descriptions country origin majority country community town pueblo family level isolation loneliness conclusions immigrants age experience country experience home usa role community family provision nurse care home structure deliver need framework issue age immigration implications practice nurse recognise complexity family relationships persons age origin risk depression isolation loneliness john wiley sons hispanics home immigrants persons age article doctor relation family home care immigration loneliness researcher nurse care structure isolation state female male psychology environment state age age immigrants americans humans environment isolation state 
195	attitude empowerment use explain residents tourism relationship residents perceptions identity dependence nature bond perceptions tourism relationship destination choczewo poland result reveal identity dependence nature bond influence residents perceptions empowerment tourism dependence residents ability tourism result model residents tourism factor bond environment residents tourism development ltdattitudes tourism resident empowerment tourismecotourism perception tourism development tourist destination europe 
196	heritage policies state highland town chinchero population material process de-territorialization displacement involve appropriation tourism exploitation management identity residents landscape landscape inca ruin ways relationships practice events people heritage management change time experience landscape process ruin activities fall stone time process tourist visitors observations ideas time change heritage sit author landscape ruin time heritage ethnography heritage tourism activity landscape plan policy analysis tourism management population peru 
197	market function trade life conception interaction facility scope flexibility market area gede surakarta paradigm methods analysis category base analysis cba analysis result theory gallion eisner pillai activity variety flexibility hand consequences flexibility form build function activity function case contrast theory kronenburg base analysis carmona categorize continuity stability implement time case map area possess characteristics towards function symbiosis relationship doers map pasar gede flexibility market 
198	state house force gentrification property owners developers ability purchase renovate redevelop house areas result neighbourhoods residents identity character belong support network article change innes zealand city auckland norms community life gentrification focus experience disruption community form reconfiguration life contribution speed trauma gentrification state involve slippage rhetoric reality grind challenge researchers trace impact gentrification displace publications community displacement gentrification zealand state housinggentrification income population neighborhood area house zealand north island 
199	introduction.how refugees reshape fracture information landscape ways support resettlement host society explore interest refugees access share information support information emerge resettlement process  conduct language select participant photo-voice technique focus group photos phase analysis analysis focus group image capture photo-voice technique cod similarities resettlement process refugees regain information resource resettlement access information trust information pose challenge zone marginality integration environment thread refugees information experience represent grind conclusions concepts ways information perspective opportunity information resilience shape emerge university sheffield reserve 
200	women trajectory smoke women narratives smoke pregnancy methods researcher conduct women wales australia service community network saturation reach transcripts cod researchers use structure look backwards inwards outwards chronology events life character environments point stories result chronology emerge initiation childhood age attempt quit relapse post-partum theme emerge role mother women contribution quit depression barrier quit hop women children pregnancy pregnancies intensity regret conclusions women influence progression pregnancy opportunities childhood age pregnancy birth influencers environments substance use morning sickness deterrent continue depression relationship quit women population pregnancy cessation tobacco use disorderadolescent adult health australia population group pregnancy woman smoke cessation communication adolescent adult health knowledge attitudes practice humans population group pregnancy women smokers cessation 
201	education increase interest train health school performance part pedagogy children knowledge lack train school create program cultivate mindfulness people analysis letter write students train curriculum provide opportunity gain insights ways students train curriculum undertake train principles analysis letter cod cod categories aspects train community others inner self train program sustain process facilitate cultivation range students techniques time slot classroom implications way train school settings springer media education program mindfulness studentseducation program student human juvenile mindfulness analysis touch 
202	contribution conceptualisation landscape discuss system notions landscape view characterise landscape emphasise experience value representations experience walk area raise moorland district experience landscape change light radiate attune account moments ways elements landscape landscape group ltd.landscape perception sensation framework landscape structure moorland perception vision derbyshire england peak district kingdom 
203	article explore relationship practice engage limestone landscape derbyshire peak tourism sport landscape write suggest tourism peak underland interrelate ways root tourism landscape ancient landscape conventions article landscape geography layeredness become geographies surface landscape capture landscape group macfarlane tourism relations tourism derbyshire england kingdom 
204	consumption market landscape ways sensory aspects integrate perspectives framework interactions market ethnographic project video walk observations market embody configuration aggregate customers modes communication sensory properties shape experience analyse material resources interactions relationship consumption limit trade taylor francis group.geosemiotics market consumption 
205	migration tourism focus experience migrants return-visits country origin experience migrants theory visit relatives conceptualizations away. migrants home deconstruct term familiarity control sociability associations analysis reveal migrants experience home time accordance adaptation country term familiarity sociability associations weaken term privacy control stress complexity vfr experience migration limit trade taylor group.migration home transnationality management familiarity population migration migrants tourism travel behavior 
206	article relationship resistance participatory plan tshipise wilderness corridor locate southeast region fall conservation area field conduct july december use discussions analysis narratives villagers corridor ways part politics resistance result identity center villagers war conservation fence restrictions deploy identity communities extent corridor governance arrangements article debate role community agency conservation areas taylor francis.biodiversity corridor attachment resistance conservation areas wildernessbiodiversity nature conservation area wilderness area zimbabwe 
207	areas issue deal facilities school post-offices shop closure facility accessibility service liveability village villagers loss supermarket concept people mean supermarket individuals community survey conduct supermarket village north netherlands result evaluation closure attachment supermarket value supermarket village contradictory belief perceptions accessibility liveability residents supermarket context access issue group people citizens group villagers facilities contexts people loss react mean facilities authorsliveability attachment change dependence identity service facilities area supermarket village netherlands 
208	representations change ways climates accord destabilise change order representations emerge dominant start science offer arguments representation experts experience northeast bangladesh representations climate result fragile knowledge base adaptation enterprise rediscover inhabit responsibility community change climate representations science representations attention quality adaptation value underpin authoradaptation science management climate change relations uncertainty role bangladesh 
209	activity influence children growth development children environments process china selection psychology behavior children play outdoors territoriality theory group children villages areas result territoriality children areas children villages children psychology behaviors use territories group individuals children areas play children villages feel territories community outdoor activities areas territoriality villageschild welfare standard psychology location territoriality territory urbanization village china 
210	multi-platform stories towns project bigstories.com.au facilitate tell record dissemination narratives west papua malaysia indonesia work juncture mediascape reconstruction materialise level interconnectivity communities dynamics mediums examination communities relations people technology/media represent shift vision i.e collectivise storytelling practice article move attention rhetoric practice community organisation embody relations identity author media juncture analysis storytelling participatory participatory media documentary 
211	renewal demolition areas destruction network character heritage conservation district renewal impact enhance community identity development factor heritage conservation renewal role heritage conservation renewal factor district accord density extent redevelopment order factor survey people renewal district hong kong conduct use questionnaires factor evaluation framework impact conservation build build renewal district socio-demographics area characteristics heritage renewal exert influence composition factor policy recommendations planners decision makers heritage conservation renewal strategies ltdevaluation heritage conservation hong factor renewaldecision heritage conservation network plan china hong kong 
212	result climate change globalisation grow concern regenerate part cities regeneration areas waterfronts conservation recycle reuse build stock malaysia regeneration form conservation recycle build stock efforts cities precincts kuala lumpur region grow conurbations asia notion regeneration tool transformation kuala lumpur region klmr methodology base identification problem objective reveal promotion regeneration build stock redevelopment regeneration programme stakeholders community reinvent environment create identity putra malaysia presskuala region environment regeneration 
213	narratives individuals communities muslims relationships people eco-halal food education distribution chicago muslims praxis animals water farmers workers consumers fund interfaith organization taqwa generate community muslim community farmers partner amidst contempt terrorism taqwa leaders muslim identity religiosity enhance relations foodscapes concur scholarship ecology religion pluralism taqwa ground mean relationships community life respond taqwa leaders project inscribe identity relations home instance migratory displacement considerations distortions muslim america author licensee basel switzerland.animals food halal islam religiosity september cooperative 
214	versus message frame concern climate change students university account attachment environments increase engagement risk perceptions message action climate change connection environments risk mitigate action result practitioners researchers decision makers climate change mitigation taylor francis.climate communication message frame risk perceptions communicationdecision risk perception students communication climate change mitigation decision makers action environments message frame students change climate change communication education risk perception student visualization state 
215	emerge practice capitalist structure football combine leisure travel collect practice town football ground groundhoppers men value venues travel experience community identity structure ground heritage grind wider context intimacy emotions community family histories notions past limit trade taylor group.capitalism collect community football groundhoppers travelcapitalism facility behavior sport travel behavior 
216	article draw work peter peter merriman others body criticism nineteenth-century fiction represent nineteenth-century britain fictions life miniaturize immobile case realist writer george article argue contrast depictions life micro-mobilities work idea mobilities concern embody practice make practice labour fiction offer provide frictionless mobility readers write ideas return highlight movement rest encounter process limit trade taylor francis group.g.h lewes george mobility nostalgia portability fiction realism silas marnerbiography labor mobility century michigan midland state 
217	district turkey article experience service workers home neighbourhoods job communities shop malls offices class district gate communities inequality sit lifestyles inhabitants ways outsiders framework district segregation urbanites society resentment reaction inequalities class customers workers workers class subjectivities mobility liminality class work district families home reinforce liminality youth adulthood inequality intersection experience urbanites limit trade taylor group.class subjectivity liminality service work segregation turkey segregation area society wage population turkey 
218	leisure festivals accomplish interest policy-makers community plan clarity compromise application community development sustainability relationship identity creation capital role festivals leisure sustainability festivals geographies festival experience components leisure experience migrants association leisure association canadienne études geographies leisure festivals geographies sustainability 
219	influence food consumption emotions memories trip intentions survey conduct tourists finland sample tourists analysis equation model hypotheses support role food consumption emotions formation memories intentions attachment memories relationships food consumption emotions food consumption emotions intentions implications restaurant managers food quality evaluation system tourists enjoyment food safety feel tourists servicescape food souvenirs appeal tourists emotions limit trade taylor group.consumption emotions food consumption food post-experience behaviourfood consumption food safety memory psychology tourist behavior finland lappi finland rovaniemi 
220	production cotton form part identity dominance industry area north decline industry century period industry nation article image cotton industry project wider audience challenge assumptions include role civic pride pageantry election cotton cotton industry decline limit trade taylor textiles cotton industry cotton cotton week period lancashire identity 
221	article example work children discuss center literacy success children achievement multiple variables children literacy development example model component model indicators success identity resilience education family term braid rivers article discuss speech–language teachers children awareness development ways read spell development value respect children identity children risk experience language difficulties author informa limit trade taylor francis literacy awareness speech–language speech–language pathology 
222	conceptualize brand narratives food trend revisit notion taste market asset tourism destinations heritage food create distinct review conservationist strategies narratives patrimonialization shape terroir illustrations destinations terroir reproduce strategies narratives model combination typicality theme ideologies power terroir narratives articulations taste limit trade taylor tourism food brand terroir framework food heritage tourism ideology area tourism market tourist destination denmark 
223	expansion tourism district cities pressure areas number tourists district home group residents residents instigators transformation case end impact tourism experience article change relationship residents grow discontent face neighbourhood change author gentrification neighbourhood change class tourismclass gentrification tourism society holland netherlands holland 
224	article focus experience deinstitutionalization regions territories process border article ideas institutionalization regions leviathans entities things nonhuman focus group discussions article discuss region actants status structure stickiness conclude deinstitutionalization consciousness status regions state betweenness deinstitutionalization elude definitions deinstitutionalization process regions palimpsests assemblages time regions endure form inhabitants time publications border deinstitutionalization finland regions region framework decentralization framework politics delimitation finland 
225	increase production commodities transform landscape loss ecosystem service ces extent mechanisms agriculturisation process balcarce county region supply ces landscape inhabitants inhabitants county argentina focus people perceptions landscape change decades landscape aspects identity heritage content analysis result twenty landscape sustain food provision ces agriculturisation imply increase commodity production i.e benefit expense loss environments livelihoods ces sierras mountains remnants environments heritage ltdagriculturisation process ecosystem service value landscape service development production commodity heritage ecosystem service perception economy landscape argentina balcarce buenos air glycine max 
226	analyze relationship touristification events mature tourist destinations impact community events degree involvement tourism event managers survey impact gather mean survey event organizers case measure correlation items impact community type events presence absence goals result confirmation relationship impact touristification level events celebration tourist festivals events destinations impact identity community well-being identity value view way actors destinations identity tourist events part image events narratives identity history.event managers events identity community impact tourist destinations 
227	part programme coastal risk psychology–geography use representations erosion sea flood inhabitants areas relationship representations individuals risk adaptation strategies conduct inhabitants municipalities result risk top priority respondents pay attention respondents risk risk relationship differ respondents adaptation strategies result lead attitudes risk inhabitants areas knowledge coastal vulnerability taylor francis.adaptation strategies risk psychology geography representationserosion flood adaptation strategies risk psychology geography representations zone 
228	individuals payments sequestration program use choice experiment deliver owners region surround carolina owners payments carbon sequestration policies incentives revenue contract program administrators company versus state agency influence owners program result level ambivalence payments sequestration program incentives contract lengths owners enroll program administration owners intent enroll payments sequestration program return timber property sales owners payments sequestration program option increase tax cost development encroach property value rise society foresters.payments service state choice methods ecosystems sequestration charlotte choice incentives payments service program administration state choice methods forestry carbon chelation forestry 
229	interest concepts city capital grow decades review relationship capital sciences point-of-view attention dimension level chance knowledge life function city e.g plan process participation civic engagement capital information science gisc viewpoint conceptualization framework concepts relation city point view author transactions john wiley sons framework gi capital area 
230	intermountain change population growth use others change threats assess variables landowners threats lifestyles survey landowners regression model mlm posit hierarchal west configurations observe population pressure lifestyles regimes proclivity production result landowners counties high-amenity areas concern landowners survey increase population growth way life perceptions individuals west counties variables structure individuals population growth land use change threats author sociology wiley periodicals society rss land use change landowner model perception population growth intermountain state wyoming 
231	art teacher candidates teach experience form aber teach contexts communities school situationists psychogeographies artist geographers landscape attempt cities environments school zone act drift conduct enquiries map embody explorations discoveries explorations educators students worlds learn experience essay value possibilities aber teacher education education map psychogeography teacher education 
232	people experience resist escape constraint pressure cause society areas case placeness theory town lijiang case manifestation formation mechanism feature lijiang identities use operators government officials web-blogs result location locale dimension identity town lijiang location location absolute location comprise environment activity dimension affection behavior identity placeness live lijiang multiple natives philosophy basis history culture foundation town operators feature reinforce character time character satisfy tourists promote tourists town live feature placeness lijiang addition feature formation mechanism identity placeness paradigms science press reserved.formation mechanism identity placeness lijiang placeness theory livinghistory formation mechanism identity placeness lijiang placeness theory location formation mechanism philosophy questionnaire survey condition tourism china lijiang yunnan 
