	발행연월	록키 워드 
82	2009	거리 정보 매체 공공 사인 정보 유용성 핵심 가치 가로 시설물 통합 디자인 추구 공공 사인 사업 디자인 일 관성 정보 연속 확보 거리 경관 요소 다양성 바탕 심미 가치 간과 연구자 경관 요소 공공 사인 정보 특성 조명 경관 지각 자 상호 관계 발생 심미 평가 개입 어포던스 개념 도입 공공 사인 내재 역동 특성 연구자 공공 사인 인지 생태 지각 어포던스 확장 개념 심미 어포던스 파악 심미 어포던스 경관 공공 사인 대면 보행자 선택 능동 발휘 입장 경관 공공 사인 심미 평가 대상 선호도 형성 평가 참여 관여 협력 행태 심미 어포던스 보행자 참여 수준 비교 가설 심미 어포던스 적용 공공 사인 사례 해석 어포던스 외적 요인 거리 역사 맥락 공공 사인 구성 외적 정보 심미 어포던스 지원 공공 사인 심미 어포던스 총체 인지 공공 사인 심미 어포던스 해석 정보 고려 가독성 조절 주변 경관 시각 연속 확보 구조물 크기 축소 역사 맥락 특성 개입 다양성 특성 수렴 심미 어포던스 보행자 관여 정도 참여 정도 협력 정도 관계 형성 참여 협력 정도 사인 보행자 능동 경관 미 적 평가 선호 긍정 영향 심미 어포던스 공공 사인 보행자 능동 탐색 결론 제시 공공 사인 어포던스 심미 어포던스 관여 협력 참여 
83	2009	아파트 단지 입구 경관 조절 환경 조형물 기능 역할 이해 현황 파악 분석 문제점 개선 방안 제시 목적 대상지 아파트 외부 특성 우수 아파트 상 서울시 아파트 단지 선정 조형물 디자인 요소 특성 물 요소 인적 요소 기능 요소 분류 진입 환경 조형물 분석 분석 결과 아파트 단지 진입 조형물 설치 성과 관계 조형물 역할 조형물 자체 상징 아파트 단지 전체 상징 랜드마크 조형물 기능 부족 개선 아파트 단지 이미지 아파트 브랜드 단지 설계 컨셉 연관 의미 함축 아파트 단지 적극 활용 방안 제시 바 진입 설치 환경 디자인 수단 환경 조형물 입구 부각 진입 이미지 역할 도시 아파트 주변 환경 조화 환경 조형물 아파트 주민 시각 정서 안정 제공 통행 활기 불어 주거 삶 도움 환경 조형물 브랜드 홍보 효과 단지 특성 경쟁력 확보 도시 전체 주거 문화 질 계기 환경 조형물 아파트 단지 진입 외부 경관 브랜드 아이덴티티 주거 환경 
84	2009	세계 도처 변 문화 재생 도시 경쟁력 변 물 심미 가치 우수 자연경관 지역 특유 보유 문화 잠재력 목적 외국 성공 변 개발 사례 분석 바탕 글로벌 프론티어 역할 수행 전략 가치 임진강 변 효율 활용 방안 제시 임진강 개발 역사 문화 사람 이야기 자연 변 창출 목표 임진강 변 지역 문화 도시 역사 문화 가치 복원 재발견 생태관광 활성 컨셉 강 문화 연출 필요 테마 부각 관광 자원 지역 선정 관광 특구 문화 거리 지정 강변 산재 관광 매력 물 자원 상품 프로그램 패키지 필요 문화 가치 기반 임진강 개발 지역민 여가 문화 조성 지역 문화콘텐츠 확충 지역 이미지 개선 정체성 구축 예상 관광객 증가 지역 경제 활성 이바지 표 삽입 
85	2010	글 식민지 후반기 문학 작품 대상 국인 식민지인 일본인 조선인 여행자 정주 자라 중층 구분 평양 인식 표상 주체 평양 토 필리아 발생 평양 제국 일본인 여행자 평양 전적지 색 향 명승지 인식 민자 이자 여행자 낭만 욕망 전유물 식민 조선인 여행자 평양 식민 권력 변동 폐허 고도 이방인들 평양 노스 텔 어적 시간 관념 토 필리아 대상 이효석 빛 호리 관장 평양 토 필리아 평양 정 주자 자신 삶 위치 애착 점 여타 일본인 조선인 차이 토지 애정 평양 자신 삶 위치 애착 평양 토 필리아 근원 고적 고물 고도 평양 자리 이효석 빛 근대 초기 제국 일본인 식민지 조선인 고도 전적지 색 향 방식 인식 표상 평양 중심 평양 토 필리아 식민 식민 정 주자 목소리 당시 조선 문화 지정학 위상 주조 평양 고도 여행자 시선 정 주자 관점 토 필리아 지방 
86	2010	도시 형성 기본 요소 건축물 눈 형태 건물 역사 선유도공원 물 공급 정 수장 서울 도심 선유도공원 용도 이 사용 생태 디자인 측면 고찰 
87	2010	사진 미디어 서울시 강동구 천호동 재현 사진 접근 나름 의미 부여 보편 기록 매체 관심 사진 촬영 기록 수집 점 사진 기록 재현 로 칼 로 칼리 티 수단 생각 사진 미디어 재현 선정 천호동 도시 행정 단위 주거 일터 일상생활 영위 단위 이해 천호동 경우 1930년대 이후 관련 사진 기록 수집 조각 천호동 연결 고리 주민 생각 그 후 인구 상업시설 유지 전쟁 상처 치유 산업 시설 이전 의미 천호동 구심 연결 구심 이후 천호동 부도심 재편 도시 자리 성격 연결 구심 특징 기저 사진 미디어 연결 구심 도시 
88	2010	사진 평가 법 어린이 도서관 
89	2010	역사 기억 학교 전적지 
90	2010	테란 바 이그 나시 솔라 모랄레스 타자 가라타니 고진 
91	2010	오늘날 점증 근대 현상 관련 분야 상실 무장 소성 담론 회자 상황 철학 분야 철학 인접 학문 응용 학문 분야 교육학 심리학 지리학 건축학 도시공학 관 광학 조경학 체학 예술 실존 현상학 포스트모던 논의 전개 담론 홍수 존재론 정초 철학 성찰 요구 하이데거 존재 물음 궤 존재 물음 존재 진리 거주 사물 사방 세계 문제 본고 하이데거 존재 토폴로지 주제 존재 토폴로지 개념 파악 장 소론 이전 숙고 사유 표상 대상 사유 근원 현상 존재 진리 존재 토포스 파악 진리 사건 자리 시간 놀이 파악 하이데거 입장 주목 본고 하이데거 토포스 토폴로지 문제의식 사유 틀 존재 토폴로지 유래 존재 토폴로지 의의 차례 하이데거 존재 토폴로지 의미 토포스 사방 시간 놀이 
92	2010	도시 지속 삶 토대 도시 디자인 공공 디자인 의미 정책 방향 제시 공공 디자인 정책 평가 체계 개발 목적 선행 검토 이론 고찰 도시 디자인 공공 디자인 정책 정책 기본 원칙 통합 관계 일상 지속 도출 공공 디자인 정책 평가 틀 성과 관리 시스템 개발 단계 틀 적용 도시 공공 디자인 특성 상호 의존 존재 가정 정책 평가 요소 간 상관관계 규명 분석 실시 분석 결과 정책 대상 환경부 문 정책 목표 계획 부문 정책 평가 요소 정체성 통합 계획 지역 문화 창의성 친환경 순 분석 결과 향후 서울시 공공 디자인 정책 방향 사업 추진 환경부 문 시설물 중심 성과 중심 정체성 통합 마스터플랜 지역 기반 생활 밀착 전략 시민 참여 조직 간 유기 협력 공공 역할 정립 중심 도시 디자인 공공 디자인 정책 평가 체계 균형 관리 시스템 네크워크 분석 의사 결정 방법 
93	2010	모던 이원론 주변 환경 주제 전 이주 추상 
94	2010	자산 가치 마케팅 
95	2010	정보통신기술 발달 일상생활 기술 촉진 디지털 현실 경계 무화 현상 사람 디지털 추구 욕구 현실 구현 욕구 자연 결과 삶 생산 놀이 일치 사람 일상생활 현실 자체 테마파크 속성 침투 특정 단일 시퀀스 아래 테마 기법 장치 활용 스토리텔링 이다 오늘날 기획 적용 스토리텔링 활용 양상 대부분 환상 경도 모습 일상 자연 환상 투여 스토리텔링 활용 방법론 유보 상황 본고 주거 일상 자연 방식 환상 부가 방법 개발 실제 수행 용역 작업 바탕 이야기 주거 창조 주 청원 건설 발주 일산 위 시티 스토리텔링 기본 계획 수립 용역 바탕 기술 집 애착 우리나라 입주민 성향 고려 주거 스토리텔링 개발 해당 지역 혼 정신 개념 수단 활용 혼 정신 입주민 향유 창조 주거 단지 부과 창조 일회 지속 향유 가치 유지 방식 입주민 축제 이벤트 기초 토양 관련 본고 기반 해당 지역 단지 서사 창출 과정 전개 최종 도출 단지 서사 원 소스 스토리텔링 적용 전략 효과 동선 구성 모델 제시 마지막 입주민 참여 주거 이야기 자신 이야기 체 축제 이벤트 기획 예시 본고 국내 주거 스토리텔링 작업 구체 점 의의 주거 성격 내용 기법 스토리텔링 방식 차후 후속 논의 집적 필요 스토리텔링 스토리텔링 혼 창조 테마 
96	2010	세계 대도시 보행 활력 도시 커뮤니티 거주 주목 가로 확보 노력 뉴욕 에 뉴 베를린 터 린드 바르셀로나 보행 활력 세계 가로 이다 도시 가로 아이덴티티 형성 보행 활성 가로 가로 건물 전면 디자인 개념 적용 건물 전면 사유지 가로 통합 디자인 유도 한계 사실 한계 인해 서울시 보행 환경 정책 건물 전면 디자인 개념 보행자 개성 가로 환경 양산 보행자 배려 서울 가로 환경 서울시 보행 정책 보행자 밀집 가로 사업 구간 사업 추진 경향 보도 구조 개선 보도 포장 간판 정비 사업 집중 건물 전면 산재 차 경사 화단 벽 체 하진 출입구 보행 저해 시설 가로 보행 유효 축소 업무 가로 상업 가로 생활 가로 특화 가로 가로 특성 천편일률 건물 전면 보행자 흥미 유발 보행 활성 기여 공공 중시 뉴욕 보행 환경 정책 뉴욕 보행 환경 정책 보행 활동 수용 공공 가로 세계 인식 지향 기존 가로 경관 유지 건축 후퇴 선 관리 가로 벽 건물 전면 보행 활성 기여 정도 인센티브 부여 이상 공공 광장 제외 건물 전면 인센티브 제공 건물 전면 형태 기능 디자인 가이드라인 규제 가로 아이덴티티 형성 규제 중첩 시행 건물 전면 가로 설계 수단 활용 향후 서울 보행 환경 정책 건물 전면 형태 기능 선진 집중 필요 건물 전면 가로 설계 수단 활용 커뮤니티 아이덴티티 창출 디자인 개념 도입 건물 전면 형태 기능 디자인 가이드라인 수립 보행 활성 기여도 차등 인센티브 적용 건물 전면 효율 관리 공적 관리 대장 건물 전면 디테일 포함 건물 전면 통합 관리 시스템 구축 
97	2010	이승복 기념관 기존 공관 형태 현재 기념관 형태 건립 반공 이데올로기 정착 일종 국가 기획 다방면 지원 고착 화해 글 기존 반공 담론 반공 내포 대상 맥락 미비 문제의식 기존 공백 문화콘텐츠 관점 실증 심화 사례 분석 스토리텔링 방법론 사용 과정 이승복 기념관 권장 관람 동선 기념관 핵심 본관 전시실 전시 구조 쌍둥이 구조 확인 동상 생가 본관 학교 군용 장비 산책로 묘소 오름길 야생화 단지 환시 교육 경험 본관 반복 이승복 학교 위치 강원도 평창군 용평면 획득 이승복 사건 테마 복원 재현 창조 과정 지정 관람 동선 형태 완성 이야기 이야기 공존 쌍둥이 이야기 구조 환시 교육 중첩 구조 기념관 반공 이데올로기 강화 재생산 현재 반공 평화 객관 단계 발전 모습 기존 전시 평화통일 관점 과거 미래 전시 구현 모색 나가야 이승복 기념관 반공 이데올로기 스토리텔링 전시 콘텐츠 문화콘텐츠 
98	2010	
99	2010	홍대 지역 인적 요소 방문자 특성 러버 
100	2010	19세기 왜관 동래 존재 왜관 일본 조선 일본 동래 대마도 동래 관계 규정 왜관 건설 일본인 출입 범위 북쪽 사카 시타 왜관 노선 통제 강화 이다 개시 대청 조선 상인 왜관 교역 합법 조선인 무역 주체 무역 품 존재 왜관 존재 왜관 안과 위계 존재 조시 일본인 과일 야채 쌀 생필품 조달 왜관 정문 설치 새벽 시장 조선인 일본인 직접 교류 통제 허용 조시 주체 주변 지역민 이 중심 왜관 일본인 초 량 촌 출입 초 량 촌 일본인 조선인 교류 삶 터전 왜관 일본인 남성 초 량 촌 조선인 여성 사이 단골 관계 형성 정도 친분 경우 조선 정부 당국자 입장 왜관 통제 대상 왜관 주변 지역민 왜관 삶 터전 교류 통제 교류 
101	2010	글 국가 기획 제작 문화 영화의 역사 성 한국전쟁 이후 1960년대 문화 영화 제작 상영 관람 경험 분석 1950년대 반공 이데올로기 기반 국가 정체성 국민 통합 대한민국 대내외 승인 문화 영화 제작 전후 문화 영화 재현 남한 지역 시각 반공 이념 냉전 의식 기반 지역 고유 역사 삭제 방식 진행 미국 정점 냉전 오리엔탈리즘 이중 시선 내면 화이자 지역 지방 과정 문화 영화 균질 역사 기록 기억 구성은 전쟁 이후 근대 질서 수립 정권 안정 목적 1960년대 산업화 결부 향토 담론 소환 근대 이전 문화 국가 권력 아래 재배치 결과 초래 문화 영화 제작 상영 지역 엘리트 성공 동원 지역 엘리트 문화원 순회 영사 활동 적극 참여 일상생활 경험 주체 대중 지역민 관객 위치 문화 실천 지역민 대중 계몽 교화 영화 상영 장 오락 통속 장 유하 국가 문화 기획 모습 그럼에도 불구하고 근대화 도시화 표상 영화 관람 지역민 욕망 지역 엘리트 발전 담론 영화 산업 논리 결합 상설 극장 건립 봉합 역설 상황 연출 문화 영화 영화 국민 국가 대중 동원 지역 엘리트 향토 냉전 오리엔탈리즘 일민주의 상설 극장 
102	2010	
103	2010	찰스 테일러 아르 아 파두 라이 사회 집단 공유 이해 실천 유발 상상 의미 확장 서구 근대 이전 종교 담당 정체성 소속감 부여 임무 근대 이후 민족주의 담당 민족주의 세계 국민 국가 수립 기본 이데올로기 최초 세계 상상 프레드 스티 지적 민족주의 사회주의 공산주의 파시즘 하위 변종 민족주의 이데올로기 죽음 선언 민족 담론 확산 요청 언급 민족주의 메타 이데올로기 추측 테러 테러 상황 실제 가상 이주 일반화 오늘날 민족주의 민족 상상 극복 민족 상상 보완 글로벌 상상 고민 아마르티아 센 단일 정체성 위험 지적 개인 다중 정체성 인정 상황 성적 추론 정체성 선택 지적 맥 미국 민족 이주 영국 태생 인도인 이자 미국 시민 줌파 라히리 임 세이크 미국 보스턴 이민 뱅 골인 이야기 작품 정체성 상상 민족 차원 글로벌 차원 작용 개인 삶 영향 민족 상상 글로벌 상상 프레드 스티 줌 파 라 임 세이크 찰스 테일러 아르 아 파두 라이 아마르티아 센 
104	2010	우리나라 지자체 마케팅 활동 관련 지역 정체성 인식 부산 지역 문화 예술 관계자 대상 조사 결과 지역 정체성 인식 가지 유형 전향 소극 실증 의존 인식 파악 전향 제한 자원 여건 지역 정체성 자발 주도 실행 의미 소극 중앙 정부 통제 예산 부족 언론 위력 외부 환경 말 반면 실증 유형 지역 정체성 요구 역사 지리 산업 문화 이해 바탕 실제 인식 의존 인식 소극 자세 외부 힘 빌어 정체성 추구 인식 말 소재 마케팅 경우 일반 상품 구성원 유동 요인 함유 지역 정체성 함 마케팅 전개 성공 결과 향후 확산 지역 효율 마케팅 기초 자료 활용 마케팅 지역 정체성 문화 예술 
105	2010	역사 중심 옛길 필요 옛길 역사 가치 정취 숨 길 서울 역사 정체성 확인 요소 전면 철거 방식 도시 환경 정비 사업 추진 전통 도시 구조 해체 골목길 중심 마을 단위 커뮤니티 소멸 현실 보행 환경 개선 가로 사업 특성 역사 파악 구현 물리 환경 개선 치중 보행 환경 개선 사업 보도 심미 개선 차량 중심 보행자 중심 가로 인식 전환 기여 주민 적극 참여 지속 보전 관리 노력 부족 실정 민관 협력 지속 옛길 복원 옛길 사업 성공 사례 대부분 역사 복원 주민 참여 강조 중국 항 주시 하방 가의 전통 상업 가로 복원 역사 고증 자료 토대 하방 가의 정취 복원 물리 복원 전통 상업 점포 하방 고유 역사 분위기 체험 일본 오사카 시의 경우 지역 주민 구성 부흥 위원회 전 소 전통 골목 상가 지역 복원 전통 보전 문화 창조 지역 주민 간 협력 노하우 공유 골자 도시 헌장 제정 실행 우리나라 대구 근대 문화 골목길 주민 전문가 구성 근대 문화골목 타운 미팅 옛길 사업 성공 추진 사례 지역 주민 공감대 형성 주민 의견 수렴 골목길 주변 역사 문화 자원 스토리텔링 연계 지역 활성 역사 도시 정체성 확보 옛길 전략 서울 도심 옛길 성공 추진 옛길 역사 가치 발굴 역사 의미 서울 이미지 브랜드 전략 필요 역사 중심 옛길 사업 추진 옛길 역사 정취 보전 특성 방향 정비 사업 방식 전환 필요 골목길 중심 형성 커뮤니티 고유 가치 존중 특성 주민 참여 규모 개발 시범 사업 추진 필요 일 관성 지속 유지 관리 옛길 기본 원칙 주민 공감대 
106	2010	
107	2010	
108	2010	
109	2010	철도역 개통 형성 도시 대전 광장 보행 중심 도시 활동 중 추적 자리매김 개발 시대 효율 교통 동서 처리 목적 교통 광장 역사 상징 광장 도시 기능 상징 이자 자원 인식 낙후 주변 지역 활성 추진 대전 역세권 개발 계획 광장 보행 중심 광장 조성 방안 제안 목적 작성 일반 시민 대상 설문 조사 대전역 광장 인식 의미 이용 필요 시설 수요 파악 설문 내용 환경 기능 기준 분석 대응 대전역 광장 성격 규정 계획 계획 요소 도출 대전역 광장 보행 중심 광장 조성 상징 광장 문화 광장 보행 광장 친환경 광장 계획 방향 설정 각각 계획 방향 설계 요소 구체 상징 광장 미디어 플로어 인 메이 션 타워 문화 광장 랜드 스탠드 무대 보행 광장 열주 랑 친환경 광장 분수대 정보 등대 설정 광장 역세권 도시 구조 보행 광장 
110	2010	자산 농촌 관광 마을 지역 축제 농촌 관광 마을 축제 
111	2010	10년 간 일본 대대적 행정 구역 개편 진행 시정촌 감소 지각 변동 경험 월경지 형성 주목 일본 시정촌 통합 과정 정치 관점 일본 시정촌 통합 추진 배경 경과 행정 구역 개편 이 지방 분권 국가 재정 위기 극복 구조조정 성격 결과 일본 시정촌 통합 시 균등 진행 지역 시정촌 통합 재정 속성 인구 속성 입지 영역 의사 결정 정치 다각 정치 분석 행정 구역 기본 속성 점 행정 구역 재편 지역 특수 일반 동시 고려 신중 접근 필요 정치 행정 구역 개편 지방 분권 접근 월경지 일본 
112	2010	임자도 장포 사례 중심 변천 어업 공동체 고찰 일반 어업 공동체 생활 필요 확보 어로 활동 종사 여타 문화 정치 경제 지리 과정 형성 어업 공동체 특징 공동체 경계 육지 바다 확장 어업 공동체 육지 거주 지역 바다 작업 연계 연계 이해 어업 공동체 내포 개념 경제 활동 문화 역사 변화 파악 육지 바다 연계 어업 공동체 환경 조건 결정 대부분 구성원 사회적 상호작용 새우 잡이 형성 마을 장포 경우 새우 방식 생산품 유통 판매 교통수단 발달 개선 어선 어로 방법 변화 관련 사회적 상호작용 연 망 어업 공동체 연계 어업 공동체 장포 우잡 
113	2010	근대 공원 효창 묘 사회 맥락 과거 기억 흔적 
114	2010	
115	2010	
116	2010	
117	2010	
118	2010	사이 한류 드라마 야외 세트장 성공 운영 경우 드라마 테마파크 진화 난 망 상태 글 국내 드라마 세트장 운용 실태 비판 반성 드라마 테마파크 실현 모델 탐구 드라마 테마파크 말 장 소성 마케팅 개념 제안 지상 물리 실체 인간 활동 상호 결합 인문지리학 분야 드라마 테마파크 특유 지역 문화 원형 출발 고유 구축함 마케팅 경제 문화 이익 추구 문화콘텐츠 자원 글 드라마 테마파크 성공 드라마 스토리텔링 문화 원형 반영 기반 지자체 방송사 지역민 관람객 주체 고유 역할 관계 설정 효율 운영 주장 프랑스 테마파크 분석 사례 제시 드라마 테마파크 야외 세트장 문화콘텐츠 문화 원형 
119	2010	문제 한국 문학사 재고 선행 지금 개념 구분 문제 도시 도시 인간 특징 관련 감수성 포착 문제 도시 기존 전근대 환경 근대 환경 관통 주체 탄생 특징 핵심 영역 역사 주의 미시 사적 기원 탐색 도시 현상 티 동시대 방법론 관점 도출 사실 도시 현상학 범주 티 도시 상관 접근 점 역사주의 기원 문제 진행 중 근대 배치 구획 문제 밀착 도시 구성 신체 주체 감각 훈육 진행 문제 문화 사회학 인문지리학 범주 생각해보면 도시 누적 역사 시간 총합 지금 생성 변화 법칙 과거 동시 대성 원칙 작동 신체 이동 인식 기능 배치 삶 통제 특징 도시 삶 자체 근대 핵심 구현 티 근대성 총합 구현 도시 주장 도시 근대 세계 작동 원리 집결지 동시 실험장 도시 동력 생산 주체 감각 시선 지금 의미 활동 사실 의미 기존 문학 역사주의 티 도시 지리 재편 주목 동시 대성 원리 시간 축조 분할 구획 재편 지리 인식 감각 과정 직선 시간 단위 구분 다면 배치 방법론 적용 문학 문학 지리학 점 글 도시 현상학 도시 티 도시 구성 배치 구획 원리 인위 배치 기획 구성 장 소성 획득 문제 식민지 도시 경성 문학 표상 관심거리 문학 지리학 성 영토 탈장 소 활동 박람회 백화점 전시 
120	2010	휴대 전화 인터넷 인식 변화 탐색 시도 디지털 컨버전스 사람 인식 조직 방식 변화 인해 개인 집단 생활 양식 가치 지향 문헌 휴대 전화 인터넷 인식 변화상 네트워크 연계 혼 종적 관계 구분 휴대 전화 사용자 휴대 전화 인터넷 시 용 자간 개념 인식 설문 조사 비교 휴대 전화 인터넷 이용자 이용자 실증 결과 이용자 정보 연결 관련 인식 차이 업무 오락 지역 정보 콘텐츠 이용 시간 휴대 전화 인터넷 휴대 전화 사회 모바일 정보 확장 측면 의미 정보 접근 자유 자연 역할 국한 행위 역할 규정 관계 인식 증강 이상 이동 대중교통 카페 개인 활동 업무 휴식 취미 역할 이해 경향 확산 설문 조사 휴대 인터넷 이용자 혼 종적 인식 차이 휴대 전화 인터넷 이용 역사 관련 위치 관련 서비스 보급 이용 초기 추정 모바일 인터넷 모바일 정보 네트워크 연결 혼 종적 관계 
121	2010	공공 디자인 도시 공원 가이드라인 공공 
122	2010	
123	2010	
124	2010	글 영업 시작 조선호텔 건축 과정 운영 방식 조선인 조선호텔 인식 관련 자료 문학 작품 중심 식민지 조선 조선호텔 고찰 목적 조선호텔 제국 건설 철도 호텔 경성 위치 점 상징 조선호텔 이전 규모 건축물 조선 왕조 제사 환구단 위치 당시 호텔 근대 문화 기제 이용객 제한 조선호텔 신분 계층 형성 지배 요소 사이 제국 식민지 조선 상황 조선호텔 위치 규모 식민지 확장 건설 식민지 지배 정책 교착 각종 사업 수행 철도 호텔 점 숙박 시설 제국 식민지 조선 현재 기능 점 동시대인 인식 방식 재현 조선호텔 제국 식민지 철도 호텔 경성 
125	2010	청계천 역사 변화 시기 미디어 담론 청계천 생산 관련 관심 담론 분석 시도 청계천 생산 미디어 담론 관계 사람 경험 인식 특정 방향 유도 담론 규칙 작업 주력 결과 청계천 복원 자본주의 확장 과정 생산 과정 해석 1960년대 미디어 담론 전근대 육체 시설 시간 효율 실천 근대 도시 일상 전환 부분 관찰 이후 1980년대 담론 중 청계천 도심 부적격 시설 밀집 재현 경우 시기 세계 경기 침체 영향 자본 축적 기능 원활 수행 청계천 이질 정체성 형성 이질 정체성 말 청계천 공구 상가 구조 양식 잉태 청계천 장 소성 담론 과정 자본 축적 효율 담당 청계천 평가절하 가치 파괴 재현 이후 환경 역사 복원 사람 상상 청계천 복원 복원 청계천 청계천 물 녹색 풍경 역사 구조물 문화 시설 기 표 신화 신화 사람 자연 동질 소비 패턴 실천 점 주목 생산 시대 소비 시대 전환 자본주의 생산 양식 의도 의도 담론 과정 일부 생산 재현 담론 분석 청계천 복원 
126	2010	역사 가치 근대 건축물 박물관 보존 주변 건축물 관계 도시 차원 지속 역사 문화 자원 보존 재생 활용 방안 명동 지구 단위 계획 구역 위치 국립극장 대한 증권거래소 중심 복원 철거 배경 진행 과정 세부 고찰 기록 도시설계 수법 활용 근대 건축물 역사 경관 보존 활용 고찰 필요 도시설계 근거 제시 결과 시사점 다음 근대 건축물 보전 활용 소유자 자발 타의 보전 명분 역사 문화 가치 경제 가치 부여 개발 보전 양립 가치 도시설계 수법 지역 지구 차원 조율 제도 계획 차원 배려 공공 건물 소유주 간 계획 경제 만족 협상 과정 도시설계 차원 인센티브 필요 근대 건축물 도시설계 수법 보존 활용 
127	2010	
128	2010	쇠퇴 도시 지역 세계 도시 지역 기능 부여 창출 물리 환경 경제 생활 문화 재활 성화 도시 재생 도시 계획 방안 강구 중국 베이 정 인근 지역 과거 공장 지대 산업 변화 공장 기능 상실 산업 유휴 방치 예술 문화 매개 로한 도시 재활 성화 도시 재생 성공 사례 평가 지역 도시 재생 사려 대별 이유 지역 지역 이해 당사자 간 갈등 구조 노력 해결 과정 산물 지역 특정 관 주도 자연 발생 과거 현재 모습 공존 적극 문화예술 매개 활용 최대 지역 사례 함의 정책 시사점 철거 대상 과거 낙후 공장 지역 산업 유산 관점 재평가 보존 필요 제기 공공 정책 지원 지구 지정 인센티브 문화예술 활성 지원 과거 공장 빚 창고 현대 개조 활용 유도 방안 제시 마지막 지역 축제 전시회 노력 강화 자생 지역 활성 재생 과정 도시 재생 도시 활성 베이징 한국 도시 재생 
129	2010	모바일 인터넷 인식 네트워크 연결 이동성 관계 
130	2010	아파트 주거 단지 외부 공 삶의 질 거주 민 부각 환경 조형물 미 효과 환경 개선 부여 주민 참여 유도 정서 함양 인간성 회복 역할 수행 아파트 환경 조형물 예술 대중 긍정 양 위주 작품 주변 환경 부조화 건축물 장식품 소품 역할 환경 조형물 아파트 경관 장식 이상 공공 미술 작품 아파트 환경 디자인 향상 수단 시각 출발 환경 조형물 설치 밀접 관계 시각 대상 주변 환경 맥락 요소 파악 환경 조형물 자체 아파트 이용자 행태 관람 조건 결정 범위 환경 조형물 아파트 경관 상관관계 건축물 보행자 조형물 시점 분석 상관 파악 결과 환경 조형물 주변 긍정 영향 결합 분석 이론 근거 토대 포천시 심의 대상 아파트 환경 조형물 중심 현황 분석 문제점 앞으로 개선 방안 제시 내용 결과 아파트 경관 영향 환경 조형물 필요 이론 정리 제시 아파트 경관 환경 조형물 관계 분석 환경 조형물 조형 디자인 가이드라인 제시 포천시 사례 분석 문제점 개선 방안 아파트 환경 조형물 정보 제시 아파트 경관 환경 조형물 포천시 
131	2010	음식 관광 관여도 기대 가치 관광 행동 
