	발행연월	록키 워드 
82	2012	논문 러일전쟁 이후 도시 내재 여성 상품 구역 유곽 형성 과정 변화 도시화 측면 유곽 설치 1904년 경성 식민지 발판 건설 단계 식민 권력 위치 공인 녀 정 신정 매춘부 일반 여자 차별 전략 표출 위생 담론 이론 신체 미 시적 자본 경제 논리 조합 신정 유곽 신정 유곽 시기 변화 청계천 남 동부 일대 상업 도시화 촉진 형성 신정 유곽 경성 화류 대대적 규제 공인 유소 정리 작업 신정 주변 신설 유곽 형성 유곽 지대 확대 현상 미 개발지 신정 유곽 형성 상업시설 건설 정 대도 연결 도로 개착 정비 전차 노선 설치 경성 내 상업 지대 성장 유곽 건설 계기 청계천 남 동부 지역 인구 이동 교차 조정 격리 통제 퇴각 주택지 대 이미지 변화 추동 결과 유곽 동부 상업 도시화 이후 전략 주택지 대로 변화 점유 유도 경성 유곽 신정 유곽 매춘 도시화 
83	2012	본 논문 도시 기반 시설 확충 토지 공급 잠재 요소 우수 도심 변 지역 변 장점 활용 변 공동 주택 계획 방안 모색 변 개발 과정 주거 공공 조성 성공 런던 도크 랜드 지역 변 공동 주택 사례 분석 도시 커뮤니티 활성 주거 환경 질 변 공동 주택 디자인 방안 제안 강변 운하 도크 인공 호수 자연수 인공수 활용 변 광장 변 에 스프 라 드 변 녹지 공원 계획 사이 네트워크 형성 자연 친화 변 경관 형성 커뮤니티 센터 미술관 마리나 문화 레저 시설 변 녹지 구성 수변 차량 접근 제한 보행 연계 체제 구축 변 접근성 확보 변 광장 에 스프 공공 개방 거주자 변 계획 테라스 하우스 타운하우스 복합 건물 유형 공동 주택 변 배치 단지 오픈 스페이스 연계 지형 고려 주거 단지 마다 독자 경관 형성 조망 극대 변 공동 주택 공공 런던 도크 랜드 그리니치 밀레니엄 
84	2012	시민 도시 환경 어메니티 확보 생태 공공 환경 제공 디자인 방안 모색 도시 공공장소 공공 건축 공공시설 생태 공공 디자인 특성 방법 도출 목적 범위 뉴욕 맨해튼 재생 오픈 스페이스 대상 방법 귀납 분석 방법 진행 각각 사례 디자인 특성 활용 정도 사회 기여 조사 분석 도출 결과 다음 재생 녹지 소통 경험 문화콘텐츠 활용 이용자 지원 조성 핵심 디자인 방향 생태 공공 세부 특성 녹지 생태 휴게 안락 오픈 스페이스 광장 안전 특성 소통 커뮤니티 접근성 지원 공공 재생 역사 물리 환경 가치 경험 체험 생태 공공 세부 특성 사례 공평 공익 일상 성과 체험 고려 반영 상호작용 성과 지원 고려 사료 
85	2012	도시 적 주 삶의 질 접근성 
86	2012	근대 주거 변용 도시 재생 상하이 석고 문 이농 주택 신천지 
87	2012	인문지리학 생산 장 소성 상실 재현 전 
88	2012	우대 서촌 북리 백운동 천 옥류동천 필운대 인왕산 무안군 방 인덕 궁 준수 방 잠 장의 궁 영 견 방 궁 통인동 세종 탄생지 
89	2012	테마파크 도시 공원 
90	2012	
91	2012	
92	2012	
93	2012	정체성 애착 행동 의도 홍대 지역 구조 방정식 모형 
94	2012	
95	2012	
96	2012	논문 부산 원 도심 진행 중 영도대교 복원 롯데 타운 조성 주목 복원 개발 배후 작동 이데올로기 비판 분석 이데올로기 취사선택 부산 로 컬리 티 형성 연관 영도대교 롯데 타운 부산 시청 부산 부청 역사 사실 검토 바탕 과거 재현 복원 지금 비판 접근 식민지 시기 영도대교 한국전쟁 경험 서사 국가 중심 에 산 입 시각 표상 식민지 시기 근대 도개교 재현 영도대교 식민지 기억 절취 채 한국전쟁 기억 환기 정체성 확보 반면 롯데 타운 이미지 스펙터클 소비 도시 상실 대표 예 실상 식민 부산 부청 부산 미나 카이 백화점 식민지 근대 집합 계승 재현 양자 내재 일본 식민지 경험 현재 기억 문화 지형 변화 간섭 식민 이후 부산 지배 진행 영도대교 복원 롯데 타운 개발 부산 문화 지형 창조 의미 작용 가늠 타자 인공 부산성 지금 부산성 오늘날 진행 중 지형 변화 훗날 부산성 기여 지역 역사 추 부분 부산성 구성은 지금 원 도심 복원 과정 균열 단절 고민 좌우 과언 영도대교 한국전쟁 롯데 타운 부산성 기억 영도대교 롯데 타운 장 소성 부산성 기억 표상 서사 
97	2012	고도 경주 기행문 문화 기억 기억 기억 고고학 여행 정서 구조 노스탤지어 
98	2012	전통 시장 상품 교환 장 소만 한국의 전통 공공 이자 대표 전통 시장 쇠퇴 정부 정지원 효과 관 분석 중소 도시 전통 시장 대화 사업 시장 활성 효과 분석 영천 공설 시장 대상 시 설현 대화 사업 완료 2007년 운영 현대 사업 완료 대상 대화 사업 효과 시간 변화 상인 의식 분석 결과 년대 경우 시 설현 대화 사업 환경 응답 세부 사업 항목 아케이드 설치 사업 통로 포장 사업 공동 화장실 설치 사업 점포 개축 사업 만족도 수익 과반 이상 상인 증가 평가 반면 평가 시설 현대 세부 항목 년대 항목 만족도 매출 고객 유입 량 정도 증가 답 시간 활성 정도 추세 현대 사업 효과 영향 전통 시 장 현 대화 사업 시 설현 대화 사업 경영 현대 사업 
99	2012	장 소성 패션 이미지 홍대 지역 
100	2012	공공 도서관 형성 구조 공공 도서관 이해 공공 도서관 가치 설명 목적 공공 도서관 형성 요인 애착 가치 지각 이용자 행위 의도 변인 설정 각각 변인 간 인과관계 영향 공공 도서관 형성 요인 가치 간 매개 요인 애착 간접 효과 규명 공공 도서관 도서관 애착 가치 매개 효과 
101	2012	정보화 시대 문화 시대 변화 물질 가치 인간 지적 가치 중요시 변화 소통 장 공공 환경 질 향상 변화 공공 변화 인간 개인 가치 소통 공공시설 관심 디자인 측면 정서 공감 감성 환경 인식 현대 공공 사람 욕구 만족 추구 개성 감성 경향 공공 일방 상징 조형 기능 시설 사람 욕구 실정 공공 개념 공공 유형 유형 감성 디자인 특성 유형 상징 정체성 소통 분석 감각 상징 유기성 감성 디자인 특성 도출 공공 도시 공원 문화 시설 사례 감성 특성 분석 결과 도시 공원 문화 사례 소통 유형 이미지 상징 의미 역할 상호 교류 소통 유형 공공 감각 감성 교감 체험 감성 특징 
102	2012	기반 뉴미디어 참여 디자인 개념 도구 제안 지원 참여 도구 디자인 사회 이슈 적용 뉴미디어 참여 디자인 방문객 개인 콘텐츠 제작 의미 참여 유도 이슈 관심 활성 목적 참여 도구 사회 이슈 주제 특성 디자인 뉴미디어 참여 디자인 개념 참여 시나리오 토대 기획 통일 염원 적용 참여 도구 디자인 뉴미디어 참여 서비스 기법 기획 가지 목표 참여 부여 정체성 개인 경험 서비스 경험 개인화 방문 사용자 개인 콘텐츠 제작 기회 제공 이슈 적용 참여 서비스 지속 관심 유도 온라인 개인 콘텐츠 보존 관리 뉴미디어 참여 서비스 구성 요소 참여 콘텐츠 디자인 도구 제안 구성 요소 활용 사용자 참여 시나리오 설명 지원 참여 도구 통일 캡슐 대상 적용 뉴미디어 통일 캡슐 참여 콘텐츠 디자인 도구 통일 염원 
103	2013	소비 주거 
104	2013	루베 19세기 프랑스 맨체스터 라고 정도 섬유 산업 중심지 명성 공업 도시 섬유 산업 몰락 프랑스 제일 가난 도시 전락 공장 문 사람 도심 실업 범죄 전형 경제 위기 사회 현상 지속 루베 시 경제 사회 어려움 극복 형태 도시 재생 프로그램 시도 문화 정책 위치 차지 안전문 제로 문 시립 수영장 모델링 미술관 변화 라 미술관 경우 원 건물 건축 루베 주민 수영장 의미 미술관 문화예술 기능 조화 시간 성공 프랑스의 주 미술관 부상 루베 주민 미술관 존재 성공 재난 도시 과거 예술 역사 도시 희망 자부심 주민 시 당국 라 미술관 지역 문화예술 활동 주도 기관 협력 긍정 지역 정체성 형성 계기 지역 문화 정책 라 미술관 루베 로컬 정체성 
105	2013	글로벌 시대 지역 방송 콘텐츠 생존 전략 지역 특수 글로벌 보편 연결 글 로컬 대안 방송 을 방송 콘텐츠 글 로컬 측면 분석 지역 방송 콘텐츠 글 로컬 성과 한계 지역 특수 세계 보편 다큐멘터리 제작 맥락 제작 지역 글로벌 주체 간 협력 네트워크 제작 시스템 개방 의미 글 로컬 기획 일 정정 글 구체 글 로컬 콘텐츠 수준 상태 제작 과정 콘텐츠 기획 표현 전략 분석 결과 제작진 글 로컬 실현 기획단 단언 기존 지역 방송 다큐멘터리 비교 글 로컬 주의 차별 실현 노력 확인 글 로 컬리 즘 지역 방송 문화콘텐츠 문화 원형 콘텐츠 기획 표현 전략 
106	2013	사건 존재 실존 의미 생성 
107	2013	
108	2013	컬처 믹스 상실 에드워드 
109	2013	바이엘 러 미술관 레 조 피아노 건축 미술 자연 통합 디자인 
110	2013	다니엘 리베스킨트 잠재 무의식 시간 
111	2013	한국 동시대 미술 이해 고려 점 미술 역사 정치 경제 사회 문화 맥락 분야 특정 전개 연관 한국 근현대사 세계의 역사 밀접 연관 한국 특수 미 문화 성장 배경 바탕 점 이해 필요 한국 동시대 미술 신자유주의 글로벌 광범위 범주 세계 전체 속도 범위 재구성 역사 맥락 고려 이해 점 글 확정 동시 특정 세계 전체 이면 서도 동시 특정 지역 동시 대성 맥락 한국 동시대 미술 이해 시도 글로벌 즘 동시대 미술 지리 확장 역사 깊이 다중성 비평 모더니즘 담론 부재 문화 차이 이질 개념 강조 대안 인식 변화 요소 형태 정치 권력 등장 주체성 모델 요소 지배 기존 담론 체계 의존 패러다임 변화 혁신 사고 문화 차이 포용 신자유주의 감수성 주변 조심 거리 유지 반면 근대 미술 주변 영역 가시 확보 대안 시스템 기대 한국 동시대 미술 담론 역사 창조 문제 관련 역사 현재 이해 결부 글 한국 미술 특정 현재 시간 특수 이해 특수 이해 특정 순간 투영 단선 교조 맥락 의문 시 다중 역사 연결 점 연관 글로벌 즘 현대 미술 동시 대성 한국 미술 
112	2013	본고 목적 마케팅 전략 도입 베이징 예술 지구의 지속 가능한 발전 방안 모색 이유 이대로 라면 베이징 예술 지구 상실 채 예술가 이름 문화 지구 위험성 내포 예술 지구 안고 당면 과제 훼손 정체성 문제 해결 예술 지구 건물 소유 주인 칠성 화전 과학기술 그룹 건물 임대료 계속 인상 임대 자체 거부 상황 예술 지구의 주체 지역 예술가 예술 지구 빈자리 갤러리 문화 기관 패션 숍 카페 레스토랑 편의 시설 결과 예술 지구 예술 중심 상업 중심 정체성 급속 전환 예술 산업 대립 예술 지구의 장 소성 인해 예술 지구의 정체성 자체 본고 예술 지구의 지속 발전 방안 모색 방안 베이징 예술 지구의 마케팅 전략 결과 예술 지구의 정체성 중국 현대 미술 예술 창작 교류 중심 예술 지구의 콘셉트 공업 예술 공생 역사 현실 대비 자유 열정 모순 융합 예술 지구의 대표 콘텐츠 베이징 예술 축제 예술 지구의 당면 과제 시 행정 칠성 그룹 예술가 머리 예술 지구 본래 문화 지구 정체성 예술가 자유 창작 환경 조성 상업 개발 자제 예술 지구 주체 이해관계 조율 예술 지구 본연 정체성 회복 콘텐츠 개발 예술 지구 마케팅 전략 구사 베이징 명실상부 랜드마크 지속 발전 베이징 예술 지구 문화 지구 마케팅 로프트 도시 재생 
113	2013	근대 서울 숲 인공 조성 공원 도시 배치 주변 누락 서울 숲 도시 생활 피로 치유 공공 인식 이미지 서울 숲 범죄 풍기 문란 빈곤 위생 질병 환경오염 위험 축적 숲 경험 사회 확산 공론 숲 이미지 대립 경성부 총독부 소유지 점 인해 이용 처분 결정 과정 이해관계 개입 공론 정치 행위 활성 이미지 변형 공론 정치 행위 결합 분화 도시민 생활 방식 포획 과정 공공 이해 근대성 실현 과정 위계 과정 고찰 유효 대상 이글 숲 소재 위험 문제 공론 과정 탐색 공론 장의 제도 합법 진행 민족주의 정치 기획 담론 대상 1920년대 숲 민족주의 정치 기획 소재 매체 등장 서울 조성 숲 풍기 문란 숲 이미지 전복 토막 촌 형성 일견 가지 소재 근대 개인 사회 생산성 위협 위험 요소 간주 일상생활 조건 구조 문제 민족주의 정치 기획 근대성 회로 판 사적 영역 확대 통제 감시 강화 발전 위험관리 개발 보호 비대칭 순환 관계 문제 고찰 공공 민족주의 정치 기획 공론 장 풍기 문란 토막 촌 빈민 동아일보 사회사업 식민지 경성 공원 문명화 
114	2013	회 부천국제학생애니메이션 페스티벌 방문객 명 대상 인식 조사 분석 방문객 인식 측정 축제 인지도 축제 축제 인프라 축제 프로그램 축제 충성 조사 항목 설정 통계 분석 요인 분석 분산분석 상관관계 분석 회귀분석 중심 분석 결과 충성 영향 요인 축제 프로그램 요인 축제 인프라 요인 방문객 충성 인지도 인프라 프로그램 인식 전반 보통 수준 상회 수준 비교 평가 거주 지역 성별 연령 방문 횟수 집단 간 차이 분석 앞 방문객 특성 지속 분석 프로그램 기획 마케팅 성과 관리 체계 활용 필요 회 회 국내 대표 학생 애니메이션 축제 동안 방문객 특성 점 고려 향후 방문객 조사 체계 구축 준거 자료 활용 애니메이션 축제 축제 충성 문화 도시 애니메이션 정책 
115	2013	감성 물 공감각 
116	2013	문화예술 대표 홍대 지역 문화 대상 현상학 접근 환경 설계 계획 측면 물리 환경 요인 이용 행태 이미지 형성 요인 만족도 주 야간 분석 현대 문화 의미 특성 정량 방법 평가 분석 결과 도시 디자인 형성 요인 요인 간 상호작용 형성 인간 문화 행태 중심 형성 요인 만족도 차이 도심 삶의 질 문화 조성 인식 계기 주 야간 형성 요인 이용자 만족 특성 반영 도시 환경 조성 방안 제안 의의 
117	2013	도시 재생 컨버전 디자인 공공 
118	2013	사용자 다 의적 행위 사건 관계 해체 
119	2013	
120	2013	서울 가로수길 대상 문화 상업 가로 자생 활성 과정 건축물 용도 변화 분석 건축물 관리 대장 이용 1980년 사이 가로수길 건축물 용도 변화 분석 결과 다음 용도 건물 연면적 분포 변화 분석 선행 정성 논의 문화 기능 입지 상업 가로 재활 성화 과정 구체 확인 린 생활 가로 개발 일단락 1997년 문화 상업 가로 정착 2008년 상업시설 소매 음식점 구성비 시점 상업시설 구성비 저층 부 상업 용도 자연 평형 상태 생각 대형 상점 침투 임대료 상승 인해 가로수길 훼손 예방 단위 상점 규모 규제 상업시설 구성비 총량 제어 생각 필요 가로수길 문화 클러스터 형성 규모 사무실 지속성 측면 문화 클러스터 가로수길 특유 도시 구조 기반 상업 가로 활성 용도 흡수 도시 구조 형성 점 시사 문화 상업 가로 자생 활성 젠트리피케이션 건축물 용도 
121	2013	상징 반복 알 로시 데이비드 퍼피 드 라파엘 네오 
122	2013	영상 기술 발달 매체 개발 기존 사물 매체 현상 기존 건물 개념 미디어 결합 미디어 파사드 대표 예 매체 발전 개념 콘텐츠 개발 요구 미디어 파사드 커뮤니케이션 특성 개념 정립 필요 시점 현재 미디어 파사드 작품 장식 역할 시간 고려 메세지 영상 작품 실정 소통 기능 대안 공공 커뮤니케이션 디자인 개념 제안 적용 사례 2010년 12월 서울 스퀘어 발표 저자 작품 작업 과정 미디어 파사드 공공 커뮤니케이션 디자인 작업 프로세스 정립 
123	2013	
124	2013	
125	2013	구현 공공 
126	2013	세계화 자본 이동은 순식간 지구 영향력 행사 인간의 삶 인식 범위 제한 시대 문학 구실 글 문제의식 답변 한국 근대화 시작 1930년대 산출 작품 박태원 천변 풍경 대상 자본 운동 분석 결과 문학 이외 자료 파악 당시 자본 운동 대비 결 락 그럼에도 불구하고 결론 다음 요약 천변 풍경 천변 조선인 생계유지 도박 산업 자본 이행 부르주 아로 신분 상승 의지 상태 현실 생계유지 경제 활동 생산 소비 저축 이란 자본 운동 일본 자본 이윤 극대화 전쟁 노동 탄압 생태 파괴 기여 작품 자본 운동 일본인 거주 지역 남 촌 관찰 점 작품 조선인 대부분 돈 의지 실패 조선 자본 흐름 관심 개인 욕망 경제 구조 좌절 가난 책임 인가 인식 작품 조선인 중 자본 운동 소외 개천 거지 냉소 어조 유지 가난 자 가난 자 타자 당대 대중 작가 자본주의 가치관 동화 가난 원인 뜻 가난 천변 조선인 연민 긍정 작품 미덕 한계 지적 거지 서민 삶 전 세계 자본 운동 연결 파악 한계 자본 운동 세계화 삶 영위 사용 재화 화폐 지구 타자 연관 인식 오늘날 문제 오늘 문학 문제 대응 인가 탐색 앞으로 과제 자본 운동 화폐 생태 계급 박태원 천변 풍경 이북 명 질소비료공장 
127	2013	플래시 몹 사건 공공 
128	2013	1960년대 후반 포스트모더니즘 이후 작업 맥락 전시 대세 전시 태도 형식 양상 시초 전시 전시 2013년 8월 베니스 프라다 재단 바로크 건물 44년 재연 논문 전시 반복 모사 점 화두 단초 주체 의미 이전 전시 논문 주체 체험 관계 화두 문화 직결 점 지속 강조 주제 작업 특정 작업 이후 기반 작업 글 특정 작업 관계 미술사 의미 회고 정리 특정 미술 한계 딜레마 변화 이후 분리 특정 미술 주목 부분 관심 특정 미술 관계 소원 주체 복귀 현상 말로 특정 밀착 아방가르드 약화 양상 논문 특정 미술 분리 일종 부작용 조명 이론 우려 들뢰즈 갸 리에 제시 노마 드 개념 주체 자율 이동성 힘 셈 연구자 개념 사회학 여행 이론 참조 여행 주체 제시 미술사 담론 자체 장 소감 회복 강조 시각 고려 실향 인해 관계 배제 노마 드 여행자 연계 정박 복수 집 여행지 차별 미술 여행 주체 부상 1960년대 후반 포스트모던 주체 국면 설명 논문 미술 여행 주체 여행 작가 관계 수행 주목 세계화 체계 순응 비판 이동 관계 문화 차이 표상 현대 미술 직면 시의 화두 탐색 경계 작업 몰두 한국 작가 유의미 이론 생각 여행 작가 특정 미술 기반 작업 관계 미학 관계 수행 여행 이론 세계화 노마 드 태도 형식 
129	2013	
130	2013	도시 공공 차지 문화 지리학 부각 시도 공공 근대 도시 계획 산물 사회 배경 사람 집회 축제 근대 도시 활력 대표 국가 지배 집단 특정 의미 부여 쓰임새 한정 행위 통제 시도 반복 개인 사회 이유 의미 공공 이용 사람 끈 발 공공 특성 의미 확정 점 의미 쓰임새 사회 집단 간 경합 대상 서울 최초 근대 공원 탑골공원 사회 배경 개인 도심 위치 이유 쓰임새 의미 중첩 연구자 위 주제 구체 대상 1990년대 후반 2000년대 초반 시기 탑골공원 주목 참여 관찰 면담 포함 민족지 현대 도시 사회 질서 지속 의미 경합 민족주의 복지 논리 배제 과정 탑골공원 할아버지 대표 공원 이용자 형성 유의 과정 중심 분석 공공 탑골공원 배제 경합 의미 도시 사회 질서 
131	2013	후기 산업화 시대 도시 물리 팽창 양 성장 환경오염 위생 문제 야기 도시 발전 전략 지속 도시 논의 지속 도시 양안 창조 도시 등장 담론 나라 창조 도시 표방 서울시 창의문 화도 시 마스터플랜 수립 서울시 창작 조성 사업 추진 결과 서교 예술 실험 센터 금천 예술 공장 신당 창작 아케이드 연희 문학 창작 촌 문 래 예술 공장 성북 예술 창작 센터 관악 어린이 창작 놀이터 홍 은 예술 창작 센터 장애인 창작 스튜디오 남산 예술 센터 남산 창작 센터 개 창작 운영 창조 도시 도시 발전 전략 컬처 믹스 정책 일환 창작 조성 사업 추 서울시 개 창작 운영 분석 지속 창작 운영 수립 단계 지역 특성 반영 고찰 문화 향유 주민 삶의 질 도모 프로그램 운영 객관 지표 선정 평가 수행 창작 도시 창조성 자극 다양성 창의 인재 활동 혁신 관용 도시 변화 문화 생산 소비 동시 발생 자족 도시 문화 예술 경제 가치 일자리 창출 효과 지역 특성 파악 보완 프로그램 운영 서울시 창작 창조 도시 발전 판단 도시 발전 전략 창작 지역 창조성 창조 환경 창조 도시 
132	2013	지금 식민지 시기 상해 중심 전개 한국 근대 문학 김광주 주요섭 소수 작가 대상 상해 의미 근대 체험 개략 정리 소개 차원 성과 양 규모 국가 근대 교류 영향 총체 이해 심화 결과 도출 식민지 시기 상해 지역 활동 한국 근대 문인 행적 단편 소개 작품 소재 주의 평가 한계 상해 지역 한인 사회사 상해 중심 전개 중국 근대 역사 이해 바탕 식민지 시기 상해 이주 한국 근대 문인 정치 사회 활동 실증 규명 토대 문학 단체 활동 발표 작품 역사 의미 분석 의의 식민지 한국 근대 문학 중국 상해 거주 내부자 외부자 시선 민족 단위 문학 한정 근대 문학 방향성 자발 강제 제국주의 억압 조선인 이주 지역 상해 역사 주목 식민지 시기 조선 문인 근대 인식 이해 토대 주력 앞 한국 근대 문학 특정 언어 특정 지역 매몰 틀 식민지 시기 동아시아 거시 역사 지형 위 총체 접근 한민족 문학사 정립 차원 실증 자료 수집 문인 해외 활동 구체 조사 한국 근대 문학사 빈틈 소외 지점 한국 근대 문학사 실증 정립 모색 상해 이주 조선 문인 근대 민성 상해임시정부 독립운동 독립신문 김광주 주요섭 심훈 최독견 독립신문 
133	2013	영남 지역 기행 가사 규방 가사 여성 가사 지역 문학 유람 여행 
134	2013	스티븐 홀 현상학 의식 종합 거주 생성 
135	2013	미술 사회 역할 기능 확대 주장 재건주의 미술 교육 전통 공동체 이해 요구 반영 벽화 제작 대표 표현 활동 교육 의미 평가 시의 상장동 제작 가지 마을 벽화 사례 공공미술 주민 참여 예술 성과 미술 교육 적 검토 탄광 도시 역사 지역 정체성 반영 광부 이야기 벽화 전국 적 관심 마을 가시 자극 이웃 마을 벽화 지역 민 학생 자원봉사 자 참여 제작 벽화 생활환경 개선 마을 경제 발전 기대감 역할 마을 벽화 마을 역사 내용 장식 공공 벽화 발견 통속 소재 표현 사례 검토 공공미술 마을 벽화 제작자 관람자 주민 외부인 관점 선택 공공미술 표현 내용 수용 관점 주민 관심 예술 취향 지속 교환 작용 동반 교육 과정 포함 성공 공공미술 공동체 도시 재생 마을 벽화 
136	2013	우수 발명 아이디어 발굴 창의성 계발 지식 재산 인식 확산 실시 회 전국 교 사대 예비교 원 발명 아이디어 경진 대회 참여 교육 대학교 실과 교육 학년 학생 발명 아이디어 제안서 평가서 분석 결과 다음 발명 동기 아이디어 구상 과정 예비 교사 발명품 복합 기능 불편 점 제거 청결 환경 사용 제품 이동성 경제 에너지 절약 초점 발명 아이디어 창출 예비 교사 통합 기법 활용 기능 일체 상충 입장 문제 해결력 발상 미 감각 입각 예술 구조 입각 경제 인간 중심 환경 중시 발명 아이디어 경진 대회 참여 조별 소감 이용 물건 개선 점 도전 발명 전문가 생각 보통 사람 관심 자신감 점 개선 고민 출발 해결 소감 외 노력 변화 혁신 소감 학생 발명 평가 척 조별 자기 평가 결과 발명 아이디어 유용성 점 창출 발명 아이디어 실제 적용 확신 반면 아이디어 변형 복합 점 발명품 아이디어 접근 구상 방법 아이디어 요소 조합 수준 향상 어려움 발명 아이디어 창출 우수 점 실현 생산 아이디어 사용 방법 고도 실용 경제 자원 재활용 시대 부착 복합 편리 기능 제품 관리 발명 아이디어 창출 부족 점 창출 아이디어 느낌 결여 재료 전문 부족 부착 기술 결여 활용 방법 구체 결여 설계 표현 한계 적용 결여 발명 아이디어 창출 흥미 잠 재가 능성 지적 독창 작품 명 인간 중심 환경 시대 부합 멀티 기능 합리 시장 자동화 시스템 발명 아이디어 지식 재산 
137	2013	본고 목적 곡 의미 작품 조선 후기 문인 학자 곡 은거 차원 집단 이상 집약 상징 존재 작품 곡 다층 의미 이론 도입 장 가지 성격 제시 의미 중심 본질 설명 곡 성립 송시열 은거 화양동 제자 노력 화 양구 곡 정립 과정 곡 다층 의미 변화 과정 옥 곡 기문 곡 본질 설명 다음 개별 작품 분석 각각 곡 정체성 분석 장 곡 물리 환경 행위 경험 곡 작자 부여 의미 작품 형상화 곡 정체성 장 곡 사람 태도 곡 정체성 형성 곡 정체성 집단 확산 변화 과정 곡 주자 이구 곡 이 도가 곡가 이론 에드워드 송시열 화 양구 곡 화양동 김수 곡 운구 곡 유중 교 옥 곡 
138	2013	중인 서리 전기 작품집 편찬 19세기 대표 여항 문인 논문 자료 동원 2년 간의 임자도 유배 생활 조희룡 문학 예술 의미 전남 신안군 추진 중 조희룡 유배지 현양 사업 현황 학술 측면 검토 조희룡 임자도 경험 사건 유배 전임 통 제사 교유 일 김 통제 사가 구체 지칭 일성록 김건 헌종 사후 7월 유배 4월 임자도 확인 조희룡 개월 동안 전임 통 제사 김건 교분 인물 추사 김정희 문인 분류 정치 안동 김 씨 외척 세도 반대 유배형 공통 임자도 정치 동지 교유 문화 작용 조희룡 임자도 화구 암 난 묵 시문 서화 창작 유배 경험 문화 활력소 기능 점 반증 19세기 임자도 경제 문화 풍요 조희룡 경험 작용 임자도 유배 계기 조희룡 시문 서화 번화 미 격동 미 방향 질 비약 결과 상통 조희룡 임자도 태무 식자 교유 홍 재욱 제자 배출 문인 화가 자기 정체성 확장 생활 지속 조희룡 임자도 인연 해 배 이후 임자도 유배 은 섬 조희룡 시문 경도 심정 서울로 글씨 부탁 편지 조희룡 전남 신안군 조희룡 유배지 임자도 관광 자원 방안 착 목 조희룡 기념비 조희룡 길 조성 임자도 조희룡 문예 흔적 매개 환기 점 조선 후기 여항 문예 주목 사안 신안 임자도 항구 지속 조선 문인화 표현 학술 검증 필요 조희룡 김건 서화 여항 여항 문화 임자도 유배 
139	2013	도시 삶 직결 일상 삶 터 일상 문화 총체 산물 재현 대상 도시 노후 주거 지역 고유 역사 서민 일상 삶 경제 정치 시각 광주광역시 북구 중흥동 와우산 일대 도시 노후 주거 지역 특성 경관 유지 으 논문 지역 사례 연구 일상 문화 간 밀접 관계 형성 요소 과정 도시 노후 주거 지역 의미 가치 도출 와우산 일대 조선 시대 양 기반 역사 가치 구릉지 지형 주거 지역 환경 근현대 서민 주거 지역 으 골목 텃밭 경관 보유 골목 기반 서민 일상 도출 도시 노후 주거 지역 소통 배려 인간 삶 비정 형성 문화 다양성 환경 인간 공존 조화 거주 민 공동체 일상 장소라 점 일상 문화 관점 일상 도시 노후 주거 지역 
140	2013	마케팅 특정 지역 마케팅 대상 상품 의미 마케팅 구성 요소 생산자 방문 체험 수용자 소통 매체 구성 부산 자갈치시장 특징 부산 지역 정체성 관련성 부산 국제 해양 도시 관광 산업 전략 의미 상징 의미 부산 자갈치 시장 현재 적극 전략 마케팅 확장 부산 자갈치 시장 체험 사회 대표 특징 몰링 컨셉트 라인 코어 어 트랙 션 유의 배치 활용 다음 부산 자갈치시장 고유 문화콘텐츠 발굴 확장 부산 자갈 시장 매력 부산 자갈치시장 고유 매력 문화콘텐츠 형성 부산 자갈치시장 관련 문화가치 발굴 인식 확산 부산 자갈치 시장 관련 문화 원형 발굴 문화콘텐츠 개발 산업 문화콘텐츠 산업화 관련 문화가치 이식 확장 향후 자갈치시장 지역 부산 전체 영향력 행사 추진력 공감대 형성 마케팅 자갈치시장 문화 관광 문화콘텐츠 문화 원형 
141	2013	이리 파주 밀양 이리 파주 밀양 애 실재 제유 타자 지향 윤리 이리 파주 밀양 
142	2013	노천 카페 설계 요소 삼청동 길 중 요도 분석 회귀분석 
143	2013	목적 문화 관광 축제 체험 요소 브랜드 가치 축제 이미지 영향 파악 대상 강경 발효 젓갈 축제 참가자 대상 부 설문지 배포 최종 수거 부 분석 분석 방법 18 프로그램 사용 결과 분석 다음 문화 관광 축제 체험 요소 브랜드 가치 영향 체험 요소 변수 중 놀이 일탈 브랜드 가치 유의 영향 브랜드 가치 변수 중 내용 기능 축제 이미지 유의 영향 분석 참가자 경험 재미 체험 프로그램 주최 측 제공 브랜드 가치 축제 이미지 형성 긍정 영향 사실 체험 요소 브랜드 가치 축제 이미지 
144	2013	영화 고양이를 부탁해 등장 인물 캐릭터 미장센 분석 직간접 표현 인천 로 컬리 티 영화 캐릭터 영화 배경 인천 로 컬리 티 특징 혜 주 지영 일견 상반 궁극 인천 부정 인식 표현 점 일치 쌍둥이 자매 비류 온조 인천 화교 역사 아이러니 태희 성인 남성 중앙 자본 중심주의 기존 질서 선망 욕망 대신 대안 질서 타자 접속 인물 캐릭터 허브 네트워크 인천 상징 마지막 영화 고양이 탈주 의미 주목 고양이 선물 친구 사이 순환 일종 우정 공동체 직조 선물 현대 사회 중앙 서울 중심 화폐 경제 비판 고찰 대안 공동체 구성 의미 미장센 선물 우정 공동체 인천 
