	발행연월	록키 워드 
51	2016	목적 의 분석 문학 작품 서사 해당 반영 형상화 관광 콘텐츠 화 방안 제시 텍스트 내공 간 텍스트 외 요소 물리 환경 인간 경험 의미 적용 서사 문학 분석 분석 편의 등장인물 경험 행동 사색 극 사건 작가 시점 배경 묘사 추출 행동 측면 정주 사가 미 장 앞 봉변 집 당도 길 개복 동 초입 이촌 월명 공원 터널 공동묘지 은적사 태수 형 보 행 소풍 경로 콘텐츠 대상 사색 측면 정 주사 고유 자아 반영 보 선창 태수 죽음 충동 월명동 공동묘지 극 사건 봉 형 보 장면 참봉 김 씨 태수 장면 동 묘 봉 집 참봉 집 형상화 문학 개복 동 뱀 사건 등장인물 행동 중심 태수 형 보 죽음 충동 성적 광기 정주 사와 봉 금전 혼인 불륜 성병 짙은 우울 승재 물신 숭배 도덕 타락 저항 인물 의 중심 텍스트 내 개복 동 뱀 이 형상화 건축물 공공 디자인 개복 동 창성동 율동 일대 정 주사 명 참봉 전집 개복 동 개명 집 실경 형식 형상화 조선 유민 물신 숭배 속물 삶 부정 측면 건축 공공 디자인 이용 미학 표현 문학 관광 콘텐츠 애 고역 
52	2016	건물 외벽 매체 활용 미디어 파사드 도시 랜드마크 구축 사용 신축 대형 건물 대상 해당 고유 정체성 한계 프랑스 20세기 초 전기 조명 보급 도시 야경 문화 구축 역사 유적 활용 야간 쇼 송에뤼미에르 장르 최초 건축가 폴 로베르 샹보르 궁성 전기 장비 설치 조명 음향 음악 몸 결합 야간 볼거리 각국 기술 전파 송에뤼미에르 세대 조명 음향 쇼 인간 퍼포먼스 결합 세대 타블로 비방 발전 지역민 참여 고장 역사 이야기 세대 역사 야외 극 현재 매핑 기술 이용 건물 외벽 이미지 투사 세대 파사드 도달 콘텐츠 각국 개발 부족 약점 물리 자체 정체성 장 소성 사람 부여 정체성 장 소감 결합 획득 프랑스 송에뤼미에르 역사 유적 고유 정체성 발굴 지역 정체성 결합 획득 몰입 공감 점 송에뤼미에르 조명 음향 쇼 역사 야외 극 미디어 파사드 도시 재생 샹보르 빛 채석장 
53	2016	논문 목적 1930년대 신문 잡지 기사 거리 표상 변화 당대 개별 주체 전근대 근대 길항 교착 인식 규명 근대 초기 거리 물리 구현 근대성 도시 오랫동안 전근대 삶 양식 사람 낯선 사람 신문 잡지 소문 이야기 간접 거리 물리 구현 근대성 도시 경험 신문 잡지 기사 근대 도시 표상 거리 묘사 방식 근대성 도시 경험 이해 양상 경험 이해 개별 주체 외적 변화 실상 1920년대 신문 잡지 실업 가난 집 거리 조선인 기사 일제 진행 자본주의 근대 도시화 차별 1930년대 중반 이후 거리 사람 즐거움 그리움 애착 대상 거리 자본주의 근대 도시 표상 이자 근대 주체 일상생활 성격 거리 도시 근대성 도시 표상 
54	2016	젠트리피케이션 문화 특화 지역 상업 삼청동 신사동 
55	2016	명사 격 조사 이동 동사 용인 판단 조사 일본어 모어 화자 
56	2016	미디어 파사드 분별 확산 빛 공해 유발 색상 도시 경관 저해 문제점 야기 정책 방향 관리 원칙 구축 필요 서울시 설치 미디어 파사드 전수 조사 설치 실태 분석 문제점 도출 공공 부문 대응 방안 서울시 미디어 파사드 관리 기본 방향 원칙 제시 목적 문제점 관련 개념 경계 변형 디지털 광고물 확산 광범위 빛 시각 공해 야기 유리 관리 미흡 도출 관리 기본 방향 도시 문화 미디어 파사드 개념 정립 예술 확보 작품 중심 콘텐츠 규정 고려 지역 관리 방안 모색 지속 지속 관리 도모 근거 기본 원칙 건축물 설비 일체 적용 도시 문화 요소 의미 그래픽 문자 이미지 표출 시민 상호작용 유도 콘텐츠 예술 작품 허용 도시 특성 고려 지역 차별 접근 도모 에너지 유지 관리 장기 구체 계획 수립 미디어 파사드 조명 빛 공해 도시 경관 콘텐츠 상호작용 
57	2016	애착 행동 의도 동질 의존 
58	2016	지구 단위 도시 재생 수단 변화 변화 도시 이미지 거주 의사 영향 구조 방정식 모형 실증 분석 대상 지역 시간 서울 부도심 역할 담당 영등포 일 선정 영등포 지역 도시 내 산업 거점 서울 공업 생산량 차지 당시 도시 이미지 발전 산업 도시 역동 이미지 시대 흐름 공업 지역 쇠퇴 상대 낙후 지역 부정 이미지 변화 도시 재생 시대 도시 이미지 창출 필요 제기 시작 2000년대 기존 경방 공장 이 전적지 타임스퀘어 개발 영등포 부도심 활력 제공 기회 서울시 부도심 권역 지구 차원 도시 재생 거주 민 영향 기존 도시 이미지 거주 의사 관점 실증 분석 실시 분석 결과 지구 차원 도시 재생 타임스퀘어 개발 촉발 변화 영등포 원 도심 도시 이미지 변화 거주 욕구 영향 분석 지구 단위 도시 재생 테마 쇼핑몰 입 점 기존 노후 산업 도시 이미지 변화 거주 민 방문자 그룹 거주 의사 긍정 영향 관계 확인 블루칼라 이미지 노후 산업 지역 도시 재생 전략 기존 도시 상업 활력 엔 테 테이 문화예술 기능 도입 기존 도시 이미지 변화 도출 의미 영등포 타임스퀘어 변화 거주 의사 직접 영향 도시 이미지 매개변수 거주 의사 영향 분석 영등포 부도심 도시 재생 지구 단위 도시 재생 도시 이미지 
59	2016	배경 제주 올레길 지리산 둘레길 시작 길 관광 가치 역사 문화 농촌 마을 길 둘레길 탐방 조성 길 농촌 어메니티 마을 길 활용 농촌 마을 특색 실정 방법 스토리텔링 개념 적용 동향 파악 스토리텔링 대표 맥락 바탕 농촌 적용 과정 선정 단계 자산 분석 대상 지 현 황 분석 물리 환경 요소 인적 문화 요소 상징 요소 가지 분류 분석 단계 스토리 발굴 과정 자산 분석 분석 내용 중심 대표 스토리 발굴 스토리 테마 추출 과정 마지막 단계 구성은 지형도 항공사진 구성 결과 도리 마을 자산 생태 역사 자산 분석 대표 스토리 여강 길 코스 도리 마을 연결 과거 시험 길 테마 도리 마을 생태 관광 연결 스토리 발굴 대표 스토리 마을 길 적용 선비 길 걷기 양반 체험 프로그램 개발 도리 마을 관통 과거 길 마을 길 적용 조성 계획 수립 결론 위 기존 농촌 마을 길 차별 길 조성 농촌 마을 경쟁력 강화 생각 향후 스토리텔링 구현 전략 활용 가치 농촌 마을 의미 초석 기대 농촌 체험 마을 농촌 마을 마을 길 스토리텔링 길 
60	2016	90년대 이래 도시 점거 신자유주의 자본 장악 도시 활기 의미 부여 저항 전술 출현 2011년 9월 11월 사이 지구 점령 전개 점거 운동 국경 문화 형식 구애 액체 저항 갈등 협력 행동주의 구현 연대 공동체 표명 전 지구 차원 사고 로컬 차원 행동 로 컬리 티 기본 명제 구성 헤게모니 실천 사례 로컬 지구의 관계 규모 한정 분석 시민 행동 행동주의 개인 후기자본주의 정치 양상 정치지리학 주목 주 코티 파크 점령 사건 중심 사례 다음 지점 주목 점령 운동 지배 계급 사적 점유 대안 공유 생성 상호 차이 유대감 소집단 회의 총회 조율 확인 점 주목 점거 운동 조직 권력 유지 구조 확보 극 수행성 순간 관심 점 점거 자 구호 기호 차이 반복 재현 재현 수행성 사회 생산 정치 수행성 지리학 성찰 민주주의 실현 목표 삼은 활동가 현실 비판 저항 이념 실천 행동 검토 결과 일상 정치 행위 실천 규범 반복 민주주의 주권 정치 주체성 생성 과정 한계 탐색 점령 운동 자본 장악 도시 정상 배치 거래 유통 공공 기능 전복 기존 확보 논리 우회 민중 힘 물질 인터넷 트위터 적극 선전 정치 효과 극대 점거 개방 집회 총회 민중 확성기 발언 자 추첨 토론 유지 일상 활동 급진 평등 실천 능동 수행 직접 민주주의 실현 출현 지배 공적 통제 도전 천막 야영 인터넷 배 예술 활동 작업 외부 자와 잠재 지원자 결속력 자발 질서 구현 증거 가시 정체성 제공 조직 활동 지도자 계서 형식 수평 형식 계급 교육 수준 종족 섹슈얼리티 성별 구성원 사이 위계 계서 가부장 물 신화 존재 역설 점령 정치 합의 정당 정치 정체성 정치 전통 혁명 정치 양식 거리 유지 기존 국가 구조 통제 장악 목표 전체 사회 정치 구조 정당 도전 운동 유지 필요 특수 요구 강령 이념 구조 틀 부과 거부 의식 행동 노선 출현 개방 자세 유지 점령 사건 실체 상상 공동체 사고 계기 제공 점령 공적 공통 체 수행성 민주주의 실체 상상 공동체 
61	2016	
62	2016	진행 인문 지리학 근대 사회 이론 비판 대안 의미 타자 관계 형성 인간 삶 터전 존재 조건 형성 의미 각인 삶 체험 주체 한정 의미 형성 시간 감정 교류 의미 오장환 시 특정 애 혐오 감정 이론 검토 오장환 시 애 혐오 양상 오장환 시 애 대상 고향 안정감 원형 오장환 시 상실 시 이론 적용 시 오장환 시가 양상 부분 혐오 시 부분 오장환 시 혐오 대상 도시 오장환 시 도시 이면 야만 탐색 1930년대 활동 시인 작품 중 오장환 시 변모 양상 인용 오장환 시 이외 장시 시집 기 작품 장 소감 텍스트 라고 부분 다음 애 혐오 
63	2016	논문 필자 지리학 문학 분야 진행 문학 지리학 방법론 성과 종합 검토 문학 지리학 정체성 방법론 고찰 학문 개념 1990년대 초 지리학 자 해외 성과 도입 문학 지리학 소개 시작 국문학 2000년대 중반 이후 시작 지리학 연구자 문학 지리학 지리학 논리 위 문학 활용 지리학 외연 이은 숙 김진영 심 승희 실증주의 접근 인본주의 접근 구조주의 접근 문학 작품 표현 경험 문학 작품 소스 발굴 작품 이해 제한 상태 문학 지리학 전망 점 은숙이 공동 방식 문학 작품 도시 이민 여가 주목 마케팅 여가 문화 정체성 문학 주제 다양성 생각 국문학 조동일 지방 문학사 지역 문학 개념 문학 지리학 시도 김태준 문학 지리 심상 용어 방향성 제시 문학 기행 에세이 지역 문화 성격 동국대 현대문학 연구자 근대 한국 문학 지리학 공동 집필 표상 개념 사용 지리학 자 별개 인식 방법 문학 의미 해석 이승 연행 노정 중국 배경 소설 인문지리학 관점 서사 지리 개념 사용 훈고학 고증 현지 답사 문학 혁래 전란 소재 조선 후기 중국 배경 역사 소설 문학 실증 고증 문학 작품 서사 간 관계 고찰 문학 노정 왜곡 형상화 작가 의식 스토리텔링 방식 해명 고찰 탁원정 이강 엽 조재현 태수 김수연 소설 작품 특성 갈등 관계 주목 소설 작품 해석 방식 제시 소설 작품 분석 해석 모델 기능 발휘 예상 문학 문학 지리학 체계 논리 접근 필요 지방 문학사 지역 문화 개념 심상 지리 표상 서사 지리 문학 지도 스토리텔링 개념 발전 지리학 진행 경관 인문 지리 논의 수용 심층 접근 필요 지리학 문학 연구자 각자 영역 심화 성과 공유 개념 용어 문제 문학 활용 방법 토의 필요 문학 지리학 경관 실증주의 접근 구조주의 접근 인본주의 접근 문학 지리 심상 표상 서사 지리 
64	2016	사카이 미나토 시 만화 콘텐츠 활용 지역 활성 일본 대표 사례 지역 침체 상점가 만화가 미즈 키시 루 작품 사용 활성 결과 오늘날 사카이 미나토 시 돗토리 현 대표 관광지 자리매김 초기 지역 활성 사업 주민 생활 중심 현재 관광객 감소 과제 해소 시 번성 지속 케이 참여자 의사 반영 사업 계획 수정과 상황 문제점 보완 대대적 뉴 얼 사업 진행 뉴 얼 사업 지역 활성 방안 지속 관리 개발 필요 점 시사 사카이 미나토 시 이전 선행 사카이 미나토 시의 소개 활성 방안 보고 주목 경향 활용 사례 분석 이후 수정과 검토 반영 뉴 얼 사업 언급 점 착 목 사카이 미나토 시의 지역 활성 전략 성공 사례 요인 분석 진행 뉴 얼 사업 사카이 미나토 시의 지역 활성 사례 한국 지역 활성 방안 전략 시사점 제공 동시 지속 지역 개발 정책 필요 환기 일본 돗토리 현 사카 이미나 토시 미즈키 지역 활성 뉴 얼 사업 
65	2016	지역 정책 전략 지배 지역 경쟁력 개념 성장 위기 상존 기조 지배 오늘날 지역 정책 전략 한계 문제의식 토대 지속 통합 지역 발전 정책 전략 지역 회복 력 개념 의미 적용 방안 사례 고찰 이론 고찰 논문 대내외 여건 급속 변화 직면 지역 변동 이해 지역 발전 전략 모색 지역 회복 력 개념 점 확인 지역 회복 력 측정 요인 문헌 분석 향후 지역 회복 력 관련 기본 방향 설정 시론 사례 분석 우리나라 대표 수도권 동남권 지역 회 복 력 추이 과정 스케일 패턴 경험 차별 지역 경로 의존 형성 산업 구조 지역 경쟁력 효과 지역 회복 력 패턴 이해 유의미 파악 지역 회복 력 지속 성장 대안 지역 발전 지역 경쟁력 
66	2016	멀티플렉스 등장 한국 영화 산업 불황 극복 견인차 역할 긍정 효과 영화 산업 문화 문제 야기 멀티플렉스 등장 인해 도시 맥락 측면 도시 구조 도심 공동 현상 문제점 우리나라 원 도심 도시 활성 문제 문제 기존 원 도심 위치 유휴 기타 상업시설 전용 영화관 시설 근대화 발전 도시 문화 역사 도시 기억 요소 이다 기억 요소 상징 형성 이글 이론 배경 상징 개념 도로시 유형 개념 현재 원 도심 영화관 주변 도시 조직 현실 이해 시각 확장 기회 영화관 기억 요소 원 도심 상징 측면 도시 조직 방식 재생 인가 논의 소형 문화 대두 시점 프로젝트 건축 차원 재생 방법 영향력 발휘 극장 시설 원 도심 재생 가치 장기 계획 멀티플렉스 관 극장 원 도심 형 멀티플렉스 유휴 시설 용도 전환 
67	2016	논문 근대 초기 동아시아 지역 중어 사전 연쇄 장 중층 역관계 연쇄 작동 국적 언어 장 근대화 과정 이전 지역 차원 언어 횡단 실천 국적 언어 시각 일국 중심주의 이해 한계 제공 당시 글 로컬 차원 작용 복선 중층 관계 망 총체 조명하 도움 문제 틀 19세기 동아시아 중어 사전 편찬 붐 대표 인물 드 허스 중국 명 중어 사전 비교 초창기 성과 1830년대 중어 사전 국적 언어 장 정위 동아시아 언어 장 영어 동아시아 언어 사이 중어 사전 다 중어 사전 선구 성과 영일 일 영 중어 어휘 집 일명 복건 방언 영어 중어 사전 일명 중 일 영 다 중어 어휘 집 중심 당시 시공간 배경 중어 사전 연쇄 맥락 의의 고찰 중어 사전 동아시아 언어 장 드 허스 
68	2016	도시 재생 원 도심 문화 리노 베이 션 프로그램 기획 인적 구조 
69	2016	김석범 대하소설 화산 2015년 10월 국내 완 출간 계기 전기 작품 부면 다각 접근 소설 관점 고찰 필요 화산 반제국주의 통일 투쟁 의미 작품 일본 미국 식민 상황 한반도 분할 점령 분단 극복 염원 제주도 분출 인식 작품 계속 식민 상황 제주도 민중 지식인 인식 점령군 자처 미군 존재 발발 진압 과정 미국 역할 미군정 정책 친일파 득세 문제 연합국 협력 조선 분할 피폐 해진 비판 분단 극복 통일 투쟁 의미 강조 화산 이 참사 비극 시종일관 감지 작가 신념 작중 인물 이방 이방 사태 평화 해결 성과 평화 협상 경찰 상황 이후 사태 악화 일로 협상 파괴 공작 정세 작품 말미 처단 이방 게릴라 지도부 책임 비판 살육 참화 후반부 이방 게릴라 일본 밀항 시키 혼신 인간 사랑 평화 염원 고독 투쟁 화산 위상 바다 성내 의미 부각 파 투쟁 바다 달 현 처단 바다 밀항 선 바다 밀도 소설 영역 바다 확장 점 차별 성과 평가 성내 배경 작가 소설 부분 제주도 정치 사회 중심지 지식인 활동 무대 게릴라 공격 미군 군경 청 거점 성내 경화 심장부 더 가까이 여건 소설 화산 반제국주의 평화 
70	2016	도시 대표 경제 활동 부각 도시 철도역 역사 인근 지역 구조 역사 기능 위계 결과 형성 영향 선행 궤 추가 분석 필요 판단 잠실역 사례 바탕 형성 인과관계 도출 잠실역 대상 실증 분석 결과 상업시설 엔터테인먼트 대표 잠실역 의미 개인 행동 의도 영향 잠실역 개인 애착 행동 의도 연결 결과 도시 계획 부동산 개발 포커스 하드웨어 개발 개발 방문 행동 의도 애착 애착 콘텐츠 전제 구조 형성 점 강조 정책 시사점 도시 재생 필두 하드웨어 도시 계획 소프트웨어 도시 계획 중심축 흐름 지역 형성 구조 강화 개인 애착 소프트웨어 개발 전략 하드웨어 구축 강조 인과관계 집단 의미 개인 애착 행동 의도 
71	2016	개인 의식 경험 반영 점 구별 디아스포라 재일 한인 유미리 역할 차지 연구자 이 안과 상실 의미 에드워드 이론 의거 유미리 소설 통시 분석 작가 의식 인해 구성 정체성 양상 의미 분석 지금 유미리 작품 간과 소설 장 소성 양상 통시 확인 부유 디아스포라 주체 고향 도달 과정 중 고향 구축 도달 의미 부여 이유 이후 유미리 고향 서사 을 발표 작품 유미리 모국 귀속 정체성 구축 장소라 고향 자발 작중 인물 작가 자신 설정 귀향 과정 자신 디아스포라 한과 트라우마 씻김굿 제의 고향 밀양 치유 서사 이후 유미리 소설 자신 소수 주체 관심 유미리 작가 모색 경계 디아스포라 주체 재현 창출 유미리 디아스포라 소수 자 문학 고향 정체성 경계 
72	2016	신경림 시 로컬 혼 종성 중심성 균질 균질 특성 삶 근본 로컬 회귀 전제 신경림 기행 국내 외 로컬 재현 재현 영향 텍스트 충주 출신 한국인 시인 위치 국외 여행지 반 주변국 여행자 국내 여행지 지방 사람 처지 로컬 인 지향 재현 여행지 자본력 관광객 로컬 중심 타자 시선 관찰 고발 반 주변 인 신경림 시 로컬 중심성 주변 이중 메커니즘 포착 신경림 시 로컬 혼 종성 중심성 세계화 로컬 부정 긍정 측면 오늘날 자본 세계화 로컬 영향 결정 요인 등장 자본 경계 로컬 기반 문화 서구 자본 기반 문화 혼 종 성격 점철 세계화 경계 로컬 자율 획득 독자 분절 단위 자리매김 제공 로컬 기반 문화 로컬 중심 권력 대항 자유 행복 권리 주권 민주주의 구성 형성 기반 문화 자본 중심 하위 주체 존재 주변 부적 주체 공동체 부상 작품 시인 반 주변 로컬 자본 문제 중심주의 내재 이항 대립 요소 대처 로컬 인 삶 지향 인지 성찰 국가 중심주의 배태 로컬 소외 의식 자본 팽배 주의 중앙 로컬 선망 질시 세계화 로컬 정체성 위기 로컬 당면 현실 문제 이상 경제 정치 논리 접근 문제 인간의 삶 정체성 문제 연결 문학 근원 통합 시각 해결책 신경림 로컬 세계화 자본 반 주변 혼 종성 중심성 기반 문화 
73	2016	본고 소수 자와 테제 손 홍규 소설 서사 담론 비인 모티프 다면 양상 기획 의미 망 논급 글 손 홍규 소설 비인 계열 체 인물 형상 유표 동시 몸 스케일 한정 집 고향 확장 스케일 결합 상실 문화 현상 장 소감 논제 형상화 비인 모티프 기획 서사 동물 인간 계열 체 현시 경계 집 아토 포스 질서 인간 실존 조건 탈장 소화 유목 삶 이면 귀신 인간 계열 체 고향 비 인간 호명 존재 착종 역사 적 경계 유한 손 홍규 소설 비인 모티프 기획 담론 향방 윤리 전언 비인 가시 형상 아토 포스 반복 손 홍규 소설 비인 모티프 토포스 감각 견지 사회 질서 몸 집 고향 경계 상대 시도 서사 투쟁 자리 손 홍규 비인 모티프 집 장 소감 스케일 서사 헤테로 토포스 거주 투쟁 
74	2016	본고 이 을 이 학자 영향 을 표방 지속 문학 등장 시대 의미 변화 이 을 점 친분 실질 인식 다음 시기 학자 주도 을 중심 인식 다음 시기 을 중심 이 선비 숭상 도 일 마지막 시기 대원군 집정 이후 지원 위상 위협 인물 을 노력 을 
75	2017	
76	2017	도시 지리 환경 특성 특성 마다 고유 요소 도시 계획 개발 반영 그럼에도 불구하고 실질 계획 반영 부분 인해 뜻밖 무장 소성 항구 도시 항만 해당 도시 문화 역사 지리 환경 특성 독창 특화 항만 부각 물리 요소 사회 요소 적극 반영 사료 기존 용도지역 지구 제가 제도 자체 경직 탈피 도시 계획 접근 방안 모색 대두 활용 항만 형성 요소 도출 항만 구축 항만 유형 요인 분석 
77	2017	논문 행위자 네트워크 이론 바탕 국적 결혼 이주 가정 음식 네트워크 형성 결혼 이주 여성 경계 개념 고찰 바탕 대구 지역 국적 결혼이주여성 경험 자료 수집 분석 결과 다음 주장 제시 음식 단일 대상물 음식 과정 개입 인간 인간 물질 제도 행위자 들로 구성 네트워크 다중 혼 종 요소 집합체 이해 음식 문화 가정 사회 관계 규정 재구성 결혼 이주 가정 음식 네트워크 형성 재형 성하 과정 미 시적 권력 애착 관계 내포 점 음식 갈등 타협 교차 권력 장 결혼 이주 가정 음식 네트워크 본국 한국 거시 환경 미 시적 규정 환경 음식 네트워크 일부 인간 인간 행위자 관계 작동 결혼 이주 가정 음식 네트워크 다중 다 규모 형성 국적 음식 문화 이동성 반영 형성 음식 네트워크 혼 종적 재현 본국 음식 문화 위상 학 유동 부재 출현 표현 결혼이주여성 문화 경계 불 국적 결혼 이주 가정 행위자 네트워크 이론 음식 음식 네트워크 경계 
78	2017	디지털 게임 게임 비 
79	2017	유형 도시 공공 조명 디자인 장 소성 기술 디자인 융합 
80	2017	공공 건축 지역 공공 참여 공동체 
81	2017	신도림역 녹지 광장 혼잡 역사 
82	2017	현대 도시 비 이동성 보행 행태 
83	2017	동래 읍성 골목길 역사 창업 가로 체계 
84	2017	단절 생활 가로 문화 변화 만남 소통 
85	2017	서울로 고가 공원 남산 도시 정원 공원 고가도로 재생 
86	2017	매천 자연관 문학 작품 투영 고찰 매천 자연 특성 추출 논의 목적 근대 문학 특성 개별 매천 자연 리얼리즘 토대 작품 수용 매천 자연 투영 근대성 매천 자연 특성 논의 매천 자연 조선조 사대부 보편 자연 시와 차이 매천 자연 조선조 사대부 자연 관념 자연 존재 매천 자연 실경 자체 매천 자연 매천 자연 사실 자연 존재 자연 인간 종속 대상 조화 추구 대상물 인식 매천 자연 특성 매천 자연 특성 바 소재 변화 소재 인식 변화 기초 획득 매천 자연 시화 특정 특정 변화 전통 한시 부재 금강산 지리산 특수 한정 작품 제한 자체 획득 자체 시적 소재 도학 자연관 불필요 일 관념 현실 시적 소재 이유 매천 자연 자연관 변화 도학 자연관 관념 자연 자연 수기 대상 조화 추구 대상 인식 변화 자연 소재 한정 주위 자연물 대상 특정 개념 인식 자연 특성 매천 황현 도학 자연관 자연 근대성 
87	2017	논문 기초 한국 세계 사회 제국 소비 자본주의 전략 동화 배제 자신 경계 확장 전통 문제점 다층 기반 윤리학 정립 쿠바 문학 영화 분석 로컬 도덕 트랜스 로커 윤리학 윤리 개념 제시 문화 다양성 차이 인해 발생 문제 로컬 도덕 동화 배제 전략 다 문화 다 인종 상황 연계 하위 주체 자신 외상 스트레스 극복 자각 의식 전통 다층 트랜스 로컬 윤리학 지평 트랜스 로컬 윤리학 로컬 도덕 대위 유목 다층 교합 상호 연결 개념 편협 지역 인종 계급 문화 경계 도덕 로컬 도덕 민족주의 인종 젠더 지역 경계 매몰 환대 윤리 장 소성 확장 쿠바 영화 전통 혼 종 문화 식민 수탈 역사 기억 재현 반복 다층 트랜스 로커 윤리학 사유 자국민 세계 시민 길항 다 문화 사회 차이 인정 포용 인간 다운 사회 실현 타자 소수 자 존중 사회 윤리 자신 경계 해체 혼 종의 길 로컬 도덕 트랜스 로커 윤리학 외상 스트레스 자각 의식 쿠바 문학 영화 정서 혼 종 
88	2017	감성 디자인 논의 전개 건축 재료 물 감성 교감 초점 상대 피터 줌 터 작품 중심 물 이용한 감성 표현 특성 분석 방법 선행 물 감성 해석 물 감성 표현 특성 구축 지역 시간 공감각 지속 추출 내용 기준 줌 터 작품 중 물 감성 특성 작품 중심 실행 사례 분석 결과 줌 터 창의 구축 방식 구축 표현 지역 재료 구축 방식 적극 사용 지역 표현 재료 대비 재료 풍화작용 이용한 시간 표현 체험 동원 공감각 표현 재활용 재료 구조 활용 지속 표현 활용 물 감성 호소력 고양 확인 향후 사용자 감성 호소 감동 고양 디자인 도움 기대 감성 표현 물 피터 줌 터 
89	2017	인간 건축 지각 물리 조건 환경 자극 인지 과거 경험 기억 토대 방법 지각 물리 환경 조건 개인 심리 행태 관계 인간 가지 감각 구비 경험 인식 자기 의식 종합 통일 공감각 존재 경험 건축 사용자 지각 신체 개입 시각 신체 부분 감각 현상학 지각 경험 측면 메를로 퐁티 지각 현상학 이론 활용 정위 운동 체 화성 틀 구성 지각 현상학 이론 기존 이론 검토 전통 건축 현상학 요소 정위 요인 영역 방향성 구성 축 변화 요소 요인 촉각 자극 효과 중첩 액자 효과 동일 요소 반복 효과 운동 요소 요인 흐름 체 화성 요소 요인 주변 환경 조화 현상학 정위 요소 지각 상대 방향 체험 자신 선행 구조 본질 구성 인식 현상학 깊이 요소 주체 사물 경험 세계 신체 파악 사물 사이 관계 평면 사이 깊이 사실 깊이 의 부여 원 초적 깊이 특성 인식 현상학 운동 요소 시간 신체 시선 범위 배후 역동 특성 인식 체 화성 요소 심리 행태 환경 지원 의미 부여 상징 체험 환경 조건 산 물 바람 자연 물리 해석 인간 자연 관계 의미 체험 토대 전통 한옥 구례 운조루 분석 실시 구례 운조루 현상학 특징 전통 건축 관점 접근 운조루 체 인식 특성 작용 전통 건축 특성 시도 거주 행위 간 관계 분석 전통 건축 본질 특성 시도 의미 기대 전통 한옥 현상학 감각 체험 지각 전통 운조루 
90	2017	Reflection of 모세 건축 특성 미술관 합목적 프로세스 
91	2017	본고 현대 소설 인도 재현 방식 서사 의미 이후 국문학 경험 지형학 감수성 탐색 90년대 이후 인도 추상 실존 상상 체험 표상 재현 맥락 재배치 국문학 배경 주제 서사 의미 부여 강석경 송기원 소설 인도 개인 구원 구도 초월 추구 존재 결핍 추동 인도 행 인도인 삶 추상화 낭만 결과 상상 현실 사이 낙차 극복 선택 배제 인도 정체성 이원 재구성 서사 방식 인도 차별 차이 강조 민화 과정 답습 궁극 인도 외부 현실 자의 차단 주관 내면 탈취 실재 지명 상징 도달 미 답지 오수연 이화 하창수 소설 인도 21세기 모순 집약 오리엔탈리즘 이후 타자 계급 계급 동양 서양 경계 존재 방식 사유 기능 소설 현대 인도 작동 계급 권력 문제 실체 허상 해부 인도 현실 지배 자본 힘 간파 인도 이상 구원 출발점 종 착 지도 과거 현재 타자 계급 계급 공존 삶 지속 분투 현장 사실 상기 인물 자신 내면 집중 타자 시야 확보 관계 존재 고통 해소 상호 의존 외 존 존재 방식 동양 서양 원성 기초 오리엔탈리즘 구도 해체 인도 포스트 오리엔탈리즘 시대 타자 이해 관계 윤리 모색 정체성 부여 경험 지형학 감수성 인도 내 부식 민화 로 컬리 티 외 존 경계 상호 의존 포스트 오리엔탈리즘 
92	2017	도시 재생 공공 도시 자극 휴먼 스케일 용도 변경 지속 
93	2017	빛 지각 시간 
94	2017	도시 지리 물 대상 기층민 입장 형성 담론 의미 분석 경양방죽 봉산 기원 광주 구성 대표 상징물 경양방죽 과거 광주 주변 지역 농업 용수 공급 저수지 봉산 왕자 역사 광주 일제 강점기 근대 도시 성격 기획 구성 일제 도시 정비 경양방죽 태봉 산 소멸 대상 지목 조신 인 반대 무산 대상 산업 근대화 시기 도시 계획 시행 경양방죽 봉산 전설 현재 전승 전설 대상물 기원 풍수 기능 김덕령 일화 소멸 이후 피해 내용 구성 경양방죽 봉산 전설 이야기 의미 지향 담론 담론 시대 상황 발생 갈등 이야기 기층민 저항 의지 언표 경양방죽 봉산 담론 광주 역사 자료 광주 근대 도시 경양방죽 봉산 담론 
95	2017	기억 투쟁 장인 상무대 옛터 재현 기념 공원 표지석 자유 공원 재현 기념물 문제 문헌 관련 자료 관계자 면담 현장 답사 진행 상무대 옛터 기념 조성 국가 주 도하 광주광역시 주체 진행 미래 장 계획 역사 교육성 강조 국가 무상 양여 축소 도시 계획 인해 공원 분리 조성 사적 법정 영창 이전 복원 훼손 역사 교육성 재현 특성 호명 혼란 전통 현대 존재 재현 이후 운영 주체 광주광역시 광주 시민 배상 차원 무상 양여 부지 중 각사 매각 결 절 지역 발전 자유 공원 이전 검토 시민 단체 반발 중지 표지석 택지 개발 도시 계획 인해 이설 상무대 옛터 기념 과정 고찰 결과 기념사업 의미 항쟁 대동 민족 민주 정신 검토 적극 시민 참여 필요 사료 상무대 옛터 기념 공원 자유 공원 표지석 각사 시민 참여 
