Id,Label,timeset,Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
545,contribute,,64,4,0.449382,0.471126,955.441834
546,score,,39,4,0.409938,0.432848,423.208775
547,safety,,50,4,0.438155,0.460028,1087.360967
548,fiction,,12,4,0.362271,0.378589,190.199005
549,tour,,5,4,0.360759,0.376528,6.907956
550,terrorism,,11,5,0.364853,0.381592,137.135716
551,sop,,22,4,0.380577,0.400086,88.759562
552,ses,,8,5,0.329826,0.341015,10.306214
553,placement,,8,5,0.329826,0.341015,10.306214
554,maintain,,9,5,0.386441,0.405948,3.25681
555,attempt,,18,4,0.402504,0.422747,83.868813
556,breweries,,14,4,0.363478,0.380781,107.864254
557,decrease,,9,4,0.37686,0.396465,205.597658
558,chance,,13,4,0.380403,0.398724,33.147404
559,success,,16,4,0.380577,0.400851,99.800597
560,territories,,23,4,0.381039,0.401415,201.226061
561,sand,,10,5,0.361905,0.378203,885.862293
562,engage,,30,4,0.429305,0.449528,333.579452
563,growth,,42,4,0.419468,0.442351,624.163511
564,contribution,,14,4,0.402956,0.423079,154.900702
565,cover,,4,4,0.363531,0.38231,0.900565
566,discuss,,32,4,0.433161,0.453549,678.880625
567,festivals,,11,4,0.379253,0.398292,21.872966
568,gentrification,,14,4,0.386143,0.405635,54.843609
569,agency,,17,4,0.40367,0.423412,59.974844
570,situations,,8,5,0.362795,0.379931,0
571,conclude,,21,4,0.419468,0.439826,42.245484
572,birth,,7,5,0.359879,0.376907,0
573,restaurant,,3,5,0.32002,0.330536,0
574,leaders,,5,5,0.35885,0.37488,0
575,distribution,,3,4,0.368824,0.384935,0
576,parent,,27,4,0.396898,0.418295,919.9254
577,landslide,,7,5,0.343326,0.355443,0
578,course,,29,4,0.405957,0.427665,8252.416571
579,professionals,,9,5,0.366989,0.383652,0.751026
580,amenities,,9,5,0.373159,0.392637,1437.068963
581,female,,7,5,0.363795,0.380795,0.641236
582,feel,,23,4,0.418768,0.439693,167.453029
583,fast,,3,5,0.347754,0.361423,0
584,practitioners,,3,5,0.347754,0.361423,0
585,district,,27,4,0.419468,0.440557,3833.855277
586,manage,,7,4,0.368174,0.3855,0
587,arrangements,,6,5,0.33869,0.352479,0
588,warn,,3,5,0.293333,0.30303,0
589,employ,,9,4,0.386441,0.404871,0.376599
590,streets,,9,5,0.379712,0.398837,0.946531
591,achievements,,8,5,0.380346,0.399468,0
592,resiliency,,6,5,0.354237,0.36971,0
593,account,,27,4,0.424509,0.44491,385.33685
594,variables,,54,4,0.427549,0.451489,586.589575
595,reference,,4,4,0.363531,0.380383,0
596,technology,,45,4,0.420947,0.444444,703.37942
597,bedouin,,8,5,0.362166,0.378569,1.173193
598,leisure,,12,5,0.380403,0.399747,23.718084
599,fruit,,3,5,0.358593,0.37508,0
600,sample,,37,4,0.420312,0.442982,345.879696
601,border,,23,4,0.390959,0.411384,188.97574
602,sandy,,5,5,0.316507,0.32702,0
603,contingent,,5,4,0.369095,0.386862,2.66444
604,valuation,,5,4,0.369095,0.386862,2.66444
605,outcomes,,21,4,0.40754,0.428595,156.602161
606,ones,,12,5,0.39298,0.413258,10.158857
607,photovoice,,11,4,0.377029,0.395401,23.28656
608,walk,,34,4,0.404255,0.426934,6202.57655
609,quit,,6,5,0.356706,0.37096,162.579024
610,choice,,17,4,0.372217,0.389985,399.637963
611,layer,,4,5,0.361435,0.378834,0
612,stadium,,8,5,0.357979,0.372422,2573.01662
613,monitor,,26,4,0.411013,0.432582,940.428312
614,percentage,,7,5,0.359879,0.376907,0
615,latin,,7,5,0.359879,0.376907,0
616,subgroups,,7,5,0.359879,0.376907,0
617,clock,,7,5,0.359879,0.376907,0
618,expectancy,,7,5,0.359879,0.376907,0
619,mortality,,7,5,0.359879,0.376907,0
620,consideration,,5,5,0.374161,0.39259,0
621,slope,,5,5,0.3648,0.381792,0.233051
622,reduction,,8,4,0.37931,0.397495,0.564952
623,esthetics,,3,4,0.361748,0.380084,0
624,losses,,13,4,0.379253,0.398491,451.307838
625,gap,,34,4,0.425879,0.447601,597.796017
626,inhabitants,,19,4,0.406417,0.427266,832.936984
627,represent,,10,4,0.386679,0.406865,7.672887
628,drug,,25,4,0.366238,0.383606,550.714447
629,reservoir,,16,5,0.35514,0.370694,32.588314
630,stereotype,,2,5,0.320716,0.331619,0
631,copyright,,17,4,0.39521,0.416766,35.692823
632,pedagogy,,9,5,0.355593,0.370322,1.783604
633,guidelines,,17,4,0.396773,0.416966,991.009657
634,conclusions,,4,4,0.365971,0.382675,0
635,lead,,12,4,0.396083,0.416301,11.612382
636,towns,,8,4,0.355593,0.370481,162.682692
637,initiate,,5,5,0.374552,0.392491,1.19085
638,traditions,,9,5,0.38255,0.402093,2.240982
639,facts,,3,5,0.358593,0.37508,0
640,resistance,,12,5,0.39163,0.41143,139.452138
641,tendency,,8,5,0.383545,0.402592,0.449415
642,accumulate,,6,5,0.378623,0.39701,0.449415
643,projection,,3,5,0.358593,0.37508,0
644,retention,,5,4,0.367096,0.384802,0
645,dream,,9,4,0.381387,0.400784,2.229994
646,etc,,4,5,0.367688,0.384583,0
647,give,,3,5,0.358593,0.37508,0
648,ignore,,3,5,0.358593,0.37508,0
649,break,,4,5,0.367688,0.384583,0
650,durability,,3,5,0.358593,0.37508,0
651,urban,,7,5,0.378852,0.397608,0
652,human,,4,5,0.366452,0.383386,0
653,perceptive,,3,5,0.358593,0.37508,0
654,emphasis,,9,4,0.388777,0.407629,0
655,adopt,,7,5,0.371721,0.389068,53.412762
656,snowball,,3,5,0.358593,0.37508,0
657,consider,,13,4,0.382434,0.401914,111.637396
658,shemiran,,3,5,0.358593,0.37508,0
659,prepare,,5,4,0.364588,0.381147,0.833125
660,carry,,5,5,0.369748,0.387208,0
661,comment,,5,5,0.377086,0.395315,0
662,agree,,3,5,0.358593,0.37508,0
663,mentalities,,3,5,0.358593,0.37508,0
664,person,,6,5,0.37737,0.395647,16.582251
665,existence,,4,5,0.362847,0.379831,0
666,rachel,,3,5,0.358593,0.37508,0
667,gould,,4,5,0.367688,0.384583,0
668,chokor,,3,5,0.358593,0.37508,0
669,belanger,,3,5,0.358593,0.37508,0
670,prefer,,10,5,0.384722,0.403721,121.310158
671,happiness,,3,5,0.358593,0.37508,0
672,convenience,,8,5,0.380403,0.39897,78.121729
673,collective,,4,5,0.367688,0.384583,0
674,schwartz,,3,5,0.358593,0.37508,0
675,citizens,,12,5,0.395771,0.416414,72.498259
676,probability,,12,5,0.383193,0.402824,76.506424
677,mentality,,3,5,0.358593,0.37508,0
678,symbol,,5,5,0.374161,0.39259,0
679,remain,,3,5,0.358593,0.37508,0
680,achieve,,3,5,0.358593,0.37508,0
681,include,,3,5,0.358593,0.37508,0
682,socialization,,4,4,0.36332,0.380948,0.504469
683,plane,,3,5,0.358593,0.37508,0
684,row,,3,5,0.358593,0.37508,0
685,element,,12,4,0.390229,0.409589,15.101031
686,hangouts,,3,5,0.358593,0.37508,0
687,ceremonies,,3,5,0.358593,0.37508,0
688,exhibitions,,8,5,0.387097,0.406546,68.352302
689,furniture,,3,5,0.358593,0.37508,0
690,height,,9,4,0.382084,0.400452,10.779277
691,difference,,14,4,0.401601,0.421485,118.419681
692,pool,,3,5,0.358593,0.37508,0
693,runoff,,3,5,0.358593,0.37508,0
694,synergies,,3,4,0.361748,0.380084,0
695,photograph,,11,4,0.388536,0.40826,31.398561
696,comparison,,11,4,0.379138,0.397528,65.077877
697,disasters,,13,4,0.354789,0.370049,23.687952
698,evaluation,,15,4,0.402504,0.422614,47.656795
699,imaginations,,2,5,0.311514,0.322461,0
700,employability,,9,5,0.370622,0.389567,2433.870917
701,skills,,14,5,0.387216,0.408041,5129.416671
702,hong,,11,4,0.385076,0.405403,69.154545
703,malay,,7,4,0.352247,0.366427,103.869803
704,royal,,7,4,0.352247,0.366427,103.869803
705,graze,,4,5,0.362585,0.380928,0
706,ghost,,14,4,0.374049,0.392444,98.567746
707,art,,31,4,0.408403,0.430688,2810.673024
708,audience,,12,4,0.385017,0.404406,15.129794
709,measurement,,9,4,0.37669,0.396299,14.262288
710,involve,,18,4,0.412229,0.432915,207.852375
711,finland,,9,4,0.363005,0.380781,56.622546
712,deinstitutionalization,,10,5,0.353638,0.36662,13.597361
713,teacher,,11,5,0.358696,0.37391,13.649305
714,survivors,,13,4,0.376464,0.3958,111.019512
715,stroke,,10,5,0.372162,0.390663,56.699123
716,thailand,,18,4,0.368336,0.3853,2693.804266
717,wind,,12,4,0.358542,0.374402,3859.103052
718,annoyance,,12,4,0.358542,0.374402,3859.103052
719,wander,,12,4,0.374049,0.39178,57.789639
720,meadows,,23,4,0.380403,0.400219,719.064095
721,ballet,,8,4,0.371886,0.389387,0
722,inclusion,,18,4,0.396021,0.416467,49.946397
723,transformation,,18,4,0.388295,0.408094,196.289079
724,recall,,7,5,0.344742,0.358101,0
725,topics,,24,4,0.372937,0.392145,312.222759
726,geoparks,,5,5,0.356402,0.372269,0
727,participant-actors,,4,5,0.345931,0.359244,0
728,imagination,,18,4,0.397653,0.418129,906.061597
729,bricks,,4,5,0.345931,0.359244,0
730,platform,,4,5,0.34016,0.35519,0
731,lowcountry,,7,5,0.327501,0.338822,17.658817
732,motives,,14,4,0.374328,0.393375,330.815133
733,shop,,16,5,0.358388,0.374615,2013.418998
734,atrium,,15,5,0.356098,0.371524,1776.570705
735,center,,20,4,0.381851,0.40218,4787.069384
736,functionality,,4,5,0.350133,0.364573,0
737,waste,,10,4,0.367365,0.384403,17.948717
738,distinction,,6,5,0.349888,0.364646,0
739,offer,,25,4,0.412772,0.434078,354.311397
740,task,,21,4,0.400383,0.421817,181.426538
741,call,,12,5,0.375337,0.39382,42.320096
742,ground,,9,4,0.377939,0.396664,41.855542
743,repeat,,16,4,0.380461,0.400884,116.442388
744,addition,,27,4,0.40807,0.429924,233.763975
745,canada,,54,4,0.426676,0.450492,5651.199497
746,teach,,12,5,0.355795,0.371518,26.633256
747,application,,18,4,0.389622,0.410453,72.636959
748,incorporate,,12,4,0.391325,0.410686,906.125904
749,transform,,13,4,0.402827,0.423511,16.307527
750,agencies,,8,5,0.351064,0.366221,2.98614
751,road,,7,5,0.359107,0.374847,63.916574
752,products,,9,4,0.381445,0.401449,159.306724
753,zealand,,28,4,0.38484,0.404904,2813.379972
754,period,,18,4,0.388356,0.407828,261.577894
755,web,,4,5,0.364111,0.380662,0
756,contain,,5,4,0.365811,0.385267,2.827975
757,hike,,16,4,0.390472,0.411184,2927.578682
758,experimentation,,3,5,0.314838,0.323897,0
759,intention,,18,4,0.381039,0.401515,124.946487
760,settlement,,28,4,0.406879,0.428429,400.589722
761,welfare,,19,5,0.385846,0.405748,174.350991
762,reason,,17,4,0.405301,0.425738,21.016817
763,geoscience,,4,5,0.323029,0.334018,2.387286
764,geology,,4,5,0.323029,0.334018,2.387286
765,direction,,5,4,0.369312,0.387527,2.540156
766,jiangsu,,4,4,0.367204,0.384968,0
767,behavior,,54,4,0.42415,0.448299,725.00413
768,curriculum,,8,5,0.340622,0.353708,12.758153
769,facilities,,15,4,0.394836,0.41547,225.706785
770,supermarket,,14,4,0.368444,0.386463,2666.520064
771,villages,,21,4,0.391142,0.412048,66.61054
772,des,,30,5,0.352,0.36876,32737.078008
773,settlements,,10,5,0.380115,0.399535,47.19253
774,divine,,3,5,0.352247,0.368567,0
775,precinct,,8,4,0.347513,0.360579,7.241483
776,motivations,,13,5,0.359931,0.376276,356.391063
777,principle,,10,5,0.357265,0.372621,0.033333
778,record,,8,5,0.373548,0.391461,2565.825593
779,returnees,,8,5,0.368282,0.385606,0
780,pcmws,,10,4,0.385668,0.404306,0
781,inquiry,,8,5,0.343844,0.358732,7.310505
782,cgl,,6,5,0.341829,0.35634,0
783,sewage,,8,5,0.355341,0.369531,0.192643
784,cooperation,,8,5,0.339976,0.350625,0
785,hotel,,9,5,0.354538,0.36983,97.83826
786,analytics,,11,4,0.352594,0.366261,15.435439
787,interface,,11,4,0.352594,0.366261,15.435439
788,north,,7,5,0.360863,0.37712,80.851134
789,online,,36,4,0.402827,0.425339,343.962241
790,property,,9,5,0.341503,0.354712,81.804594
791,forestland,,5,5,0.327159,0.337892,12.83231
792,politics,,33,4,0.401408,0.424076,1281.991969
793,fleet,,4,5,0.34814,0.362055,0
794,capacity,,16,5,0.391508,0.411696,33.879294
795,analyze,,11,4,0.392181,0.412281,3.822338
796,design/methodology/approach,,22,4,0.402116,0.423611,271.869645
797,reveal,,31,4,0.43041,0.451156,134.656773
798,press,,21,4,0.414751,0.435573,43.943097
799,wellness,,7,4,0.381039,0.399854,0
800,nation,,14,4,0.371006,0.388989,314.18869
801,timor-leste,,3,5,0.342904,0.356918,0
802,income,,39,4,0.418418,0.441155,210.042841
803,ageing-in-place,,4,5,0.342998,0.357064,0
804,class,,21,4,0.387635,0.408692,4254.374508
805,disease,,5,5,0.344127,0.358725,0
806,limitations/implications,,11,4,0.383662,0.403509,119.621834
807,awareness,,12,4,0.401152,0.421485,64.733153
808,video,,18,4,0.355947,0.370249,5133.539721
809,cue,,11,4,0.361957,0.37932,47.550937
810,movement,,12,4,0.363584,0.38015,94.903389
811,mississippi,,3,5,0.293196,0.301509,0
812,polesie,,4,5,0.359004,0.375811,0
813,displacement,,10,4,0.382259,0.401615,157.048836
814,novels,,13,4,0.344222,0.356891,3345.292281
815,crime,,13,4,0.344222,0.356891,3345.292281
816,migrant,,5,5,0.348092,0.360819,9.907327
817,responsibilities,,6,4,0.373159,0.390916,3.614634
818,scene,,8,5,0.361435,0.379266,212.287978
819,phenomenon,,8,4,0.383135,0.402844,3.379869
820,belong,,10,4,0.377086,0.396431,0.522307
821,centre,,5,5,0.358183,0.373684,9.331703
822,infrastructure,,16,4,0.402052,0.42185,70.870791
823,express,,6,4,0.385846,0.406067,1.254853
824,evictions,,1,5,0.303265,0.312115,0
825,dwellers,,1,5,0.303265,0.312115,0
826,africa,,8,5,0.39035,0.410666,29.473592
827,intervention,,10,4,0.397653,0.417431,10.628981
828,link,,24,4,0.422364,0.443414,192.269496
829,pennsylvania,,6,5,0.357979,0.374781,0
830,ohio,,6,5,0.357979,0.374781,0
831,likelihood,,6,5,0.357979,0.374781,0
832,college,,13,5,0.371116,0.389766,198.667904
833,degree,,13,4,0.385609,0.406366,116.458847
834,perspective,,10,4,0.379253,0.397495,30.272701
835,claim,,6,4,0.357214,0.373173,59.902376
836,musicians,,4,5,0.316547,0.325266,580.258133
837,john,,18,4,0.392243,0.412945,26.503646
838,wiley,,21,4,0.401216,0.422415,49.331317
839,sons,,15,4,0.389562,0.409656,12.108023
840,shelter,,4,4,0.34016,0.351808,0
841,outdoor,,12,5,0.37266,0.390065,31.884539
842,texas,,5,5,0.340668,0.354007,0
843,sensation,,6,5,0.352544,0.366275,0
844,pts,,5,5,0.340668,0.354007,0
845,microclimate,,5,5,0.340668,0.354007,0
846,error,,5,5,0.340668,0.354007,0
847,draw,,10,4,0.383721,0.402977,111.260429
848,coastal,,17,4,0.381677,0.401183,59.59015
849,empowerment,,7,4,0.380634,0.399189,0.123288
850,trust,,24,4,0.401216,0.422083,131.039781
851,embody,,16,4,0.391325,0.411118,78.861472
852,county,,10,4,0.39163,0.412513,52.97631
853,interiors,,1,5,0.352148,0.368169,0
854,ecology,,10,4,0.385906,0.40527,9.739256
855,itineraries,,13,4,0.35519,0.371146,116.145353
856,demography,,7,4,0.374105,0.392278,0.880439
857,series,,11,4,0.378338,0.396299,13.849877
858,festival,,28,4,0.388536,0.409058,5738.808707
859,recognition,,5,5,0.339561,0.351382,89.341901
860,continuity,,9,4,0.376464,0.393607,3.7993
861,springer,,22,4,0.40827,0.429426,145.665394
862,future,,33,4,0.429011,0.450259,53.599775
863,date,,15,5,0.39212,0.412693,318.946244
864,sound,,12,5,0.379655,0.398837,92.901719
865,theme,,19,4,0.41189,0.432549,47.548109
866,mediate,,9,4,0.353688,0.367424,4.19605
867,comprehension,,1,5,0.316947,0.325399,0
868,researchers,,35,4,0.416888,0.439261,443.876876
869,satellite,,3,5,0.35803,0.374681,0
870,japan,,16,4,0.399045,0.419292,81.295482
871,examples,,12,5,0.377143,0.395993,49.023303
872,strategy,,11,4,0.382959,0.402446,28.49332
873,luang,,9,4,0.344553,0.357888,2509.202745
874,prabang,,9,4,0.344553,0.357888,2509.202745
875,staff,,8,4,0.359261,0.373139,7.463218
876,samoan,,10,5,0.358952,0.374482,79.77435
877,translation,,13,4,0.344222,0.356891,3345.292281
878,remediation,,7,4,0.349742,0.363271,2509.676625
879,contaminate,,4,4,0.336464,0.34998,0
880,groundwater,,4,4,0.336464,0.34998,0
881,habs,,1,5,0.33074,0.340889,0
882,inform,,22,4,0.405366,0.425837,95.34895
883,fishery,,5,5,0.362114,0.378103,0
884,tehran,,4,5,0.342857,0.355436,0
885,economy,,12,4,0.377939,0.396498,50.18164
886,whss,,1,5,0.319613,0.331067,0
887,melaka,,1,5,0.319613,0.331067,0
888,creativity,,1,5,0.319613,0.331067,0
889,queensland,,5,4,0.376407,0.394272,0
890,patronage,,4,5,0.284806,0.293348,0
891,gaston,,3,5,0.315432,0.325844,0
892,topoanalysis,,3,5,0.315432,0.325844,0
893,haidplatz,,3,5,0.315432,0.325844,0
894,debate,,23,4,0.406483,0.427166,170.707614
895,mountains,,5,4,0.381851,0.401116,0
896,component,,9,4,0.370732,0.388091,245.934327
897,townscape,,3,5,0.293128,0.301475,5013
898,riverfront,,1,6,0.226702,0.230575,0
899,boundaries,,24,4,0.3865,0.407164,10181.536289
900,hurricane,,5,5,0.316507,0.32702,0
901,marketplace,,4,4,0.341457,0.353735,2507.602449
902,cocreation,,2,4,0.348479,0.364268,0
903,facility,,13,5,0.384604,0.404286,185.040359
904,simulation,,17,4,0.367419,0.383639,7548.08319
905,immigration,,5,5,0.344127,0.359191,0
906,smoke,,3,5,0.307806,0.317185,0
907,cessation,,3,5,0.307806,0.317185,0
908,wales,,11,4,0.370677,0.388922,51.526921
909,mindfulness,,2,5,0.297509,0.306061,0
910,incentives,,5,5,0.304628,0.313317,0
911,menu,,3,5,0.32002,0.330536,0
912,items,,4,5,0.342202,0.354991,11.175716
913,restaurants,,3,5,0.32002,0.330536,0
914,conserve,,9,4,0.372771,0.390517,4.639859
915,mountaineer,,2,5,0.263528,0.269471,12.700516
916,camp,,11,5,0.338507,0.351469,8789.117026
917,disruption,,10,4,0.394464,0.413909,49.545255
918,zoo,,7,5,0.353339,0.367604,0
919,transporter,,12,5,0.356706,0.370661,40.914479
920,receptor,,12,5,0.356706,0.370661,40.914479
921,carbon,,11,4,0.370458,0.38962,110.203929
922,ccs,,5,5,0.358644,0.374382,0
923,obstruction,,3,5,0.315551,0.324615,0
924,provide,,16,5,0.397275,0.418042,5.939414
925,distress,,7,5,0.362061,0.379426,0
926,suicide,,7,5,0.362061,0.379426,0
927,worker,,7,5,0.362061,0.379426,0
928,agriculture,,8,5,0.371611,0.390098,9.162889
929,dementia,,6,5,0.359725,0.376309,8.696905
930,carers,,6,5,0.359725,0.376309,8.696905
931,panopea,,5,5,0.351457,0.364879,0
932,puget,,9,5,0.355241,0.369165,4.015984
933,eritreans,,4,5,0.338965,0.352399,1
934,temperature,,7,5,0.368932,0.385879,176.507072
935,text,,8,5,0.352297,0.365544,0.119461
936,municipalities,,7,4,0.374888,0.393075,13.049995
937,reconstruction,,2,5,0.322821,0.333373,0
938,non-users,,7,4,0.364482,0.380748,1.411414
939,refer,,3,4,0.355997,0.371478,0
940,wine,,8,5,0.350475,0.363251,2576.358737
941,wineries,,2,5,0.317147,0.326788,0
942,california,,11,4,0.387216,0.406499,2.870019
943,salmon,,3,5,0.349061,0.363716,0
944,loop,,3,5,0.349061,0.363716,0
945,engineer,,10,4,0.382959,0.401814,2526.361944
946,com,,3,5,0.314089,0.323259,0
947,orientation,,3,5,0.314089,0.323259,0
948,motorise,,3,4,0.335294,0.345428,0
949,duration,,16,4,0.355341,0.370315,5113.732029
950,congo,,3,5,0.308335,0.317783,0
951,daylight,,4,4,0.326435,0.336158,0
952,behaviour,,6,4,0.378338,0.396465,4.616352
953,virginia,,4,4,0.363057,0.378323,0
954,valley,,4,5,0.337006,0.349056,17.817828
955,story,,10,5,0.359467,0.375439,61.845153
956,journalism,,9,5,0.357826,0.373312,53.238248
957,nyoongar,,6,5,0.327715,0.33756,0.309007
958,methodology,,16,4,0.409202,0.429592,98.799724
959,address,,21,4,0.414614,0.43554,209.891521
960,wellbeing,,6,4,0.364376,0.381047,0.869376
961,frame,,19,4,0.403021,0.42391,788.60099
962,combine,,11,4,0.392919,0.413577,55.147349
963,locations,,23,4,0.404255,0.424741,275.416748
964,transformations,,9,5,0.376181,0.394783,26.013483
965,sciendo,,1,5,0.310781,0.321631,0
966,regeneration,,20,4,0.38378,0.403343,10168.754777
967,expectations,,7,4,0.381677,0.40095,1.260866
968,generation,,5,4,0.357418,0.372873,81.763551
969,phenomenology,,2,5,0.354839,0.370893,0
970,greenspace,,3,5,0.327372,0.338151,0.231694
971,wisdom,,2,5,0.32278,0.332602,0
972,frequency,,5,4,0.369966,0.387161,0.698838
973,expand,,3,5,0.370239,0.388503,0
974,decisions,,23,4,0.410811,0.432582,152.177357
975,advance,,7,4,0.380923,0.400219,16.441825
976,platforms,,3,4,0.361748,0.380084,0
977,host,,9,4,0.380577,0.39992,1.282822
978,shift,,17,4,0.394712,0.414773,134.18111
979,developments,,11,4,0.383545,0.402678,3.154767
980,marginalization,,13,4,0.384545,0.404339,152.642914
981,lanka,,4,5,0.372826,0.391361,0
982,officials,,5,4,0.361853,0.378522,1.365014
983,situation,,2,5,0.354187,0.369531,0
984,indicate,,3,5,0.358901,0.374841,1.92965
985,detail,,8,4,0.378909,0.396797,2.924131
986,organization,,7,5,0.364059,0.379632,2.621794
987,majority,,12,4,0.388115,0.408194,104.666097
988,century,,14,4,0.386203,0.405702,7.597069
989,attraction,,5,4,0.362375,0.37922,0
990,navigation,,4,5,0.32987,0.339487,0
991,discussions,,11,4,0.394774,0.414141,287.381104
992,diego,,3,4,0.363162,0.379552,0
993,engagements,,4,4,0.370348,0.386762,0
994,photography,,4,4,0.363373,0.379951,0
995,journey,,4,4,0.370348,0.386762,0
996,wilderness,,7,4,0.344742,0.357423,0
997,globalization,,14,4,0.375562,0.39487,133.814799
998,script,,3,5,0.347754,0.361423,0
999,options,,7,5,0.355694,0.371491,66.278873
1000,phase,,14,4,0.387755,0.407097,37.244989
1001,customers,,6,5,0.346792,0.360473,0
1002,hospital,,8,4,0.367688,0.384802,91.974265
1003,quantify,,5,4,0.363953,0.380051,12.9077
1004,equity,,2,5,0.331527,0.342145,0
1005,spatiality,,6,4,0.350084,0.363935,23.228325
1006,qualities,,20,4,0.40419,0.424841,155.054575
1007,particularities,,2,5,0.350573,0.365191,0
1008,santorini,,2,5,0.350573,0.365191,0
1009,problem,,8,5,0.383662,0.40309,0.676589
1010,psychologic,,4,5,0.315155,0.326229,0
1011,rate,,4,5,0.315155,0.326229,0
1012,confirm,,9,5,0.371336,0.389467,207.68104
1013,commodification,,4,5,0.337596,0.348591,0
1014,depopulation,,3,5,0.32853,0.338789,0
1015,decline,,14,4,0.395147,0.415238,1029.720593
1016,conceptualisations,,4,5,0.332803,0.343674,1.591362
1017,distance,,29,4,0.400895,0.422681,1631.977672
1018,search,,13,4,0.370458,0.388789,73.755707
1019,predictors,,16,4,0.379827,0.398824,97.112911
1020,privacy,,7,5,0.349791,0.362354,0
1021,opportunities,,36,4,0.431893,0.453349,509.322303
1022,size,,6,5,0.360604,0.376143,15.010522
1023,motion,,6,4,0.348285,0.360114,6267.779513
1024,extension,,6,4,0.360915,0.376661,163.94079
1025,others,,10,4,0.380692,0.400053,75.506971
1026,coast,,6,4,0.368282,0.385599,952.390444
1027,contexts,,11,4,0.398158,0.418328,47.648406
1028,labs,,3,5,0.314838,0.323897,0
1029,ethnography,,12,4,0.380981,0.399488,35.357647
1030,peer,,1,5,0.344979,0.358526,0
1031,visitation,,6,5,0.355593,0.36989,0
1032,tenure,,4,5,0.343421,0.35727,0
1033,geographers,,10,4,0.371116,0.388224,97.517132
1034,habitats,,3,5,0.333024,0.346239,0
1035,citizenship,,22,4,0.3639,0.381081,231.531149
1036,involvement,,4,5,0.339515,0.351821,0
1037,academics,,2,5,0.314917,0.324016,0
1038,define,,10,4,0.399681,0.419125,46.811423
1039,interconnections,,5,4,0.369204,0.386164,11.571158
1040,abandonment,,4,5,0.362585,0.380928,0
1041,institutions,,6,5,0.325926,0.336198,2.095455
1042,locality,,6,5,0.347947,0.36135,59.728287
1043,modernization,,6,4,0.379253,0.398691,7.602126
1044,opportunity,,9,5,0.371061,0.38847,24.620557
1045,techniques,,12,4,0.382492,0.401249,9.434287
1046,derbyshire,,2,4,0.365918,0.383207,0
1047,peak,,2,4,0.365918,0.383207,0
1048,asia,,10,4,0.381445,0.399887,154.142471
1049,waterfowl,,4,5,0.327202,0.337327,0
1050,étrangers,,4,5,0.327202,0.337327,0
1051,américains,,4,5,0.327202,0.337327,0
1052,aux,,4,5,0.327202,0.337327,0
1053,terror,,4,5,0.351457,0.364281,2507.184659
1054,problems,,4,5,0.367042,0.383553,0
1055,meteorology,,1,5,0.288774,0.296299,0
1056,differ,,5,4,0.366506,0.383274,2.24642
1057,beer,,6,5,0.347802,0.362101,0
1058,manager,,6,4,0.351211,0.365431,16.999937
1059,agenda,,6,4,0.340576,0.352273,0
1060,relatedness,,5,5,0.362637,0.377552,0
1061,rootedness,,4,5,0.341039,0.353216,0
1062,wisconsin,,4,5,0.336058,0.347162,11.909707
1063,high-class,,5,5,0.328961,0.340424,0
1064,roman,,5,5,0.337051,0.347515,0
1065,massey,,3,5,0.349986,0.362453,12.42131
1066,vgi,,2,5,0.344175,0.355343,0
1067,menominee,,3,5,0.352,0.365437,0
1068,transmission,,2,5,0.315591,0.328442,0
1069,romania,,2,5,0.315591,0.328442,0
1070,priority,,4,4,0.362218,0.378456,0
1071,elicitation,,3,4,0.361748,0.380084,0
1072,gender,,13,4,0.386024,0.40507,17.594635
1073,visitor,,16,4,0.396146,0.4168,39.518827
1074,territory,,6,5,0.357112,0.371225,24.752152
1075,capture,,9,4,0.388295,0.407131,5.10802
1076,hall,,6,5,0.346409,0.361623,6.120521
1077,tapestries,,6,5,0.346409,0.361623,6.120521
1078,complexity,,8,5,0.384191,0.403157,8.845786
1079,flow,,4,5,0.3605,0.377339,41.880854
1080,reach,,5,5,0.363005,0.379898,7.025151
1081,sámi,,3,5,0.278357,0.286138,0.5
1082,performers,,4,5,0.30485,0.314115,11.766725
1083,analyse,,11,4,0.40517,0.424641,48.450264
1084,contact,,4,5,0.3605,0.37714,11.734514
1085,kong,,6,4,0.359518,0.376096,23.897201
1086,opinion,,11,4,0.378452,0.398558,42.841628
1087,densification,,4,4,0.344364,0.355828,0
1088,abuse,,2,5,0.313735,0.322408,0
1089,wemwbs,,3,5,0.335429,0.34776,5.992935
1090,pressure,,17,4,0.40419,0.425538,952.434235
1091,mediation,,9,4,0.353738,0.36965,5.26939
1092,ppas,,6,4,0.354037,0.369617,0
1093,treatment,,7,5,0.365438,0.381393,4.134509
1094,compare,,6,4,0.361071,0.377625,118.447044
1095,public,,2,5,0.345407,0.359224,4.059484
1096,technique,,6,4,0.374832,0.392145,0.341432
1097,description,,3,4,0.36715,0.384769,0
1098,heps,,3,5,0.323279,0.333174,0
1099,hosany,,5,4,0.369367,0.387693,0
1100,corridor,,3,5,0.338965,0.350086,0
1101,contrast,,15,4,0.409737,0.43019,90.067482
1102,providers,,8,5,0.378509,0.397721,0.366304
1103,outcome,,6,5,0.353439,0.367471,0
1104,indicator,,8,4,0.371445,0.388955,0
1105,highlight,,18,4,0.416058,0.436404,192.557341
