Id,Label,timeset,Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
550,resort,,13,5,0.36959,0.38985,5542.767558
551,hut,,4,5,0.337449,0.353607,314.710515
552,geology,,14,5,0.353604,0.367459,7.692315
553,field,,47,4,0.449906,0.471206,936.231225
554,qualities,,19,4,0.425017,0.445548,259.684823
555,associate,,8,4,0.396312,0.415142,19.877767
556,lakes,,6,5,0.348769,0.364323,11.012871
557,equation,,11,4,0.386543,0.405428,2.074902
558,items,,14,4,0.376723,0.395147,153.516985
559,obesity,,21,4,0.38138,0.401681,373.703425
560,facility,,8,4,0.388348,0.406822,95.633873
561,sage,,12,4,0.399791,0.419411,7.019599
562,drought,,14,4,0.387718,0.407257,10.844283
563,townscape,,16,4,0.368878,0.386435,386.940796
564,belief,,4,4,0.372324,0.388744,0
565,collections,,7,5,0.337509,0.347831,53.762007
566,connections,,15,4,0.420347,0.441366,143.302441
567,principles,,3,5,0.353997,0.367895,0
568,poverty,,19,4,0.38306,0.403337,1461.905504
569,discourse,,20,4,0.393459,0.413966,12.869687
570,businesses,,5,4,0.376872,0.39445,4.278564
571,inhabitants,,9,4,0.379865,0.397848,0
572,authority,,3,5,0.355378,0.370814,0
573,mckay,,2,5,0.337033,0.352649,0
574,football,,11,4,0.373341,0.390486,2923.004926
575,stadium,,11,4,0.373341,0.390486,2923.004926
576,institutions,,8,5,0.375687,0.392638,1.437555
577,transit,,6,5,0.350495,0.363452,0
578,access,,32,4,0.416322,0.439232,381.434731
579,nonriders,,6,5,0.350495,0.363452,0
580,earth,,20,4,0.3889,0.409479,184.68973
581,jane,,7,5,0.358979,0.37334,427.99959
582,australasia,,21,4,0.424734,0.445722,279.330857
583,define,,9,4,0.392652,0.411134,108.079052
584,evaluation,,8,4,0.376946,0.395409,0.254454
585,path,,10,4,0.379714,0.398894,16.979884
586,argue,,10,4,0.407889,0.427165,14.555553
587,look,,9,4,0.39763,0.416928,28.462216
588,carry,,1,5,0.329203,0.342464,0
589,malaysia,,16,4,0.376131,0.394712,83.214056
590,solastalgia,,26,4,0.393946,0.415665,352.792428
591,immigration,,8,4,0.367885,0.38417,0.812273
592,campus,,18,4,0.392089,0.413225,89.959995
593,mountain,,10,4,0.354194,0.367747,545.50718
594,orleans,,16,4,0.387247,0.407257,2288.002046
595,complexity,,16,4,0.399541,0.420239,29.856006
596,responses,,13,4,0.379262,0.397587,5.274192
597,presentation,,7,4,0.366756,0.382819,0
598,interaction,,44,4,0.434378,0.457658,404.338262
599,wall,,1,6,0.248119,0.252596,0
600,room,,7,5,0.329941,0.340904,5833.183037
601,feature,,22,4,0.432414,0.452256,593.85117
602,homeless,,5,5,0.338824,0.353276,59.467534
603,alleviation,,7,5,0.365495,0.381443,0
604,sport,,6,5,0.351978,0.364105,1920.522936
605,seed,,6,5,0.367038,0.382314,0
606,efforts,,10,4,0.399457,0.419106,34.175558
607,engineer,,7,5,0.351848,0.365978,0.253968
608,claim,,3,5,0.363274,0.377304,0
609,country,,14,4,0.404782,0.424856,484.987499
610,majority,,14,4,0.390169,0.40974,92.984508
611,concretise,,8,4,0.366756,0.383473,0
612,essence,,8,4,0.366756,0.383473,0
613,leisure,,8,4,0.383444,0.403206,24.295829
614,connection,,27,4,0.419702,0.441235,5978.248303
615,exercise,,4,5,0.352107,0.369463,1.068076
616,applications,,11,4,0.392249,0.411352,486.893307
617,libraries,,27,4,0.398376,0.420282,6137.899799
618,south,,24,4,0.420532,0.441932,252.034121
619,journal,,25,4,0.431731,0.452082,127.715909
620,compilation,,13,4,0.406416,0.426642,44.69476
621,port,,14,4,0.387247,0.407344,115.662686
622,movement,,26,4,0.415148,0.437315,555.154489
623,politics,,28,4,0.410779,0.432697,426.414647
624,glbtq,,10,4,0.370808,0.387219,3974.311736
625,chillout,,2,4,0.351267,0.3657,0
626,assess,,7,4,0.37305,0.389833,51.75819
627,commitments,,2,5,0.338404,0.351917,31.570421
628,instance,,2,4,0.363827,0.379422,0
629,"""expatscontracts""",,1,5,0.329203,0.342464,0
630,towards,,17,4,0.398708,0.419411,183.505821
631,self-fulfilments,,1,5,0.329203,0.342464,0
632,answer,,2,4,0.363827,0.379422,0
633,swedes,,1,5,0.329203,0.342464,0
634,formulate,,1,5,0.329203,0.342464,0
635,ambition,,1,5,0.329203,0.342464,0
636,partner,,1,5,0.329203,0.342464,0
637,adventure,,1,5,0.329203,0.342464,0
638,picture,,1,5,0.329203,0.342464,0
639,interviewee,,1,5,0.329203,0.342464,0
640,express,,2,5,0.341546,0.356438,0
641,lens,,1,5,0.329203,0.342464,0
642,exceptions,,1,5,0.329203,0.342464,0
643,imply,,3,5,0.363274,0.379613,0
644,package,,1,5,0.329203,0.342464,0
645,keep,,1,5,0.329203,0.342464,0
646,salaries,,1,5,0.329203,0.342464,0
647,priorities,,1,5,0.329203,0.342464,0
648,conception,,6,4,0.351978,0.367224,3908.33826
649,refer,,5,4,0.390169,0.409174,0
650,choose,,1,5,0.329203,0.342464,0
651,unit,,1,5,0.329203,0.342464,0
652,inside,,1,5,0.329203,0.342464,0
653,winter,,1,5,0.329203,0.342464,0
654,autumn,,1,5,0.329203,0.342464,0
655,include,,1,5,0.329203,0.342464,0
656,representation,,7,4,0.39821,0.417625,0
657,beijing,,1,5,0.329203,0.342464,0
658,delimitation,,1,5,0.329203,0.342464,0
659,criterion,,5,4,0.36286,0.378376,1.503905
660,months,,7,4,0.380318,0.398676,19.370291
661,semi,,2,4,0.363481,0.380511,14.997863
662,hour,,1,5,0.329203,0.342464,0
663,tap,,1,5,0.329203,0.342464,0
664,growth,,12,4,0.39763,0.417756,81.536958
665,wider,,3,4,0.365565,0.381382,0
666,contexts,,11,4,0.382523,0.400592,70.268453
667,separate,,1,5,0.329203,0.342464,0
668,begin,,3,4,0.369234,0.385999,0
669,clarify,,1,5,0.329203,0.342464,0
670,non-migration,,1,5,0.329203,0.342464,0
671,alternatives,,4,5,0.361831,0.378045,29.252818
672,communication,,25,4,0.411044,0.432784,223.563256
673,definition,,4,5,0.370378,0.387498,26.111904
674,examples,,3,4,0.367179,0.382776,0
675,"""place""",,1,5,0.329203,0.342464,0
676,"""rootedness""",,1,5,0.329203,0.342464,0
677,synthesis,,1,5,0.329203,0.342464,0
678,explain,,5,5,0.364728,0.380528,1.118946
679,insider,,1,5,0.329203,0.342464,0
680,relevance,,6,4,0.364104,0.380118,4.392077
681,mention,,1,5,0.329203,0.342464,0
682,investment,,2,5,0.342893,0.35609,17.707379
683,visualisation,,11,4,0.382906,0.401769,7.955101
684,ghost,,5,4,0.366897,0.384823,0.083333
685,gaston,,4,5,0.324898,0.336905,0
686,carolina,,8,5,0.330797,0.342769,75.772939
687,compliance,,4,5,0.324898,0.336905,0
688,relaxation,,11,4,0.374437,0.392141,5.572029
689,teachers,,9,5,0.351074,0.365281,121.050147
690,distinctiveness,,7,4,0.366756,0.382819,0
691,localities,,6,4,0.364381,0.380641,0
692,loci,,6,4,0.364381,0.380641,0
693,locality,,7,4,0.367038,0.384083,4.836122
694,exist,,6,4,0.364381,0.380641,0
695,kromdraai,,6,4,0.364381,0.380641,0
696,projections,,6,4,0.364381,0.380641,0
697,presentations,,6,4,0.364381,0.380641,0
698,domes,,6,4,0.364381,0.380641,0
699,basin,,15,4,0.397383,0.417581,23.086041
700,variables,,25,4,0.410515,0.432175,40.605153
701,content,,13,4,0.387012,0.406255,103.893711
702,word,,15,5,0.361557,0.377479,17.632302
703,adolescent,,12,4,0.377094,0.395757,9.3523
704,residency,,5,5,0.372179,0.388935,0
705,ireland,,15,4,0.3889,0.409653,28.608052
706,music,,13,4,0.391367,0.411091,1991.96615
707,broadcast,,3,5,0.353408,0.366632,0
708,preservation,,7,4,0.379714,0.39763,31.034277
709,contrast,,6,4,0.393379,0.412398,0
710,eurasia,,10,4,0.388269,0.407475,36.327591
711,lisbon,,6,4,0.376723,0.394189,0
712,flexibility,,4,5,0.344623,0.362058,0
713,maternity,,4,5,0.344623,0.362058,0
714,fourfold,,4,5,0.350174,0.364541,0
715,type,,28,4,0.42183,0.443413,267.687906
716,motivation,,5,4,0.36732,0.384213,1.710904
717,exhibit,,8,4,0.383905,0.401856,2.42163
718,film,,23,4,0.384909,0.405907,3095.058583
719,viewers,,1,5,0.277972,0.285389,0
720,name,,10,4,0.387639,0.40717,210.019625
721,traveller,,4,4,0.354063,0.368052,0
722,locals,,5,4,0.373268,0.390007,0
723,potential,,7,5,0.36006,0.375867,9.19397
724,gender,,18,4,0.404269,0.425335,495.059522
725,shape,,27,4,0.430274,0.451124,65.05702
726,spain,,6,4,0.385763,0.405166,7.219207
727,sop,,14,5,0.353604,0.367459,7.692315
728,debate,,16,4,0.423043,0.442891,98.029584
729,survival,,24,4,0.378962,0.399503,208.540868
730,sociology,,2,5,0.358173,0.371946,0
731,remoteness,,4,4,0.354063,0.368052,0
732,hypotheses,,15,4,0.40206,0.423027,14.214439
733,element,,4,4,0.37088,0.389702,0
734,exclusion,,7,5,0.358374,0.372905,147.692259
735,smoke,,4,5,0.360671,0.377043,415.593368
736,threat,,8,4,0.377318,0.395583,0
737,elders,,8,4,0.37769,0.394929,51.802099
738,gain,,7,4,0.384523,0.402858,74.055081
739,components,,16,4,0.398542,0.418758,15.246253
740,wilderness,,14,4,0.388426,0.407737,317.291148
741,score,,15,4,0.385763,0.405254,52.059818
742,monmouthshire,,10,4,0.381684,0.401072,283.529497
743,language,,14,4,0.378063,0.397369,4183.741271
744,personnel,,6,4,0.381,0.398806,6.136834
745,sensitivity,,3,4,0.369448,0.386217,0
746,relevant,,3,5,0.354259,0.369246,0
747,island,,14,4,0.400796,0.421241,263.178532
748,geographers,,8,4,0.381989,0.399721,0
749,africa,,11,4,0.391447,0.410829,78.430745
750,idps,,2,5,0.335673,0.349442,0
751,waste,,11,4,0.378437,0.397151,13.341565
752,japan,,13,4,0.372614,0.390138,19.760548
753,alcohol,,9,4,0.380016,0.398371,0
754,occupation,,2,5,0.340877,0.352649,0
755,interpretation,,7,4,0.386777,0.406168,1.808877
756,riverine,,4,4,0.360875,0.376329,0
757,shortages,,4,5,0.359925,0.374473,0
758,self-actualization,,5,4,0.372107,0.388439,0
759,tie,,3,4,0.366405,0.381295,0
760,emotions,,10,4,0.372687,0.390312,166.795613
761,inventory,,9,5,0.356371,0.370901,1.526583
762,tourist-experience,,4,5,0.337926,0.354043,0
763,israel,,1,4,0.351331,0.364567,0
764,sectors,,1,5,0.289761,0.299399,0
765,motivations,,3,4,0.370378,0.386958,7.154458
766,modes,,3,4,0.359519,0.374368,23.480373
767,discipline,,13,4,0.395248,0.415316,3874.916363
768,equity,,2,5,0.283365,0.290809,0
769,sponsorship,,5,5,0.35717,0.37138,0
770,cross,,12,4,0.365635,0.382384,17.145741
771,oregon,,7,5,0.363274,0.378176,2.344828
772,self,,10,4,0.385763,0.404208,2.18781
773,turbines,,3,5,0.322924,0.333072,0
774,scenes,,4,4,0.356039,0.370666,0
775,islandness,,5,5,0.343632,0.354191,3.143916
776,brand,,15,4,0.382523,0.401551,10198.131797
777,lilypad,,4,5,0.309097,0.320178,93.178465
778,developmental,,2,5,0.325728,0.338508,0
779,clark,,4,4,0.362723,0.377418,0
780,expedition,,4,4,0.362723,0.377418,0
781,materials,,13,4,0.387247,0.406691,82.021587
782,thatch,,2,6,0.269931,0.277696,0
783,economics,,10,4,0.380016,0.399242,303.727596
784,realism,,6,5,0.345619,0.357527,51.388276
785,makers,,5,4,0.376946,0.39371,0
786,americans,,3,5,0.333275,0.346428,0
787,component,,8,4,0.378887,0.396454,10.638181
788,village,,19,4,0.417139,0.437446,79.298921
789,representations,,19,4,0.405125,0.42612,1668.439017
790,integrate,,14,4,0.387404,0.406996,22.146516
791,recommendations,,3,5,0.365285,0.380876,0
792,users,,19,4,0.413175,0.433917,141.937821
793,notions,,14,4,0.40444,0.424334,1415.758473
794,reference,,21,4,0.417594,0.43823,45.250685
795,formation,,5,4,0.375909,0.394929,0
796,ecotourism,,6,4,0.384137,0.402988,17.821248
797,manage,,7,4,0.400796,0.420369,116.561063
798,regulate,,6,5,0.361148,0.378219,0
799,countries,,12,4,0.400712,0.420805,102.922837
800,asset,,7,5,0.363896,0.381835,0
801,assign,,6,5,0.361148,0.378219,0
802,well-being,,6,4,0.375245,0.392664,0
803,behaviors,,16,4,0.383751,0.403032,110.192649
804,medicine,,5,4,0.365635,0.381948,0.166667
805,beach,,3,5,0.352562,0.365499,5.629891
806,welfare,,1,5,0.279148,0.286731,0
807,town,,8,5,0.366124,0.382532,1.911583
808,citizen,,6,5,0.349918,0.363147,0
809,sanctuaries,,6,5,0.349918,0.363147,0
810,sea,,6,5,0.349918,0.363147,0
811,technology,,10,4,0.377318,0.395321,44.277012
812,illustrate,,23,4,0.406848,0.428254,280.247037
813,assessment,,18,5,0.397961,0.418601,155.606312
814,techniques,,9,4,0.397053,0.41658,17.337377
815,crop,,5,4,0.361284,0.3772,7.794069
816,livestock,,2,5,0.323306,0.333046,0
817,grasslands,,2,5,0.323306,0.333046,0
818,preferences,,3,5,0.341974,0.354095,15.331857
819,america,,17,4,0.409636,0.429953,49.746237
820,hypothesis,,12,4,0.39001,0.409523,37.621152
821,complexities,,8,4,0.39821,0.417886,58.321238
822,cluster,,2,5,0.343016,0.359488,0
823,globalization,,7,5,0.360399,0.375213,1917.969036
824,creation,,6,5,0.350046,0.365194,7.434152
825,distribution,,7,5,0.367531,0.3841,0
826,gi,,5,4,0.372614,0.389136,0
827,consist,,9,4,0.391047,0.41035,1.339117
828,preference,,7,4,0.374657,0.391532,100.946695
829,jiuzhaigou,,6,4,0.350366,0.3657,2.599472
830,crisis,,6,4,0.375983,0.393579,14.530795
831,lagoon,,3,4,0.364312,0.379073,0
832,species,,9,4,0.371962,0.389266,1950.497182
833,end,,10,4,0.362929,0.380031,14.747563
834,subject,,12,5,0.371456,0.389066,19.143353
835,ones,,7,5,0.349279,0.363365,0
836,limitations,,8,5,0.351525,0.366458,8.307404
837,visions,,4,4,0.365355,0.384562,4.240249
838,experts,,12,4,0.386777,0.406386,21.201057
839,regulations,,3,5,0.344995,0.358268,0
840,index,,7,4,0.386465,0.404426,0
841,interventions,,5,4,0.364173,0.38038,16.611998
842,tigray,,2,5,0.315208,0.325091,0
843,redistribution,,2,5,0.315208,0.325091,0
844,fertility,,2,5,0.315208,0.325091,0
845,variation,,3,5,0.369733,0.386496,0
846,enhance,,13,4,0.411929,0.43248,144.903968
847,emotion,,5,4,0.370019,0.389049,58.081109
848,web,,3,5,0.299046,0.307972,0
849,francis,,10,4,0.398708,0.417756,7.926408
850,jackson,,3,5,0.294036,0.304609,0
851,policymakers,,3,4,0.355973,0.369446,0
852,tasmania,,13,5,0.372759,0.390939,122.74118
853,stewardship,,3,5,0.344498,0.357005,0.331536
854,photo,,3,4,0.353539,0.368139,0
855,elicitation,,3,4,0.353539,0.368139,0
856,practitioner,,2,5,0.344498,0.361535,0
857,drama,,2,5,0.343016,0.359488,0
858,boundaries,,4,4,0.372614,0.389179,3.90576
859,vegetation,,4,4,0.35824,0.373933,0
860,movements,,4,5,0.342279,0.355785,0
861,draw,,9,4,0.393136,0.412311,42.247447
862,intervention,,6,5,0.361762,0.376302,2.28772
863,slovenia,,4,5,0.360128,0.37456,0
864,regeneration,,6,5,0.358173,0.37273,0
865,fortress,,2,4,0.363896,0.378899,0
866,law,,9,5,0.346244,0.360028,3832.838306
867,high-density,,6,4,0.37305,0.39066,0
868,bush,,5,5,0.346307,0.358791,0
869,operation,,4,5,0.340573,0.351403,0
870,rule,,7,5,0.36452,0.381181,107.517777
871,autonomy,,5,5,0.347945,0.360228,0
872,cop,,2,5,0.306964,0.315011,0
873,goals,,7,5,0.349215,0.36177,0
874,promote,,8,4,0.39533,0.414663,35.497025
875,anthropology,,10,4,0.395575,0.414619,18.102081
876,in-migrants,,3,4,0.377392,0.395757,0
877,tucson,,9,5,0.349151,0.362668,0
878,authorities,,4,4,0.373852,0.390617,0
879,finland,,9,4,0.396888,0.417233,3.013476
880,ability,,20,4,0.427295,0.447334,249.080444
881,stavanger,,2,5,0.352237,0.364584,0
882,recovery,,8,4,0.375761,0.393492,28.826866
883,symptoms,,2,5,0.280457,0.288151,0
884,veterans,,15,4,0.362929,0.378986,10276.619192
885,cartography,,3,5,0.306178,0.313914,0
886,champlain,,7,5,0.313658,0.322626,21.308569
887,adolescents,,6,4,0.365425,0.38173,1.796634
888,text,,3,4,0.35677,0.370971,2.906442
889,aesthetics,,6,4,0.387561,0.405689,0.278473
890,folk,,1,5,0.336914,0.3523,0
891,iconography,,1,5,0.336914,0.3523,0
892,proposition,,1,5,0.336914,0.3523,0
893,cause,,9,4,0.373998,0.392185,7.763467
894,beauty,,2,5,0.320436,0.330667,0
895,continue,,5,4,0.358508,0.373279,92.351071
896,car,,2,5,0.28685,0.29628,0
897,refuge,,6,4,0.359857,0.373758,38.302724
898,anticipation,,6,4,0.370091,0.386871,0
899,sem,,6,4,0.370091,0.386871,0
900,outdoor,,9,4,0.351978,0.36522,1.059665
901,lisboa,,1,5,0.34425,0.361012,0
902,describe,,17,4,0.407021,0.42747,14.389512
903,member,,4,5,0.347692,0.359897,0
904,sciences,,7,4,0.377243,0.394232,6.553508
905,scientists,,6,4,0.367038,0.384388,0
906,biolinks,,6,4,0.367038,0.384388,0
907,fragmentation,,6,4,0.367038,0.384388,0
908,place-identity,,10,4,0.376131,0.394102,65.41081
909,sightsee,,7,4,0.362311,0.378986,11.306959
910,scenery,,7,4,0.362311,0.378986,11.306959
911,salience,,10,4,0.369376,0.38796,3826.818907
912,pedagogy,,6,5,0.348135,0.36238,156.967551
913,motives,,2,5,0.3274,0.334597,0
914,waterways,,8,4,0.368239,0.384605,0.336276
915,civics,,3,5,0.322108,0.332419,0.5
916,consumption,,13,4,0.378512,0.396846,525.700386
917,pubs,,3,5,0.297929,0.306891,1.480415
918,differ,,5,4,0.377094,0.394145,0.1645
919,conclude,,15,4,0.410163,0.430127,61.133524
920,domains,,3,5,0.369948,0.386757,0
921,coal,,7,4,0.380621,0.398414,2.741848
922,fieldwork,,4,4,0.366475,0.381469,0
923,displacement,,7,4,0.377318,0.394407,104.020523
924,idea,,7,5,0.377318,0.394903,134.267599
925,zone,,17,4,0.401975,0.422809,188.493974
926,attribute,,12,4,0.413622,0.43322,69.254078
927,disasters,,9,4,0.37124,0.388134,19.020583
928,settlements,,2,4,0.349918,0.362563,0
929,adversity,,2,5,0.353539,0.369246,0
930,comparison,,1,5,0.34425,0.361012,0
931,job,,4,4,0.367885,0.384692,1.042079
932,copyright,,9,4,0.389058,0.408129,5.413995
933,methodology,,4,5,0.352172,0.367459,0
934,cover,,1,4,0.351331,0.364567,0
935,become,,5,5,0.358844,0.373384,0.697012
936,netherlands,,4,4,0.366967,0.383081,0
937,floodplains,,2,5,0.320436,0.330667,0
938,combine,,3,5,0.342096,0.355393,0
939,questionnaires,,10,4,0.39241,0.412093,20.970288
940,measurement,,5,5,0.364242,0.381878,21.056435
941,outcomes,,4,4,0.365076,0.381295,3.950429
942,strategy,,5,5,0.333857,0.347273,57.61658
943,mixed-methods,,2,5,0.320436,0.330667,0
944,contest,,4,5,0.341729,0.352753,1.124274
945,protest,,3,5,0.320597,0.331059,0
946,resistance,,6,5,0.369305,0.385102,9.155353
947,threats,,5,5,0.354851,0.371075,8.557533
948,initiator,,2,5,0.320436,0.330667,0
949,diverge,,3,4,0.354851,0.36962,0
950,initiators,,2,5,0.320436,0.330667,0
951,alliances,,2,5,0.320436,0.330667,0
952,reserved.aesthetics,,2,5,0.320436,0.330667,0
953,denmark,,3,5,0.327568,0.337646,3.652843
954,floodplain,,2,5,0.320436,0.330667,0
955,awareness,,13,4,0.376575,0.394799,87.624921
956,preschool,,6,5,0.348706,0.362014,0
957,decline,,3,5,0.335144,0.345653,7.222514
958,variance,,4,5,0.345058,0.362406,0
959,choices,,4,5,0.35367,0.366153,25.671842
960,air,,5,5,0.353866,0.367242,42.347856
961,merit,,1,5,0.315989,0.326215,0
962,philosophy,,8,4,0.384832,0.403163,62.416785
963,migrant,,4,5,0.341302,0.355916,0
964,notion,,7,4,0.380394,0.398458,31.343883
965,center,,14,4,0.398957,0.418932,2.439811
966,consider,,7,4,0.386075,0.404905,8.885406
967,aspect,,2,4,0.359181,0.374281,0
968,citizens,,12,4,0.38553,0.404687,13.561899
969,capacity,,8,4,0.373706,0.391096,4.489411
970,firewise,,3,5,0.365285,0.380876,0
971,refugee,,7,5,0.372324,0.390155,0
972,settlement,,14,4,0.386543,0.406473,3.495283
973,catalonia,,3,4,0.371024,0.388265,0
974,extent,,4,4,0.377765,0.395626,0
975,introduce,,2,4,0.361694,0.376329,0
976,perspective,,3,4,0.359114,0.373149,11.556352
977,wdvx,,3,5,0.353408,0.366632,0
978,barbara,,1,5,0.323689,0.33342,0
979,shop,,2,5,0.330569,0.341096,0
980,register,,5,4,0.353997,0.36827,0
981,tehran,,3,5,0.351009,0.365107,0
982,auckland,,2,5,0.308748,0.316945,0.368225
983,minority,,3,4,0.361148,0.375545,1.713047
984,disaster,,11,4,0.372251,0.389615,39.558079
985,relocation,,4,5,0.370163,0.386322,120.186328
986,hegemony,,2,4,0.365844,0.38038,0
987,institute,,9,4,0.392652,0.412223,41.947598
988,fan,,2,5,0.271926,0.278454,0
989,campuses,,8,5,0.352822,0.366763,0
990,commitment,,5,5,0.350752,0.363931,6.070448
991,communications,,2,5,0.332291,0.340974,0
992,section,,4,4,0.351074,0.364872,5.360891
993,distanciation,,2,5,0.332291,0.340974,0
994,cosmopolitanism,,5,4,0.361148,0.375762,7.54546
995,exploration,,9,4,0.383213,0.401594,10.792736
996,fernandez,,2,5,0.299608,0.307048,0
997,educators,,5,5,0.365425,0.382053,4.870558
998,amalgamation,,2,5,0.353343,0.36637,0
999,beliefs,,5,5,0.359114,0.3726,0
1000,coherence,,2,5,0.283365,0.290809,0
1001,storytelling,,1,5,0.343262,0.353781,0
1002,mail,,8,4,0.388111,0.406647,1.285488
1003,francisco,,2,5,0.353539,0.366545,0
1004,france,,4,5,0.352497,0.364846,0
1005,phoca,,2,5,0.354917,0.369855,0
1006,hispida,,2,5,0.354917,0.369855,0
1007,hotels,,2,5,0.276765,0.283847,0
1008,properties,,6,4,0.367461,0.383255,216.447515
1009,vacuum,,1,5,0.331888,0.340965,0
1010,performances,,1,6,0.252575,0.257318,0
1011,website,,1,6,0.252575,0.257318,0
1012,heat,,3,5,0.340695,0.352561,2.956879
1013,assessments,,8,4,0.376279,0.393579,28.289111
1014,dialogue,,1,5,0.308648,0.315891,0
1015,abundance,,4,5,0.354982,0.36881,0
1016,pollinators,,4,5,0.354982,0.36881,0
1017,dispersers,,4,5,0.354982,0.36881,0
1018,stockholm,,4,5,0.354982,0.36881,0
1019,healthcare,,2,5,0.344498,0.361535,0
1020,designations,,3,5,0.340695,0.351037,0
1021,vermont,,3,4,0.374657,0.390704,0
1022,activism,,3,5,0.321729,0.331199,0
1023,tensions,,4,5,0.343324,0.353407,0
1024,wildness,,2,5,0.309147,0.319054,0
1025,intimate,,3,5,0.35011,0.364279,0
1026,sky,,3,5,0.35011,0.364279,0
1027,mortals,,3,5,0.35011,0.364279,0
1028,bring,,3,5,0.35011,0.364279,0
1029,ring,,3,5,0.35011,0.364279,0
1030,technicity,,3,5,0.35011,0.364279,0
1031,incorporate,,4,5,0.359249,0.373471,0.046964
1032,emergence,,2,4,0.358374,0.37219,0
1033,demography,,1,5,0.34425,0.361012,0
1034,consideration,,5,4,0.377765,0.395234,2.018996
1035,regions,,9,4,0.391447,0.41096,4.996103
1036,campaign,,2,5,0.33034,0.33823,0
1037,survivors,,7,4,0.364034,0.379509,0
1038,immigrants,,6,4,0.367108,0.382471,2.798371
1039,wellbeing,,3,5,0.369305,0.386017,0
1040,shift,,6,4,0.39582,0.414358,0
1041,africans,,1,5,0.315989,0.326215,0
1042,property,,9,4,0.381228,0.400331,2.517562
1043,reflection,,1,4,0.350945,0.36509,0
1044,theme,,7,4,0.370163,0.386696,0.454871
1045,analyse,,24,4,0.42806,0.448902,193.420127
1046,desire,,5,4,0.378437,0.395888,0.721676
1047,hazard,,5,4,0.370449,0.386653,9.039306
1048,chicago,,1,5,0.306276,0.316039,0
1049,katrina,,2,4,0.336914,0.345574,0
1050,biology,,4,4,0.361899,0.377113,0
1051,writer,,2,4,0.351784,0.365351,0
1052,countryside,,3,5,0.360943,0.377217,0
1053,visualization,,2,4,0.361694,0.376982,0
1054,justice,,4,4,0.356238,0.369925,7.781994
1055,ideas,,14,4,0.400964,0.421023,2.295098
1056,sound,,5,4,0.371168,0.387742,0.039373
1057,erosion,,2,5,0.34637,0.358268,0
1058,syndrome,,4,5,0.344065,0.355436,0
1059,inland,,3,5,0.326953,0.336156,0.706194
1060,patient,,5,5,0.350495,0.368244,0
1061,highlight,,4,5,0.359857,0.375083,4.300984
1062,rethink,,1,5,0.322,0.331896,0
1063,insights,,3,4,0.360535,0.376459,0
1064,confirmatory,,9,4,0.380545,0.39885,6.993833
1065,collection,,3,5,0.343324,0.354217,4.813456
1066,balance,,5,4,0.369805,0.387001,16.392577
1067,investigation,,9,4,0.410868,0.430432,41.033732
1068,collect,,4,4,0.36739,0.383386,4.309081
1069,resident,,5,4,0.370306,0.387132,21.0136
1070,offer,,7,4,0.399124,0.41928,87.532097
1071,criteria,,4,5,0.352107,0.365238,1.272983
1072,stories,,15,4,0.412196,0.432218,130.076757
1073,potentials,,4,5,0.362311,0.377348,0
1074,analyze,,6,4,0.366967,0.382732,7.494859
1075,ecofeminist,,1,5,0.320812,0.329404,0
1076,entrepreneurship,,4,5,0.361557,0.377217,8.777972
1077,forest,,2,5,0.344003,0.357179,0
1078,theories,,3,4,0.375392,0.392882,0
1079,villages,,1,5,0.336914,0.3523,0
1080,museums,,5,5,0.33532,0.346437,1.285979
1081,exposure,,2,5,0.353213,0.369507,0
1082,square,,5,4,0.36355,0.379029,1912
1083,scholarship,,2,5,0.358173,0.371946,0
1084,germans,,1,5,0.339004,0.348484,0
1085,success,,1,5,0.34425,0.361012,0
1086,face,,3,5,0.350302,0.367634,0
1087,asia,,6,4,0.376797,0.393971,44.208588
1088,technologies,,14,4,0.367814,0.385172,1948.290254
1089,core,,6,4,0.383597,0.401856,0
1090,drivers,,4,4,0.369519,0.386609,0
1091,retirement,,2,5,0.362792,0.378263,0
1092,oswald,,2,5,0.362792,0.378263,0
1093,retire,,2,5,0.362792,0.378263,0
1094,nation,,6,4,0.371024,0.3887,194.769478
1095,delaware,,4,5,0.326897,0.340991,1.372363
1096,facilities,,7,4,0.359384,0.373323,16.631859
1097,animals,,1,5,0.314897,0.325815,0
1098,adaptations,,1,5,0.314897,0.325815,0
1099,represent,,8,4,0.381989,0.399808,21.836887
1100,eat,,1,5,0.314897,0.325815,0
1101,countless,,1,5,0.314897,0.325815,0
1102,remedy,,1,5,0.314897,0.325815,0
1103,degree,,1,5,0.314897,0.325815,0
1104,destiny,,1,5,0.314897,0.325815,0
1105,urgency,,1,5,0.314897,0.325815,0
1106,date,,1,5,0.314897,0.325815,0
1107,millennium,,1,5,0.314897,0.325815,0
1108,convention,,1,5,0.314897,0.325815,0
1109,adopt,,1,5,0.314897,0.325815,0
1110,summit,,1,5,0.314897,0.325815,0
1111,centrality,,1,5,0.314897,0.325815,0
1112,target,,1,5,0.314897,0.325815,0
1113,progress,,3,5,0.352627,0.366022,0
1114,stem,,1,5,0.314897,0.325815,0
1115,curitiba,,1,5,0.314897,0.325815,0
1116,declaration,,1,5,0.314897,0.325815,0
1117,affirm,,2,5,0.356039,0.37334,0
1118,goal,,4,4,0.371962,0.388613,0
1119,daunt,,1,5,0.314897,0.325815,0
