Id,Label,timeset,Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
543,consequences,,21,4,0.41014,0.430996,39.46319
544,engineer,,12,5,0.371067,0.38789,8.01613
545,educators,,19,4,0.391561,0.412176,152.013457
546,preschool,,1,5,0.32112,0.33095,0
547,turkey,,4,5,0.318848,0.328321,0
548,ethnography,,18,5,0.383121,0.402417,5243.232965
549,provide,,27,4,0.424059,0.444433,52.728818
550,towards,,41,4,0.435172,0.456385,108.328897
551,materials,,3,5,0.337388,0.347722,0
552,deforestation,,5,5,0.353155,0.366099,0
553,woody,,5,5,0.353155,0.366099,0
554,relevance,,18,4,0.388188,0.407521,495.313298
555,perth,,10,4,0.386051,0.404451,5.509906
556,internet,,20,4,0.406638,0.427166,220.217996
557,towns,,34,4,0.434648,0.455065,95.97713
558,stories,,27,4,0.432192,0.451961,186.738079
559,opportunities,,29,4,0.429033,0.449518,185.005318
560,zone,,12,4,0.39817,0.418615,9.660746
561,valuation,,15,4,0.380924,0.399762,58.154227
562,discussions,,21,4,0.402359,0.423303,146.515111
563,phenomenology,,12,4,0.406703,0.425977,20.702979
564,variables,,44,4,0.429179,0.45173,681.499584
565,pay,,40,4,0.414042,0.436873,498.120132
566,emotions,,25,4,0.420807,0.441066,2719.601574
567,consumption,,7,4,0.367823,0.384641,36.590389
568,neighbourhoods,,26,4,0.398107,0.41911,380.485834
569,finland,,5,4,0.363322,0.379061,6.105765
570,footpath,,9,5,0.359033,0.374056,0
571,domain,,10,5,0.367662,0.383697,0
572,japan,,6,5,0.364845,0.380593,2.978688
573,lack,,12,4,0.407952,0.427727,108.703818
574,depression,,14,4,0.393514,0.413563,21.163367
575,faculty,,17,5,0.363218,0.380395,12.123152
576,difference,,11,4,0.384346,0.402536,43.658575
577,poland,,12,5,0.362644,0.379635,317.782365
578,coast,,21,4,0.402039,0.423633,128.936153
579,hospital,,9,5,0.359595,0.376895,1.59991
580,introduce,,6,4,0.388427,0.406795,5.762311
581,consumer,,16,4,0.389566,0.409304,124.66381
582,worlds,,7,5,0.363636,0.379041,2.005202
583,center,,22,4,0.420176,0.440471,193.572189
584,efforts,,44,4,0.435623,0.456914,332.450822
585,response,,20,4,0.40994,0.4306,104.803754
586,motivation,,18,4,0.41906,0.43925,10.638816
587,responses,,43,4,0.433752,0.45523,273.713707
588,call,,12,5,0.388188,0.407369,275.590624
589,material,,20,4,0.418643,0.438887,228.397609
590,gap,,11,4,0.395116,0.414884,0.434616
591,developments,,13,4,0.41054,0.430401,100.569067
592,claim,,8,4,0.391682,0.410955,132.922724
593,baseball,,6,4,0.369384,0.386655,0.499261
594,represent,,23,4,0.423846,0.443773,2.77075
595,campus,,11,5,0.379663,0.398323,0
596,tradition,,35,4,0.423561,0.444731,4778.692735
597,generations,,17,4,0.389206,0.408809,15.349374
598,spirituality,,16,4,0.408944,0.429378,37.570486
599,roles,,13,4,0.395797,0.415643,38.878906
600,present,,2,4,0.355743,0.371368,0
601,air,,22,5,0.393698,0.415095,241.372507
602,retrieval,,7,5,0.335371,0.345794,1.152463
603,effectiveness,,7,4,0.386642,0.406002,6.631045
604,ahcs,,7,5,0.378695,0.396903,0
605,winnipeg,,7,5,0.378695,0.396903,0
606,desire,,9,4,0.395735,0.414785,136.828563
607,type,,36,4,0.432414,0.453282,188.428375
608,date,,8,4,0.396419,0.415874,3.098058
609,heuristics,,36,5,0.377618,0.398026,422.614321
610,fieldwork,,19,4,0.401272,0.421718,2779.869654
611,journalism,,5,4,0.358268,0.372326,1.833466
612,insights,,22,4,0.417466,0.437962,204.495205
613,des,,6,5,0.322391,0.331161,8.135793
614,willingness,,19,4,0.389807,0.409898,81.063466
615,amount,,9,4,0.36836,0.385004,7.214282
616,road,,4,4,0.34973,0.363213,2.187322
617,descriptions,,13,5,0.380981,0.399478,185.639904
618,economy,,18,4,0.398547,0.418582,77.961409
619,ambulatory,,3,5,0.351239,0.366918,0
620,strategy,,23,4,0.406769,0.427826,447.331406
621,homeland,,7,5,0.371286,0.388847,55.124821
622,connectedness,,8,4,0.384991,0.403691,0.302378
623,netherlands,,15,4,0.389026,0.408743,65.458356
624,prematriculation,,9,5,0.368413,0.385578,0
625,terroir,,13,4,0.373428,0.391145,173.345967
626,soil,,17,4,0.388069,0.408875,348.552841
627,york,,35,4,0.412284,0.434991,2192.688749
628,oyster,,12,5,0.354345,0.368344,214.88117
629,pluralism,,8,4,0.373373,0.390419,0.90895
630,transition,,28,4,0.404682,0.426638,338.31969
631,bond,,22,4,0.41609,0.436642,64.640792
632,representations,,8,4,0.394992,0.413563,0.457721
633,aesthetics,,18,4,0.40974,0.429708,12.34773
634,nation,,13,5,0.370088,0.387097,1277.887745
635,leadership,,17,5,0.368145,0.385116,1397.702572
636,behaviour,,9,5,0.36327,0.378876,102.711884
637,indicator,,17,4,0.410674,0.431194,3.532049
638,moor,,25,4,0.377449,0.397814,169.389555
639,cornwall,,25,4,0.377449,0.397814,169.389555
640,orleans,,17,4,0.390229,0.409502,353.223013
641,mpa,,9,4,0.366062,0.382594,0
642,acceptance,,15,4,0.388069,0.408281,86.963851
643,seed,,4,4,0.345422,0.356643,0
644,residency,,16,5,0.36793,0.384588,242.615271
645,museum,,20,5,0.375037,0.393601,3083.284916
646,reinforcement,,25,5,0.375483,0.395648,170.511913
647,mount,,15,5,0.361294,0.377225,152.145887
648,senseplace,,5,5,0.323093,0.332349,0
649,opportunity,,19,4,0.404293,0.424624,85.437235
650,telecommunication,,1,5,0.328176,0.337388,0
651,integration,,19,4,0.399051,0.418978,162.017732
652,inform,,19,4,0.402295,0.422577,12.545527
653,california,,7,4,0.376267,0.393093,0
654,valley,,37,4,0.405397,0.42842,5858.543751
655,face,,12,4,0.403517,0.422676,2.310458
656,proximity,,15,4,0.3915,0.410988,200.491665
657,methodologies,,4,4,0.370577,0.387645,0
658,discussion,,30,4,0.428159,0.448924,231.48764
659,literacy,,16,4,0.379435,0.398177,197.519242
660,expectations,,12,4,0.381499,0.400225,60.223035
661,encounter,,5,5,0.361916,0.376532,0.428915
662,classrooms,,6,5,0.362957,0.379371,4.900006
663,fabric,,2,5,0.355043,0.369268,0
664,temples,,1,4,0.350945,0.365557,0
665,quarter,,5,5,0.368198,0.384654,19.339018
666,resident,,10,4,0.387117,0.406035,0
667,perspectives,,20,4,0.42592,0.44549,5.070746
668,buyout,,12,4,0.372326,0.390088,3.066274
669,islands,,13,4,0.376548,0.394579,2640.989393
670,whs,,12,4,0.374536,0.391442,1.762863
671,accountability,,5,5,0.350118,0.36458,0
672,ethics,,15,5,0.386524,0.406874,62.884447
673,wtp,,16,4,0.369709,0.386952,235.125006
674,fourteeners,,4,5,0.306907,0.314963,0
675,locations,,20,4,0.398925,0.419077,602.503196
676,stay,,4,5,0.347946,0.360618,20.86558
677,responsibility,,18,4,0.419269,0.438953,24.842367
678,surface,,11,5,0.359135,0.37399,47.365783
679,disorder,,11,5,0.393883,0.413246,2.435254
680,improvement,,3,5,0.32916,0.340907,0
681,brisbane,,10,4,0.381269,0.399168,8.250294
682,costa,,2,5,0.345943,0.358604,0
683,rica,,2,5,0.345943,0.358604,0
684,team,,16,4,0.38795,0.407191,8285.888712
685,fútbol,,3,5,0.306236,0.313629,59.283152
686,disparity,,5,5,0.354047,0.369367,0
687,maintenance,,8,4,0.39376,0.414058,0
688,cardiac,,5,5,0.354047,0.369367,0
689,animals,,5,4,0.361087,0.376981,5.012873
690,hopefulness,,11,5,0.364003,0.381366,3.766964
691,refugee,,6,5,0.34886,0.362632,0
692,copper,,1,5,0.294207,0.301704,0
693,access,,13,4,0.404163,0.423831,5.70194
694,class,,24,4,0.417604,0.437995,749.15092
695,art,,39,4,0.431379,0.452456,6494.352427
696,associations,,15,4,0.406507,0.426935,67.706651
697,citizens,,12,4,0.397731,0.417162,10.031096
698,disasters,,12,4,0.383237,0.402007,2.390675
699,phenomenon,,8,4,0.396544,0.416039,314.803098
700,sector,,5,5,0.338565,0.352628,0
701,measurement,,5,4,0.362748,0.379523,47.087286
702,compare,,9,4,0.373815,0.392069,98.016177
703,dwell,,8,4,0.380694,0.398442,218.992561
704,components,,29,4,0.417881,0.439349,280.254048
705,integrity,,9,4,0.357558,0.371434,2535.202076
706,utilization,,6,4,0.377054,0.395404,0
707,element,,1,4,0.350945,0.365557,0
708,oregon,,7,5,0.358574,0.3729,0.320082
709,bias,,14,4,0.36327,0.38058,30.624037
710,associate,,11,4,0.391804,0.410724,19.531966
711,wit,,5,4,0.374148,0.392169,17.696919
712,events,,25,4,0.423277,0.443839,214.828704
713,ownership,,28,4,0.422781,0.443641,1124.266842
714,mother,,3,5,0.341774,0.353698,0
715,sense-of-place,,9,5,0.360674,0.375442,0
716,vilnius,,3,5,0.330453,0.33993,0
717,discourse,,40,4,0.43323,0.454338,717.139738
718,wellbeing,,12,4,0.395797,0.415412,20.188253
719,hurricane,,12,4,0.368952,0.385994,4.706745
720,relocation,,6,4,0.36933,0.385565,0
721,south,,18,4,0.401591,0.421685,821.48059
722,gather,,6,4,0.385108,0.403097,0
723,geographers,,23,4,0.405201,0.425746,172.460435
724,depiction,,14,5,0.385108,0.403936,4.008139
725,imagination,,9,4,0.391439,0.410559,21.004608
726,comprise,,14,4,0.403775,0.423336,4.386581
727,text,,4,5,0.357608,0.372537,0
728,consume,,3,5,0.335326,0.345675,0
729,evaluation,,31,4,0.434573,0.454735,275.428104
730,variety,,26,4,0.42151,0.442254,69.023079
731,privacy,,4,4,0.366275,0.382363,90.378355
732,anchor,,1,5,0.338247,0.349175,0
733,therapy,,6,5,0.366594,0.383961,2.144416
734,north,,8,5,0.377167,0.395186,5.296956
735,queensland,,35,4,0.418227,0.440009,11571.240782
736,aspect,,19,4,0.412014,0.432548,287.118773
737,recommendations,,10,4,0.386228,0.404682,3.535406
738,organization,,13,4,0.396481,0.416337,1.555311
739,film,,11,4,0.366967,0.384013,76.945772
740,journal,,16,4,0.401272,0.421619,2.089372
741,crop,,15,5,0.363584,0.380098,84.431754
742,discipline,,18,4,0.392169,0.412011,186.044175
743,engage,,23,4,0.422427,0.442684,29.844321
744,dialogue,,8,4,0.391743,0.41046,0.04773
745,streets,,5,5,0.358829,0.373494,0
746,evaluations,,23,5,0.38283,0.403275,2078.546363
747,neighbourhood,,22,4,0.408613,0.429246,32.070491
748,professionals,,4,4,0.372987,0.390122,1.317992
749,develop,,9,4,0.404747,0.424095,0
750,draw,,26,4,0.427507,0.447702,601.222442
751,perspective,,36,4,0.441336,0.460975,294.630725
752,conceptualise,,13,5,0.380407,0.398455,0
753,consideration,,12,4,0.39962,0.419143,14.912598
754,rituals,,13,4,0.388786,0.407917,1299.485641
755,opinion,,16,4,0.399178,0.420199,28.914863
756,cover,,11,4,0.386701,0.406134,12.316033
757,wales,,16,4,0.401272,0.421619,433.837638
758,futures,,7,5,0.363846,0.379503,0.551913
759,traffic,,8,5,0.376155,0.394295,9.246976
760,definitions,,1,5,0.317644,0.327159,0
761,landowner,,9,4,0.374481,0.392466,0.162948
762,limit,,16,4,0.418296,0.437797,14.449392
763,inquiry,,3,5,0.357456,0.371447,5.347574
764,creativity,,18,4,0.388786,0.408611,3138.968696
765,company,,13,4,0.365268,0.381405,101.699722
766,belfast,,7,4,0.356145,0.369684,13.423477
767,root,,6,4,0.390531,0.409073,0
768,territoriality,,5,5,0.360468,0.374485,1.60031
769,diseases,,4,5,0.359084,0.375442,0.262996
770,helsinki,,1,4,0.350945,0.365557,0
771,cells,,21,5,0.370958,0.389111,2670.423929
772,cell,,21,5,0.370958,0.389111,2670.423929
773,inclusion,,16,4,0.381672,0.400555,14.386201
774,milieu,,7,4,0.362487,0.37741,4.318906
775,problems,,19,4,0.416639,0.436377,0.196008
776,integrate,,15,4,0.407228,0.427232,16.099755
777,fund,,5,5,0.350118,0.36458,0
778,cost,,9,4,0.371887,0.389296,0
779,ground,,20,4,0.412418,0.43334,37.651748
780,embody,,22,4,0.415815,0.436543,25.778229
781,outcomes,,11,4,0.400889,0.42086,126.896182
782,skills,,16,4,0.403324,0.423369,0
783,exchange,,5,5,0.370034,0.386932,0.153846
784,wilderness,,5,5,0.360778,0.374914,21.39077
785,hong,,13,4,0.396731,0.416105,1310.990358
786,kong,,12,4,0.405984,0.426043,1496.104489
787,institutions,,19,4,0.410674,0.430963,227.292282
788,co-creation,,2,5,0.356699,0.370325,0
789,interpretation,,15,4,0.398547,0.418152,210.980185
790,visit,,8,4,0.391439,0.410427,0
791,openness,,1,4,0.350945,0.365557,0
792,act,,27,4,0.430717,0.451037,110.966457
793,men,,4,5,0.346133,0.360433,49.424707
794,cork,,3,5,0.317325,0.325799,0
795,restaurants,,3,5,0.317325,0.325799,0
796,properties,,15,4,0.396108,0.416601,185.574905
797,touristsâ€™,,2,5,0.354146,0.366891,0
798,anthropology,,17,4,0.410607,0.4306,270.734622
799,event,,12,5,0.377562,0.395681,148.568075
800,frame,,17,4,0.416296,0.436245,12.740225
801,illustrate,,22,4,0.426063,0.445655,31.405516
802,course,,22,4,0.400571,0.421289,170.267741
803,firm,,10,5,0.361968,0.377688,2613.389994
804,poetry,,17,4,0.381326,0.400258,3203.075942
805,sound,,8,4,0.370034,0.387579,66.761861
806,motivations,,11,5,0.372271,0.389672,260.696688
807,gardeners,,6,5,0.312376,0.321236,0
808,volunteerism,,7,5,0.339795,0.349538,21.518615
809,gavarres,,11,4,0.393208,0.412275,30.801818
810,formation,,12,4,0.392902,0.412474,12.217728
811,willamette,,1,5,0.316211,0.325885,0
812,habitat,,8,4,0.367341,0.384839,28.621628
813,campbell,,13,5,0.380407,0.398455,0
814,ecocriticism,,15,5,0.380579,0.398917,2523
815,consequence,,16,5,0.394129,0.414105,9.998146
816,connectivity,,5,4,0.360468,0.375561,20.649217
817,landholder,,4,5,0.355093,0.368872,0
818,union,,5,5,0.339887,0.350449,13.336272
819,mushroom,,3,5,0.335326,0.345675,0
820,collect,,15,4,0.397731,0.417426,355.965003
821,exurban,,6,5,0.360932,0.377093,0
822,artists,,10,5,0.370034,0.386635,47.84102
823,graph,,8,5,0.355293,0.368839,51.892807
824,"""chrono-work""",,2,5,0.35281,0.366165,0
825,heights,,2,5,0.35281,0.366165,0
826,bodmin,,13,4,0.372766,0.391079,23.712732
827,óbidos,,1,5,0.329289,0.340128,0
828,reproducibility,,7,4,0.369546,0.386226,0.581403
829,online,,16,5,0.370088,0.387493,5074.656033
830,self-experiences,,1,4,0.350945,0.365557,0
831,specificity,,3,5,0.317205,0.324452,0
832,humanisation,,1,5,0.300834,0.309654,0
833,inpatients,,6,5,0.358472,0.375125,0
834,scenes,,15,5,0.345564,0.359,12804.256567
835,sacrifice,,2,5,0.317484,0.327536,39.485644
836,mohicans,,1,6,0.256843,0.261939,0
837,imagine,,7,5,0.349778,0.362434,97.655795
838,poverty,,3,5,0.348138,0.359595,0
839,cosmopolitanism,,7,5,0.3568,0.371546,1.282342
840,massey,,2,5,0.312454,0.32018,0
841,windfarm,,2,4,0.359595,0.374637,0
842,rate,,4,5,0.359852,0.376631,7.681461
843,parkour,,3,5,0.339475,0.351552,0
844,traceurs,,3,5,0.339475,0.351552,0
845,partner,,4,5,0.342702,0.357085,0
846,heisei,,1,5,0.253261,0.257785,0
847,mergers,,8,4,0.339111,0.350568,2526.675913
848,interface,,8,4,0.390048,0.408479,2.93006
849,television,,8,4,0.345469,0.35968,25.986154
850,caddel,,13,5,0.342005,0.353784,7691.581434
851,tarlo,,8,5,0.337028,0.347048,66.582277
852,inequity,,2,5,0.324297,0.332396,0
853,congo,,1,5,0.285682,0.294222,0
854,gisenyi,,1,5,0.285682,0.294222,0
855,rwanda,,1,5,0.285682,0.294222,0
856,leaders,,3,4,0.360881,0.375627,0
857,makers,,11,4,0.404099,0.423732,158.202085
858,decades,,22,4,0.409209,0.429642,99.03107
859,others,,35,4,0.432266,0.453051,2038.355511
860,voice,,11,4,0.379207,0.39722,401.982088
861,monitor,,7,4,0.375093,0.392202,0.13134
862,mental,,3,5,0.358116,0.374254,0
863,diversity,,16,4,0.396295,0.416204,11.781009
864,fact,,10,4,0.390894,0.409898,103.052188
865,rentals,,9,4,0.375483,0.393324,12.202759
866,hospitality,,2,5,0.330583,0.340874,0
867,pedagogy,,19,5,0.399051,0.419453,13.728925
868,end,,4,4,0.372162,0.388636,0
869,account,,17,4,0.413296,0.433208,4.513279
870,appreciation,,15,4,0.407294,0.427265,24.940806
871,story,,10,4,0.393637,0.412639,0.846021
872,exposure,,8,4,0.381096,0.399432,20.342397
873,instruction,,5,5,0.356246,0.373858,5.974811
874,esthetics,,4,5,0.354196,0.3694,1.726044
875,cognition,,3,4,0.367288,0.383815,0
876,key,,7,5,0.37074,0.388187,24.026829
877,agency,,17,4,0.400381,0.420331,1021.438162
878,gain,,8,4,0.389747,0.408512,4.647243
879,revitalization,,8,4,0.376941,0.395239,176.672594
880,situation,,11,4,0.387176,0.405837,24.521161
881,globe,,2,5,0.357811,0.373726,0
882,highlight,,23,4,0.429398,0.448858,80.884372
883,creation,,19,4,0.412891,0.433274,15.705857
884,link,,16,4,0.411947,0.431986,3.121752
885,contribution,,19,4,0.416364,0.436807,35.366589
886,modification,,8,4,0.383412,0.402536,0
887,composition,,3,4,0.3537,0.369057,30.873067
888,administer,,5,4,0.370088,0.387216,1.446718
889,ocean,,7,4,0.371067,0.387249,0.301154
890,task,,14,4,0.389807,0.408875,110.368891
891,exist,,2,5,0.349875,0.363457,0
892,macau,,2,5,0.338974,0.350825,0
893,devices,,8,4,0.350848,0.364798,0.859286
894,constitute,,4,4,0.378638,0.396362,0
895,livelihoods,,8,4,0.394498,0.413959,112.639081
896,learners,,2,5,0.33351,0.345265,0
897,maintain,,3,4,0.370795,0.387843,87.510237
898,exercise,,9,5,0.386761,0.40552,2.276778
899,belief,,8,5,0.374481,0.391984,3.162163
900,boundaries,,10,4,0.395178,0.414124,0
901,economies,,6,5,0.35685,0.372438,5.262817
902,constitution,,3,5,0.359391,0.374056,0
903,assess,,17,4,0.404228,0.424359,390.926419
904,application,,8,5,0.392535,0.411265,1.220608
905,protect,,5,4,0.368898,0.386325,0
906,retailers,,4,5,0.303621,0.313451,0
907,regime,,1,5,0.301265,0.309324,0
908,forestry,,3,5,0.347706,0.362493,0
909,customer,,3,5,0.342655,0.355732,0
910,eye,,5,4,0.373926,0.39197,0.074074
911,origin,,2,5,0.325006,0.335354,0
912,matter,,4,5,0.349924,0.362566,9.678056
913,finance,,5,4,0.374203,0.392532,0
914,shrine,,4,4,0.351679,0.366812,5.502916
915,orientation,,10,5,0.363846,0.379503,23.804346
916,display,,8,5,0.365797,0.38122,88.370197
917,reconnect,,1,5,0.32112,0.33095,0
918,facilities,,13,5,0.39419,0.413576,14.530177
919,burkina,,4,5,0.347276,0.358373,0
920,faso,,4,5,0.347276,0.358373,0
921,informants,,4,5,0.347276,0.358373,0
922,cent,,4,5,0.347276,0.358373,0
923,balanites,,4,5,0.347276,0.358373,0
924,sahelisation,,4,5,0.347276,0.358373,0
925,drought,,13,5,0.377449,0.395747,119.436478
926,temporalities,,2,5,0.328603,0.336813,0
927,include,,4,4,0.338974,0.352252,0
928,iran,,5,5,0.358472,0.373032,6.450481
929,employment,,12,4,0.38795,0.406861,81.135086
930,decay,,2,5,0.355043,0.369268,0
931,improvements,,1,4,0.350945,0.365557,0
932,migrant,,6,5,0.339475,0.351572,52.040046
933,mix,,22,4,0.40313,0.42393,70.852208
934,relocate,,5,4,0.369276,0.385268,0
935,hrqol,,2,5,0.355193,0.368938,0
936,symptoms,,9,5,0.374148,0.392083,16.210766
937,volunteer,,6,4,0.376941,0.393852,0
938,gnangara,,3,5,0.356648,0.370259,0
939,ggs,,3,5,0.356648,0.370259,0
940,infiltration,,3,5,0.356648,0.370259,0
941,aquifer,,3,5,0.356648,0.370259,0
942,cooperation,,11,4,0.376379,0.394942,174.76478
943,today,,14,4,0.405136,0.425218,36.990512
944,norms,,10,4,0.383412,0.401743,15.897166
945,option,,5,5,0.359084,0.373693,0
946,message,,8,4,0.36686,0.383683,38.217882
947,reflection,,6,4,0.379492,0.397055,0
948,demography,,15,4,0.391743,0.412176,11.952331
949,bluespaces,,3,5,0.333951,0.343397,0
950,seniors,,3,5,0.333951,0.343397,0
951,holiday,,4,5,0.366647,0.382508,0
952,islantilla,,4,5,0.331712,0.342228,0
953,labor,,6,4,0.350264,0.363114,8.688498
954,indicators,,10,4,0.387711,0.406828,37.581041
955,dissemination,,5,5,0.350118,0.36458,0
956,ask,,2,4,0.361191,0.376552,0
957,move,,11,5,0.377562,0.395549,35.649734
958,revitalisation,,4,4,0.362331,0.377773,1.672805
959,respect,,2,4,0.36202,0.377476,0
960,germany,,16,4,0.385815,0.405606,216.459728
961,era,,6,5,0.378752,0.395781,0.626524
962,perch,,2,5,0.338292,0.349373,0
963,mobilities,,3,5,0.342145,0.353487,1.384509
964,affinity,,6,4,0.365956,0.382957,29.264254
965,opinions,,20,4,0.405006,0.42568,49.205175
966,visualization,,1,5,0.320875,0.329477,0
967,sign,,3,5,0.351924,0.36491,5.168821
968,humanities,,3,5,0.323714,0.333756,0
969,berkeley,,2,5,0.342655,0.353057,0
970,stormwater,,2,5,0.342655,0.353057,0
971,distance,,8,4,0.378524,0.396725,58.518377
972,welfare,,8,4,0.378241,0.396956,0
973,return,,14,4,0.403388,0.423435,242.410981
974,lakes,,11,4,0.375819,0.394744,54.34156
975,jerseys,,2,5,0.279575,0.286661,0
976,agents,,5,5,0.345044,0.359344,11.690694
977,heterogeneity,,8,4,0.365744,0.382759,25.575887
978,retire,,3,5,0.301517,0.310004,0
979,syntax,,5,4,0.383412,0.401479,0
980,antecedent,,5,4,0.34973,0.361364,0
981,adversity,,7,5,0.363113,0.380045,0
982,neuroticism,,6,5,0.359391,0.376974,0
983,marcus,,1,6,0.277028,0.283974,0
984,proximate,,1,5,0.297501,0.304893,0
985,placefullness,,3,4,0.358472,0.373349,0
986,placelessness,,4,4,0.360263,0.375561,5.785063
987,transport,,3,4,0.37134,0.388636,38.724568
988,home/chez,,3,5,0.366275,0.383201,0
989,randomize,,3,5,0.366275,0.383201,0
990,trial,,3,5,0.366275,0.383201,0
991,homeless,,3,5,0.366275,0.383201,0
992,parent,,2,5,0.328903,0.339732,0
993,analyze,,16,4,0.409541,0.429378,192.747423
994,respond,,6,4,0.385815,0.404517,0.425394
995,threats,,5,4,0.368629,0.385565,2.038582
996,government,,16,4,0.399683,0.419407,44.189608
997,france,,20,4,0.399494,0.420166,4651.003318
998,representation,,13,4,0.414859,0.434429,7.796796
999,situate,,6,4,0.391925,0.411153,0
1000,conclude,,23,4,0.418782,0.439415,35.073242
1001,contest,,3,4,0.372931,0.389857,0
1002,immigration,,3,5,0.346513,0.359429,0
1003,west,,13,4,0.390652,0.409997,289.735253
1004,dmac,,4,5,0.352022,0.366165,0
1005,traditions,,19,4,0.397293,0.41736,80.568679
1006,medium,,4,4,0.361968,0.377839,55.337315
1007,navigation,,2,5,0.335683,0.347378,0
1008,casino,,14,4,0.367234,0.384311,54.598367
1009,cip,,4,5,0.338792,0.349723,1.595294
1010,war,,6,4,0.373594,0.39164,679.372423
1011,uniqueness,,1,5,0.279451,0.286642,0
1012,villa,,3,4,0.368682,0.385697,0
1013,ascension,,3,4,0.368682,0.385697,0
1014,architects,,8,4,0.361139,0.375693,3.319528
1015,skjett,,4,4,0.359954,0.373646,0
1016,michigan,,2,5,0.31057,0.319863,0
1017,heartland,,2,5,0.31057,0.319863,0
1018,rust,,2,5,0.31057,0.319863,0
1019,cleanup,,2,5,0.31057,0.319863,0
1020,wildlife,,3,5,0.333862,0.34551,3.296322
1021,refuge,,2,5,0.31057,0.319863,0
1022,waterfront,,7,4,0.358319,0.37434,17.752957
1023,dropout,,5,5,0.350118,0.36458,0
1024,ideas,,19,4,0.400317,0.420662,41.496185
1025,workers,,14,4,0.386524,0.405078,10136.126095
1026,dweller,,10,5,0.331625,0.341396,5064.79453
1027,scope,,5,5,0.374926,0.391885,0.831891
1028,tamil,,2,5,0.278833,0.285697,0
1029,think,,8,4,0.386583,0.404616,0
1030,basque,,4,4,0.359647,0.373778,153.46888
1031,homeowners,,16,4,0.384054,0.403361,4834.535803
1032,lawn,,6,5,0.337704,0.347108,389.938927
1033,households,,5,4,0.359237,0.374241,25.85027
1034,architecture,,14,4,0.41074,0.430501,262.404943
1035,sadness,,4,5,0.360366,0.375112,0
1036,europe,,13,4,0.369276,0.385862,40.093764
1037,habit,,6,5,0.36327,0.379669,0
1038,decrease,,7,5,0.365321,0.381947,93.53503
1039,wider,,12,4,0.388846,0.408941,25.78211
1040,competency,,3,4,0.362852,0.378335,0
1041,cause,,14,4,0.403195,0.423699,182.867336
1042,fiction,,8,4,0.361708,0.377377,18.894129
1043,iii,,1,4,0.350945,0.365557,0
1044,ice,,3,5,0.358116,0.374254,0
1045,crossborder,,4,5,0.34007,0.351123,0
1046,colonialism,,3,5,0.31226,0.319414,215.123219
1047,justice,,13,4,0.354743,0.369156,4973.215199
1048,church,,4,4,0.373097,0.389131,0
1049,pilot,,12,4,0.391621,0.410724,5.768738
1050,madrid,,8,5,0.344856,0.35797,0
1051,spain,,16,5,0.384873,0.404563,93.425549
1052,karen,,2,5,0.334615,0.34444,0
1053,rakyat,,1,5,0.338247,0.349175,0
1054,spokespeople,,6,4,0.362592,0.378863,0
1055,port,,7,4,0.369654,0.38748,0
1056,treatments,,2,5,0.329805,0.338233,0
1057,trajectories,,3,4,0.342655,0.354695,0
1058,lupine,,2,5,0.329805,0.338233,0
1059,gallery,,3,5,0.335996,0.34619,0
1060,wetlands,,8,4,0.373871,0.392235,3.323092
1061,lynch,,4,5,0.334792,0.346916,1.143067
1062,drivers,,3,5,0.32792,0.337038,84.106812
1063,truck,,5,5,0.314048,0.322081,2531.239531
1064,kiruna,,3,5,0.345328,0.356293,0
1065,neuroscience,,11,5,0.363584,0.379371,44.802764
1066,micro,,6,5,0.358421,0.373098,0
1067,simulate,,6,5,0.358421,0.373098,0
1068,guide,,8,5,0.345659,0.357448,11.262079
1069,front,,7,4,0.356951,0.372821,2835.85252
1070,belgium,,3,5,0.29085,0.298613,0
1071,colorado,,5,5,0.358268,0.373164,26.133889
1072,analyst,,1,5,0.320875,0.329477,0
1073,relevancy,,1,5,0.320875,0.329477,0
1074,dispute,,12,4,0.399557,0.419077,160.571037
1075,mitigation,,11,4,0.370088,0.387975,4.594109
1076,sciences,,7,4,0.380292,0.399366,54.680964
1077,public,,9,4,0.394067,0.413266,0.38745
1078,peer,,4,4,0.338656,0.35278,1.42987
1079,beauty,,5,4,0.364845,0.381999,0
1080,womens,,1,5,0.317165,0.325707,0
1081,coastal,,5,4,0.360932,0.377047,1.531788
1082,africa,,5,5,0.372821,0.38921,2.040227
1083,notions,,20,4,0.406965,0.427529,39.907535
1084,emerald,,6,4,0.384405,0.402106,1.755128
1085,products,,5,5,0.353551,0.368027,4.921199
1086,write,,8,4,0.38225,0.400225,62.840693
1087,province,,7,4,0.379036,0.397583,127.725627
1088,reinforce,,4,5,0.366594,0.38264,0
1089,generate,,12,4,0.401017,0.42053,566.471625
1090,side,,3,5,0.345753,0.358208,14.469581
1091,economics,,3,5,0.341774,0.353487,0.282996
1092,argument,,3,5,0.352317,0.365538,0
1093,tutor,,3,5,0.332718,0.345431,0
1094,manner,,8,5,0.381442,0.399082,0.442456
1095,provision,,2,5,0.335862,0.347577,0
1096,treatment,,5,5,0.361968,0.378216,26.985699
1097,personnel,,2,5,0.344057,0.358697,0
1098,choice,,6,5,0.370904,0.388517,0.399065
1099,visibility,,4,5,0.349778,0.362467,0
1100,observation,,11,4,0.385402,0.404253,31.603411
1101,block,,2,4,0.355543,0.369783,0
